feature,target,spearman_rho,p_value,significant
num_causal_markers,mulpor,-0.0419,0.22633,False
num_causal_markers,rap-gen,-0.0447,0.19672,False
num_causal_markers,recoder,-0.0732,0.03452,True
num_causal_markers,repilot,-0.0395,0.25463,False
num_causal_markers,rewardrepair,-0.0447,0.19741,False
num_causal_markers,selfapr,-0.0061,0.85938,False
num_causal_markers,t5apr,-0.0302,0.38391,False
num_causal_markers,tare,-0.0294,0.39691,False
num_causal_markers,tenure,-0.0673,0.05181,False
num_causal_markers,thinkrepair,-0.0327,0.34534,False
num_causal_markers,transfer,0.1203,0.0005,True
num_causal_markers,num_tools_fixed,-0.003,0.93171,False
num_causal_markers,any_tool_fixed,0.034,0.32593,False
semantic_entropy,alpharepair,-0.0481,0.16492,False
semantic_entropy,arja-e,-0.0227,0.51177,False
semantic_entropy,chatrepair,-0.0481,0.16456,False
semantic_entropy,circle,0.0368,0.28785,False
semantic_entropy,coconut,-0.0051,0.88317,False
semantic_entropy,codex,-0.055,0.11252,False
semantic_entropy,cure,0.0181,0.60096,False
semantic_entropy,dear,-0.0285,0.41107,False
semantic_entropy,dlfix,0.0172,0.6206,False
semantic_entropy,fitrepair,-0.0284,0.41263,False
semantic_entropy,gamma,-0.0656,0.05806,False
semantic_entropy,iter,-0.0109,0.75407,False
semantic_entropy,knod,-0.0016,0.96367,False
semantic_entropy,liana,-0.001,0.97689,False
semantic_entropy,mcrepair,0.0224,0.51828,False
semantic_entropy,mulpor,-0.0325,0.34821,False
semantic_entropy,rap-gen,-0.0266,0.44196,False
semantic_entropy,recoder,-0.027,0.4354,False
semantic_entropy,repilot,-0.0271,0.43413,False
semantic_entropy,rewardrepair,-0.029,0.40267,False
semantic_entropy,selfapr,-0.0139,0.68801,False
semantic_entropy,t5apr,-0.0353,0.30782,False
semantic_entropy,tare,-0.0437,0.20674,False
semantic_entropy,tenure,-0.0546,0.11504,False
semantic_entropy,thinkrepair,-0.0435,0.20888,False
semantic_entropy,transfer,0.0104,0.76387,False
semantic_entropy,num_tools_fixed,-0.0249,0.47243,False
semantic_entropy,any_tool_fixed,-0.0034,0.92085,False
semantic_coherence,alpharepair,0.0198,0.56756,False
semantic_coherence,arja-e,-0.0498,0.15082,False
semantic_coherence,chatrepair,0.0218,0.52859,False
semantic_coherence,circle,-0.0407,0.24017,False
semantic_coherence,coconut,-0.0237,0.49411,False
semantic_coherence,codex,-0.0117,0.7356,False
semantic_coherence,cure,0.0075,0.82921,False
semantic_coherence,dear,-0.036,0.29888,False
semantic_coherence,dlfix,-0.0078,0.82115,False
semantic_coherence,fitrepair,0.0252,0.46679,False
semantic_coherence,gamma,-0.0372,0.28256,False
semantic_coherence,iter,-0.044,0.2045,False
semantic_coherence,knod,0.044,0.20362,False
semantic_coherence,liana,0.0171,0.62188,False
semantic_coherence,mcrepair,-0.0141,0.68393,False
semantic_coherence,mulpor,0.0184,0.59537,False
semantic_coherence,rap-gen,0.0246,0.47759,False
semantic_coherence,recoder,0.0088,0.80001,False
semantic_coherence,repilot,-0.025,0.47109,False
semantic_coherence,rewardrepair,-0.0051,0.88329,False
semantic_coherence,selfapr,-0.0137,0.69277,False
semantic_coherence,t5apr,0.0498,0.15056,False
semantic_coherence,tare,0.0315,0.36343,False
semantic_coherence,tenure,-0.0033,0.92305,False
semantic_coherence,thinkrepair,0.0363,0.29445,False
semantic_coherence,transfer,-0.1138,0.00099,True
semantic_coherence,num_tools_fixed,-0.0207,0.55054,False
semantic_coherence,any_tool_fixed,-0.0452,0.19179,False
embedding_pos_neg_ratio,alpharepair,0.0038,0.91158,False
embedding_pos_neg_ratio,arja-e,0.0646,0.06188,False
embedding_pos_neg_ratio,chatrepair,0.022,0.52502,False
embedding_pos_neg_ratio,circle,-0.0155,0.65554,False
embedding_pos_neg_ratio,coconut,0.007,0.83918,False
embedding_pos_neg_ratio,codex,-0.0022,0.95023,False
embedding_pos_neg_ratio,cure,0.0198,0.56776,False
embedding_pos_neg_ratio,dear,0.0121,0.727,False
embedding_pos_neg_ratio,dlfix,-0.0151,0.66386,False
embedding_pos_neg_ratio,fitrepair,-0.0124,0.72094,False
embedding_pos_neg_ratio,gamma,0.0348,0.31473,False
embedding_pos_neg_ratio,iter,0.0237,0.49395,False
embedding_pos_neg_ratio,knod,-0.0227,0.51187,False
embedding_pos_neg_ratio,liana,-0.0466,0.17863,False
embedding_pos_neg_ratio,mcrepair,-0.0438,0.20625,False
embedding_pos_neg_ratio,mulpor,0.0434,0.21,False
embedding_pos_neg_ratio,rap-gen,-0.0397,0.25204,False
embedding_pos_neg_ratio,recoder,0.0074,0.83177,False
embedding_pos_neg_ratio,repilot,0.0053,0.87914,False
embedding_pos_neg_ratio,rewardrepair,0.0386,0.26577,False
embedding_pos_neg_ratio,selfapr,-0.0,0.99968,False
embedding_pos_neg_ratio,t5apr,-0.0016,0.9622,False
embedding_pos_neg_ratio,tare,0.0223,0.5191,False
embedding_pos_neg_ratio,tenure,0.0206,0.55305,False
embedding_pos_neg_ratio,thinkrepair,0.0192,0.57935,False
embedding_pos_neg_ratio,transfer,0.023,0.50679,False
embedding_pos_neg_ratio,num_tools_fixed,0.0238,0.49248,False
embedding_pos_neg_ratio,any_tool_fixed,0.0173,0.61853,False
embedding_cluster_distance,alpharepair,0.036,0.29887,False
embedding_cluster_distance,arja-e,0.0745,0.03135,True
embedding_cluster_distance,chatrepair,0.0132,0.70417,False
embedding_cluster_distance,circle,0.0092,0.79032,False
embedding_cluster_distance,coconut,0.0021,0.95054,False
embedding_cluster_distance,codex,0.0284,0.41277,False
embedding_cluster_distance,cure,0.0217,0.53133,False
embedding_cluster_distance,dear,-0.0109,0.75257,False
embedding_cluster_distance,dlfix,-0.0198,0.56851,False
embedding_cluster_distance,fitrepair,0.0166,0.63171,False
embedding_cluster_distance,gamma,0.0347,0.31659,False
embedding_cluster_distance,iter,0.0533,0.12353,False
embedding_cluster_distance,knod,0.0036,0.91734,False
embedding_cluster_distance,liana,-0.0508,0.14222,False
embedding_cluster_distance,mcrepair,-0.0282,0.41623,False
embedding_cluster_distance,mulpor,-0.0201,0.56129,False
embedding_cluster_distance,rap-gen,-0.0037,0.91493,False
embedding_cluster_distance,recoder,-0.0664,0.05526,False
embedding_cluster_distance,repilot,0.0506,0.14424,False
embedding_cluster_distance,rewardrepair,0.0394,0.25604,False
embedding_cluster_distance,selfapr,0.026,0.4523,False
embedding_cluster_distance,t5apr,0.0173,0.61711,False
embedding_cluster_distance,tare,0.0335,0.33337,False
embedding_cluster_distance,tenure,-0.0445,0.19844,False
embedding_cluster_distance,thinkrepair,0.0337,0.33088,False
embedding_cluster_distance,transfer,0.2009,0.0,True
embedding_cluster_distance,num_tools_fixed,0.0908,0.00867,True
embedding_cluster_distance,any_tool_fixed,0.1346,0.0001,True
embedding_cluster_size,alpharepair,0.0093,0.78884,False
embedding_cluster_size,arja-e,-0.06,0.08296,False
embedding_cluster_size,chatrepair,0.0179,0.60552,False
embedding_cluster_size,circle,0.0418,0.22731,False
embedding_cluster_size,coconut,-0.0211,0.54202,False
embedding_cluster_size,codex,-0.0397,0.25215,False
embedding_cluster_size,cure,-0.0209,0.54587,False
embedding_cluster_size,dear,-0.0351,0.31077,False
embedding_cluster_size,dlfix,0.0223,0.51902,False
embedding_cluster_size,fitrepair,-0.0053,0.87805,False
embedding_cluster_size,gamma,-0.083,0.0164,True
embedding_cluster_size,iter,0.0167,0.62945,False
embedding_cluster_size,knod,0.012,0.73006,False
embedding_cluster_size,liana,0.0535,0.12249,False
embedding_cluster_size,mcrepair,0.0545,0.11556,False
embedding_cluster_size,mulpor,-0.0543,0.11687,False
embedding_cluster_size,rap-gen,0.0069,0.84231,False
embedding_cluster_size,recoder,0.0006,0.9869,False
embedding_cluster_size,repilot,-0.014,0.6868,False
embedding_cluster_size,rewardrepair,-0.0424,0.22115,False
embedding_cluster_size,selfapr,-0.03,0.38704,False
embedding_cluster_size,t5apr,-0.0506,0.1437,False
embedding_cluster_size,tare,-0.019,0.58429,False
embedding_cluster_size,tenure,-0.0449,0.19504,False
embedding_cluster_size,thinkrepair,-0.0623,0.07214,False
embedding_cluster_size,transfer,-0.0694,0.0451,True
embedding_cluster_size,num_tools_fixed,-0.0726,0.03586,True
embedding_cluster_size,any_tool_fixed,-0.0974,0.00485,True
has_stacktrace,alpharepair,-0.013,0.707,False
has_stacktrace,arja-e,-0.047,0.1744,False
has_stacktrace,chatrepair,-0.0282,0.41556,False
has_stacktrace,circle,-0.056,0.10615,False
has_stacktrace,coconut,-0.0426,0.21929,False
has_stacktrace,codex,-0.0002,0.99491,False
has_stacktrace,cure,0.0098,0.77766,False
has_stacktrace,dear,-0.0521,0.13252,False
has_stacktrace,dlfix,-0.0338,0.32941,False
has_stacktrace,fitrepair,-0.0261,0.45055,False
has_stacktrace,gamma,0.0024,0.94445,False
has_stacktrace,iter,-0.0288,0.40589,False
has_stacktrace,knod,0.0234,0.50023,False
has_stacktrace,liana,-0.0174,0.61534,False
has_stacktrace,mcrepair,0.0047,0.89201,False
has_stacktrace,mulpor,0.0688,0.04695,True
has_stacktrace,rap-gen,0.0267,0.44091,False
has_stacktrace,recoder,0.0066,0.84998,False
has_stacktrace,repilot,-0.0224,0.51753,False
has_stacktrace,rewardrepair,-0.0238,0.49272,False
has_stacktrace,selfapr,0.0337,0.33033,False
has_stacktrace,t5apr,-0.0016,0.96259,False
has_stacktrace,tare,-0.0295,0.39524,False
has_stacktrace,tenure,-0.0341,0.32488,False
has_stacktrace,thinkrepair,0.0152,0.66189,False
has_stacktrace,transfer,0.0844,0.01467,True
has_stacktrace,num_tools_fixed,0.0268,0.43959,False
has_stacktrace,any_tool_fixed,0.0427,0.21799,False
stacktrace_depth,alpharepair,-0.0408,0.23894,False
stacktrace_depth,arja-e,-0.0017,0.96074,False
stacktrace_depth,chatrepair,-0.0588,0.08969,False
stacktrace_depth,circle,0.0253,0.46548,False
stacktrace_depth,coconut,0.0071,0.83803,False
stacktrace_depth,codex,-0.0127,0.71388,False
stacktrace_depth,cure,0.0454,0.19031,False
stacktrace_depth,dear,-0.0348,0.31463,False
stacktrace_depth,dlfix,-0.0073,0.83228,False
stacktrace_depth,fitrepair,-0.0145,0.67619,False
stacktrace_depth,gamma,0.039,0.26052,False
stacktrace_depth,iter,-0.0036,0.9176,False
stacktrace_depth,knod,0.0745,0.03143,True
stacktrace_depth,liana,-0.0075,0.82889,False
stacktrace_depth,mcrepair,0.005,0.88564,False
stacktrace_depth,mulpor,0.0659,0.05695,False
stacktrace_depth,rap-gen,0.0551,0.11171,False
stacktrace_depth,recoder,0.0109,0.75209,False
stacktrace_depth,repilot,0.0129,0.70991,False
stacktrace_depth,rewardrepair,0.0604,0.08108,False
stacktrace_depth,selfapr,0.063,0.06866,False
stacktrace_depth,t5apr,0.0214,0.5372,False
stacktrace_depth,tare,0.0001,0.99655,False
stacktrace_depth,tenure,0.0166,0.63256,False
stacktrace_depth,thinkrepair,0.0304,0.37964,False
stacktrace_depth,transfer,0.104,0.00261,True
stacktrace_depth,num_tools_fixed,0.0737,0.03327,True
stacktrace_depth,any_tool_fixed,0.0818,0.01804,True
exception_user_frames,alpharepair,-0.0526,0.12886,False
exception_user_frames,arja-e,-0.0418,0.22812,False
exception_user_frames,chatrepair,-0.0486,0.1605,False
exception_user_frames,circle,-0.0538,0.12058,False
exception_user_frames,coconut,-0.0309,0.3724,False
exception_user_frames,codex,-0.0393,0.25606,False
exception_user_frames,cure,-0.0154,0.65778,False
exception_user_frames,dear,-0.072,0.03745,True
exception_user_frames,dlfix,-0.0666,0.05454,False
exception_user_frames,fitrepair,-0.0374,0.28057,False
exception_user_frames,gamma,-0.0181,0.60146,False
exception_user_frames,iter,-0.0349,0.31422,False
exception_user_frames,knod,0.0011,0.97561,False
exception_user_frames,liana,-0.0595,0.08583,False
exception_user_frames,mcrepair,-0.055,0.11221,False
exception_user_frames,mulpor,0.0192,0.5794,False
exception_user_frames,rap-gen,-0.0122,0.72577,False
exception_user_frames,recoder,-0.0573,0.09823,False
exception_user_frames,repilot,-0.0476,0.16938,False
exception_user_frames,rewardrepair,0.0027,0.93802,False
exception_user_frames,selfapr,0.0014,0.96784,False
exception_user_frames,t5apr,-0.0147,0.67139,False
exception_user_frames,tare,-0.0717,0.0383,True
exception_user_frames,tenure,-0.0545,0.11568,False
exception_user_frames,thinkrepair,0.0169,0.62579,False
exception_user_frames,transfer,0.0899,0.00937,True
exception_user_frames,num_tools_fixed,0.0081,0.81524,False
exception_user_frames,any_tool_fixed,0.0341,0.3249,False
num_exception_types,alpharepair,-0.0157,0.64971,False
num_exception_types,arja-e,-0.0066,0.84876,False
num_exception_types,chatrepair,-0.018,0.60349,False
num_exception_types,circle,-0.037,0.28612,False
num_exception_types,coconut,-0.0187,0.58954,False
num_exception_types,codex,0.0308,0.37359,False
num_exception_types,cure,0.0203,0.55724,False
num_exception_types,dear,-0.0024,0.94525,False
num_exception_types,dlfix,-0.0104,0.76392,False
num_exception_types,fitrepair,0.0225,0.5162,False
num_exception_types,gamma,0.0409,0.23755,False
num_exception_types,iter,0.0065,0.85231,False
num_exception_types,knod,0.015,0.66521,False
num_exception_types,liana,-0.0336,0.33242,False
num_exception_types,mcrepair,-0.0088,0.8005,False
num_exception_types,mulpor,0.1032,0.00284,True
num_exception_types,rap-gen,0.0689,0.04666,True
num_exception_types,recoder,0.0298,0.39003,False
num_exception_types,repilot,0.0285,0.41099,False
num_exception_types,rewardrepair,0.0116,0.73867,False
num_exception_types,selfapr,0.0815,0.01848,True
num_exception_types,t5apr,0.027,0.43574,False
num_exception_types,tare,0.0015,0.96448,False
num_exception_types,tenure,-0.0158,0.64888,False
num_exception_types,thinkrepair,0.0756,0.02895,True
num_exception_types,transfer,0.1003,0.00371,True
num_exception_types,num_tools_fixed,0.0934,0.0069,True
num_exception_types,any_tool_fixed,0.1009,0.00351,True
num_temporal_markers,alpharepair,-0.0458,0.1865,False
num_temporal_markers,arja-e,-0.0558,0.10738,False
num_temporal_markers,chatrepair,-0.0843,0.01485,True
num_temporal_markers,circle,-0.0747,0.03095,True
num_temporal_markers,coconut,-0.0605,0.08072,False
num_temporal_markers,codex,-0.0822,0.01752,True
num_temporal_markers,cure,-0.0493,0.15468,False
num_temporal_markers,dear,-0.0648,0.06116,False
num_temporal_markers,dlfix,-0.0554,0.10984,False
num_temporal_markers,fitrepair,-0.046,0.18414,False
num_temporal_markers,gamma,0.0553,0.11033,False
num_temporal_markers,iter,0.0039,0.90986,False
num_temporal_markers,knod,-0.0298,0.3905,False
num_temporal_markers,liana,-0.0509,0.14154,False
num_temporal_markers,mcrepair,-0.0447,0.19718,False
num_temporal_markers,mulpor,-0.0882,0.01076,True
num_temporal_markers,rap-gen,-0.0301,0.38521,False
num_temporal_markers,recoder,-0.074,0.03242,True
num_temporal_markers,repilot,-0.0608,0.07921,False
num_temporal_markers,rewardrepair,-0.0436,0.2079,False
num_temporal_markers,selfapr,-0.0558,0.10718,False
num_temporal_markers,t5apr,-0.0176,0.61065,False
num_temporal_markers,tare,-0.0238,0.4925,False
num_temporal_markers,tenure,-0.035,0.31207,False
num_temporal_markers,thinkrepair,-0.0508,0.14241,False
num_temporal_markers,transfer,0.0568,0.10075,False
num_temporal_markers,num_tools_fixed,-0.0445,0.19853,False
num_temporal_markers,any_tool_fixed,-0.0118,0.73302,False
num_env_mentions,alpharepair,-0.0293,0.39699,False
num_env_mentions,arja-e,-0.0253,0.46525,False
num_env_mentions,chatrepair,-0.0066,0.84945,False
num_env_mentions,circle,0.052,0.13295,False
num_env_mentions,coconut,-0.0077,0.82444,False
num_env_mentions,codex,-0.0191,0.58137,False
num_env_mentions,cure,0.039,0.26087,False
num_env_mentions,dear,-0.0102,0.76933,False
num_env_mentions,dlfix,0.0227,0.51231,False
num_env_mentions,fitrepair,-0.0027,0.93843,False
num_env_mentions,gamma,0.0116,0.73843,False
num_env_mentions,iter,0.0572,0.09875,False
num_env_mentions,knod,0.0231,0.50483,False
num_env_mentions,liana,0.0489,0.15805,False
num_env_mentions,mcrepair,0.0292,0.39921,False
num_env_mentions,mulpor,-0.015,0.66418,False
num_env_mentions,rap-gen,0.0202,0.56075,False
num_env_mentions,recoder,0.0441,0.20273,False
