id,has_stacktrace,has_steps,has_code,redundancy,ambiguity,completeness_score,specificity_score,info_richness,clarity_score
JacksonCore-6,False,False,False,0.156321495771408,0.0,,,1.7123062789557109,0.9090964940711065
Time-23,False,False,False,0.2928004264831543,0.01,,,1.8203874171507621,0.7065035258737234
Chart-2,False,False,False,0.0,0.0,,,0.9885934393288539,1.0
Jsoup-70,False,False,True,0.4206154346466064,0.0,,,1.9902864072997521,0.7554052469335739
Collections-21,False,False,True,0.3577580451965332,0.0022075055187637,,,2.827013283339139,0.7647551451160453
JacksonDatabind-46,False,False,False,0.2521763741970062,0.0,,,1.7209141788357032,0.8533553148668291
Closure-176,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Math-23,False,False,False,0.2451565116643905,0.0097087378640776,,,1.8801260196838627,0.737798413394277
Gson-13,False,True,True,0.305762231349945,0.0216216216216216,0.0,0.0,2.560047115898847,0.5557548285183465
JacksonDatabind-102,False,False,False,0.2963521480560303,0.0046728971962616,,,2.162140339080268,0.7700830910833947
Lang-61,True,True,True,0.3504412174224853,0.0,,,2.9636816970831297,0.7962127017241589
Compress-3,False,False,False,0.3430491983890533,0.009009009009009,,,1.884630794415326,0.6894948507529013
Jsoup-27,True,False,False,0.4007470607757568,0.0,,,2.252313687558147,0.766959031223147
Cli-22,True,False,False,0.1992536336183548,0.0047846889952153,,,2.900505988739732,0.825169874320099
Closure-121,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-11,False,False,True,0.196976900100708,0.0327868852459016,,,1.7842715202308557,0.4814277008044635
Cli-4,True,False,False,0.1992536336183548,0.0047846889952153,,,2.900505988739732,0.825169874320099
Math-35,False,True,False,0.1783669292926788,0.0,,,1.825456632312137,0.8962767139959698
Codec-9,False,False,False,0.3010173738002777,0.0,,,1.8277038338308842,0.8249534749592741
JacksonCore-26,True,True,True,0.2706266045570373,0.0,,,2.762959020621973,0.842626204217996
Cli-34,False,False,False,0.218726247549057,0.0,,,1.858533969796336,0.8728071104823893
Jsoup-31,False,False,False,0.47132408618927,0.0,,,1.744143767228961,0.7259173368837915
Closure-49,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-137,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Mockito-5,True,False,True,0.356930673122406,0.0039682539682539,,,3.101773946350158,0.7435388825519873
Math-62,True,False,False,0.2473472654819488,0.0068846815834767,,,2.949791852556202,0.7713248022619326
Collections-2,False,False,False,0.3033391535282135,0.0229007633587786,,,1.945397771563289,0.5414012496112031
Lang-20,False,False,True,0.2336074858903885,0.0103092783505154,,,2.031018958904551,0.7371140061113214
Jsoup-66,False,True,False,0.3111083209514618,0.0,,,2.1280213877606298,0.8190854241857118
Closure-160,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JxPath-9,False,False,False,0.3469011783599853,0.0,,,1.6527491158251497,0.798271292325013
JacksonDatabind-50,False,True,False,0.2770395278930664,0.0,,,2.0674929010004126,0.8388969844352558
Jsoup-89,False,False,True,0.4165652394294739,0.0053763440860215,,,2.2823839810466975,0.6915087606521806
JxPath-13,True,False,False,0.1968204081058502,0.0,,,2.3949275733964006,0.8855457143185175
JacksonDatabind-27,False,False,False,0.2552521526813507,0.0103092783505154,,,1.7727721545722634,0.7245272784431165
Closure-69,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-117,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-86,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Cli-14,True,False,True,0.385939359664917,0.0,,,2.965033050719461,0.775569951551666
Jsoup-11,False,False,False,0.3141878843307495,0.0,,,1.4985264208460167,0.8172946077242519
Lang-57,True,False,False,0.2619938850402832,0.0,,,2.0727721545722635,0.8476462717774907
Gson-1,False,False,True,0.592791736125946,0.0,,,2.1201979378034315,0.6552819122309077
Math-15,False,False,False,0.2531027495861053,0.0,,,2.078605282504518,0.852816612430163
Closure-140,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-70,True,False,True,0.3440645635128021,0.0,,,2.3128315723596202,0.7999208302424085
Collections-17,False,False,False,0.2197363227605819,0.0,,,1.9227783663180258,0.8722197352303399
Jsoup-46,True,False,True,0.2442538440227508,0.0024449877750611,,,3.028586249537544,0.8278332420891891
Time-15,False,False,False,0.2026660591363906,0.0416666666666666,,,1.838476643700864,0.36869537968927535
Jsoup-9,False,False,False,0.1336323916912078,0.0112359550561797,,,1.7945994166802246,0.7838318843684717
Math-42,False,False,False,0.1900608837604522,0.0161290322580645,,,2.0083686175563287,0.6907212651713429
Closure-5,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-28,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-66,True,False,True,0.3631036579608917,0.0,,,2.982343510467075,0.7888492854973816
Closure-156,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Jsoup-50,False,False,False,0.5045244097709656,0.0,,,1.8655160500994938,0.7066108058359876
Codec-10,False,True,True,0.2246577441692352,0.0,,,2.3422576384876086,0.8693578482071099
Lang-16,True,False,False,0.2355856895446777,0.0,,,2.065542889098545,0.8630030692797139
Math-54,False,False,True,0.2768216431140899,0.0050761421319796,,,2.3841865818138017,0.7764712827623518
Lang-8,False,True,False,0.3149884641170501,0.0031545741324921,,,2.33045542155583,0.7779557961903308
Closure-101,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-31,True,False,False,0.1767210364341735,0.0,,,2.2209656719812365,0.8972338276065013
Math-102,True,False,True,0.3326685130596161,0.0,,,2.806292517193728,0.8065478199268729
Closure-90,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonCore-10,True,True,True,0.2248228341341018,0.0,,,2.919241726746608,0.8692618456930219
Lang-41,False,True,False,0.1731773018836975,0.0089285714285714,,,2.0424249004121005,0.7892693544151701
Time-6,True,False,False,0.2778522968292236,0.0,,,2.173308696020472,0.8384243460086455
Jsoup-93,False,False,True,0.242768332362175,0.008130081300813,,,2.0674832702633417,0.7586406854286758
Mockito-30,False,False,False,0.0,0.0,,,0.6214608098422191,1.0
Math-78,False,False,False,0.2397658377885818,0.0040485829959514,,,2.2758330949581405,0.8106822696976989
Math-97,True,False,True,0.2701026201248169,0.0,,,2.7738363450287604,0.8429309097334208
Cli-8,False,False,True,0.2647503018379211,0.0,,,2.6718808426357814,0.8460433703372884
Compress-20,True,False,False,0.244938850402832,0.0,,,2.1451000111259892,0.8575640532996823
Closure-53,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Cli-38,True,False,False,0.0951627790927887,0.0,,,1.9379388033473244,0.9446612878748212
Closure-45,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Compress-36,True,False,False,0.2397167980670929,0.0,,,2.30229076131967,0.8606007621228695
Math-39,False,True,False,0.1961368471384048,0.0,,,2.022879313236399,0.8859432161985391
Codec-5,True,True,False,0.3116223514080047,0.0153256704980842,1.0,0.0,2.628361251059891,0.629930969426483
JacksonXml-6,False,False,False,0.1467875391244888,0.0,,,1.9299215609261413,0.9146406457586413
Mockito-26,False,False,False,0.0,0.0,,,0.6214608098422191,1.0
Jsoup-85,True,False,False,0.2777856886386871,0.0163934426229508,,,2.0978818602352574,0.636449574330547
Closure-12,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JxPath-5,True,False,False,0.2449323832988739,0.0,,,2.3976673184653827,0.8575678140263828
Chart-17,True,True,False,0.2708921730518341,0.0,1.0,0.0,1.8400204856507458,0.8424717717957488
Mockito-9,False,False,False,0.3248215913772583,0.0,,,1.4529846169856153,0.8111109331964572
Math-81,True,False,True,0.2193727940320968,0.0,,,2.887292019277266,0.872431133130303
Chart-16,False,False,False,0.4606821537017822,0.0138888888888888,,,1.668478493406462,0.5609554636506615
Mockito-8,True,True,True,0.2368745356798172,0.0055865921787709,,,2.515126943881233,0.7934109929412347
Csv-1,False,False,False,0.1964920312166214,0.0,,,1.9915703367499562,0.8857366708491572
Math-80,True,False,True,0.2758591771125793,0.0,,,2.6191409677857433,0.8395833777149689
Mockito-27,False,False,False,0.0,0.0,,,0.6214608098422191,1.0
Jsoup-84,True,False,False,0.2663083076477051,0.0036496350364963,,,2.489132433432862,0.800163554879658
Closure-13,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JxPath-4,False,False,False,0.2979033887386322,0.0,,,1.7751437084243975,0.8267643081918816
Math-38,True,False,True,0.25835120677948,0.0042735042735042,,,2.812353329388984,0.7971029084460775
Codec-4,True,True,True,0.2421470433473587,0.0,,,2.92679542102405,0.8591875347535104
Cli-39,False,False,False,0.3398497104644775,0.0071942446043165,,,1.8896115846007806,0.7137184273526477
Closure-44,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Compress-37,True,False,False,0.1277188956737518,0.0,,,2.269539477530061,0.9257293737318871
Cli-9,True,False,True,0.302586168050766,0.0,,,2.52705768405431,0.8240411954500055
Compress-21,False,False,False,0.3404215276241302,0.0039370078740157,,,2.282959077567055,0.75352426072819
Closure-52,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Math-79,True,False,True,0.2680341899394989,0.0,,,2.7948932087913936,0.8441337357087397
Math-96,False,True,True,0.320208340883255,0.009009009009009,,,2.415314452582867,0.7027771828816545
Jsoup-92,False,False,False,0.2499267756938934,0.0,,,1.5453746400726014,0.8546634931813739
Mockito-31,False,False,False,0.0,0.0,,,0.6214608098422191,1.0
Lang-40,False,False,False,0.262172520160675,0.0,,,1.8447911089869478,0.8475423925339771
Time-7,False,False,True,0.4482963979244232,0.0267857142857142,,,2.0126570159490047,0.4092326758173368
Closure-100,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-30,True,True,True,0.2047206312417984,0.0074906367041198,,,2.860125727395362,0.7886458088934549
Math-103,True,False,False,0.1427674442529678,0.0,,,2.0956840482076355,0.9169783966622178
Closure-91,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonCore-11,True,False,True,0.239117830991745,0.0,,,3.268323854317376,0.8609490712713741
Codec-11,True,False,False,0.2228773832321167,0.0059523809523809,,,2.348613621492505,0.7970430153515696
Lang-17,False,True,False,0.1752344965934753,0.0,,,2.19716758811986,0.8980982748314693
Math-55,False,False,False,0.3324983417987823,0.0,,,1.8797746377538833,0.8066467772976541
Lang-9,False,False,False,0.3922768533229828,0.0,,,1.7597515990067694,0.7718845953600725
Closure-4,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-67,True,False,True,0.4114747047424316,0.0036630036630036,,,2.7898866027469804,0.7155821820078812
Closure-29,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-157,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-88,False,False,False,0.3387157320976257,0.0198675496688741,,,1.900850960796409,0.5582069486455351
Jsoup-51,False,False,True,0.3317950963973999,0.0,,,2.181662339031424,0.8070557259978861
Jsoup-8,True,False,False,0.0867990031838417,0.0136986301369863,,,1.9650886268302823,0.7807191544213541
Math-43,False,False,False,0.2263257950544357,0.0,,,1.9786772397754735,0.8683878493417315
Closure-141,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-71,False,False,False,0.1470395773649215,0.0161290322580645,,,1.5804004987800833,0.7157388583161378
Collections-16,False,False,False,0.219423308968544,0.0,,,1.9710818973801867,0.8724017578687489
Jsoup-47,False,False,False,0.1109234765172004,0.0,,,1.668478493406462,0.9354961846067551
Time-14,True,False,False,0.3884707391262054,0.0,,,2.4364836870488187,0.7740979130023163
Lang-56,False,False,False,0.1984314024448394,0.0,,,1.7895572811853104,0.8846088947677382
Math-14,False,False,False,0.1838947385549545,0.0,,,2.0182519721387093,0.8930622025203254
Closure-68,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-26,False,False,False,0.1564029157161712,0.0294117647058823,,,1.552517834680717,0.5466131520055816
Closure-116,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-87,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Cli-15,True,True,True,0.295737624168396,0.0,,,2.8430855570983264,0.8280237357036229
Jsoup-10,False,False,False,0.4435166120529175,0.008695652173913,,,1.7000646376728294,0.6349328479595199
Jsoup-67,True,False,False,0.2173045873641967,0.0,,,1.9012735135300496,0.8736338291265885
JxPath-8,False,False,False,0.3469011783599853,0.0,,,1.6527491158251497,0.798271292325013
Closure-161,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-51,False,False,False,0.2448544204235077,0.0330578512396694,,,1.825456632312137,0.45024707364766736
Jsoup-88,False,False,True,0.518302321434021,0.0,,,2.188468494911883,0.6985987249102662
JxPath-12,True,False,False,0.1968204081058502,0.0,,,2.3949275733964006,0.8855457143185175
Mockito-4,True,False,False,0.3876118957996368,0.0,,,2.0151083104218666,0.7745973444403502
Math-63,False,False,False,0.1735628843307495,0.0,,,1.7844467794471655,0.8990703446961136
Collections-3,False,True,False,0.3633669316768646,0.0,,,1.9648640582250516,0.7886961875265442
Lang-21,False,False,False,0.3213341534137726,0.0172413793103448,,,2.039128163939422,0.6006764555492566
Cli-35,True,False,False,0.232317715883255,0.0,,,2.2209656719812365,0.8649034494010827
Jsoup-30,True,True,True,0.2637607455253601,0.0061538461538461,,,2.9140664912803853,0.7707860514757092
Closure-48,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-136,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Math-34,False,True,False,0.1762919723987579,0.0,,,1.9026364256163455,0.8974833353590647
Codec-8,True,False,True,0.3300063610076904,0.0,,,2.6966545851453882,0.8080959048760453
Jsoup-26,True,False,False,0.255824476480484,0.0088495575221238,,,2.1756924383018577,0.7421823454064482
Cli-23,True,False,False,0.2305034399032592,0.0,,,2.2723210999077486,0.8659584805501279
Closure-120,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-10,False,False,True,0.1492606848478317,0.0,,,2.239128163939422,0.9132024710801335
Cli-5,True,False,False,0.1642389595508575,0.0074074074074074,,,2.1937500375706374,0.8132121828909167
Gson-12,True,False,True,0.288742184638977,0.0,,,2.550511643408659,0.8320916981780074
Math-22,False,False,False,0.2805281579494476,0.0,,,1.9260758959595714,0.8368682890120897
JacksonDatabind-103,True,False,False,0.2181274890899658,0.0125,,,1.955794827264355,0.7191200004267091
Lang-60,False,False,False,0.2316218912601471,0.0,,,1.8116080197831883,0.8653080827974049
Compress-2,False,False,False,0.2738591730594635,0.0,,,2.068248604153576,0.8407464127755219
Time-22,False,False,True,0.2788208723068237,0.0034482758620689,,,2.549682905995604,0.7953686075606983
Jsoup-71,False,False,False,0.3347223699092865,0.0,,,1.630516724179033,0.8053534685845333
Collections-20,False,False,False,0.2884967923164367,0.0051282051282051,,,2.1686275396109296,0.7690404294608705
JacksonDatabind-47,True,False,True,0.4751265048980713,0.0033898305084745,,,2.7296738123589415,0.6819338840545615
Math-75,False,False,True,0.2116314172744751,0.0,,,2.0713233746638746,0.8769328703003038
Lang-37,True,False,False,0.2181903570890426,0.0,,,2.318404073865872,0.8731187395476613
JacksonCore-7,True,False,False,0.2056153416633606,0.0108695652173913,,,2.0479646398187294,0.7464875793458139
Closure-72,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-25,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-8,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Mockito-11,True,False,False,0.1997729390859604,0.0107913669064748,,,3.363588321638785,0.750848655987694
JacksonDatabind-84,False,False,True,0.4821029007434845,0.0,,,2.032973363210909,0.719649279967497
Math-3,True,False,False,0.3033128082752228,0.0,,,2.0889923209533463,0.8236186422776083
Lang-5,False,False,False,0.2042298913002014,0.0,,,2.064540173181071,0.8812369786826156
Math-59,False,False,False,0.2643673419952392,0.0,,,1.9109702948484681,0.8462660677478906
Compress-40,True,False,True,0.5896456241607666,0.005181347150259,,,2.5025622702716324,0.5932625996421468
Closure-33,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Time-18,True,False,False,0.3734493553638458,0.0,,,2.107398375424765,0.78283309328679
JacksonDatabind-92,False,True,False,0.2551168501377105,0.00625,,,1.9371589505170765,0.7746277310800253
Jsoup-4,False,False,False,0.3095115721225738,0.0,,,1.7233433419054893,0.8200139597394276
Closure-64,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Compress-17,True,False,False,0.2818292379379272,0.0,,,2.284938328094148,0.8361116897237891
Cli-19,False,False,False,0.2812584042549133,0.0,,,1.8086356997671984,0.8364436388446199
Csv-12,True,False,True,0.2486406415700912,0.0043859649122807,,,2.719606371278238,0.8013639282609656
Math-18,False,True,False,0.1724820435047149,0.0,,,2.0808404784700696,0.8996988713101456
JacksonDatabind-21,True,False,True,0.3280471265316009,0.0066666666666666,,,2.5017655521163125,0.7270830728860115
Closure-111,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Jsoup-17,False,False,False,0.3125999867916107,0.0142857142857142,,,1.836807981603726,0.6421776556620503
Cli-12,True,False,False,0.1992536336183548,0.0047846889952153,,,2.900505988739732,0.825169874320099
Closure-80,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Gson-7,False,False,True,0.189906507730484,0.0,,,2.10606848360997,0.8895662604415084
Lang-51,True,False,False,0.2785384953022003,0.0,,,2.18277320334095,0.8380253103760293
Math-13,False,False,False,0.1838947385549545,0.0,,,2.0182519721387093,0.8930622025203254
Closure-146,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-76,False,False,True,0.4747294485569,0.0,,,2.473403884310813,0.7239370629832107
Closure-38,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-99,False,False,False,0.2666225731372833,0.0,,,1.6135630611000302,0.8449546139617036
Time-13,False,False,True,0.5808068513870239,0.0,,,2.1567147444824855,0.662251318681028
Collections-11,False,False,False,0.2710221409797668,0.0,,,2.0550699052875476,0.8423961933204464
Jsoup-40,True,False,False,0.4450190961360931,0.0196078431372549,,,2.074388648257599,0.4995901220427923
Math-44,False,False,False,0.2359623461961746,0.0,,,1.9228326211283067,0.8627840372778542
JacksonDatabind-60,False,True,True,0.2483740895986557,0.0,,,2.3753258086402695,0.8555664055349669
Closure-150,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-3,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Jsoup-56,False,False,False,0.2930973768234253,0.0163934426229508,,,1.8595357856292487,0.6275455772774604
Lang-10,False,False,False,0.2891838848590851,0.0,,,1.825456632312137,0.831834842277421
Codec-16,True,False,False,0.3028128445148468,0.0,,,2.11283157235962,0.8239093793795743
Math-8,True,False,False,0.2473863810300827,0.0,,,2.3563063506765065,0.856140774218405
Math-52,False,False,False,0.1713914424180984,0.0,,,2.314155991624269,0.9003330736753039
Math-104,False,False,False,0.1898479014635086,0.0082644628099173,,,1.9675699757092726,0.7877588216776796
Closure-107,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-79,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-37,True,False,False,0.302933931350708,0.0,,,2.9006022196472356,0.8238389654045333
Closure-96,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonCore-16,False,False,False,0.2349099665880203,0.0,,,1.852135831170581,0.8633960132282967
Lang-47,True,False,False,0.2219514846801757,0.0,,,2.1607644633425913,0.8709315823522117
Mockito-36,False,False,False,0.0,0.0,,,0.6214608098422191,1.0
Math-91,False,False,False,0.3136738538742065,0.0,,,1.8781033242390466,0.8175935248400549
Cli-28,False,False,False,0.4242900907993316,0.0075757575757575,,,2.1910879776915824,0.6599136482993289
Closure-55,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Compress-26,False,True,True,0.3294980823993683,0.0048543689320388,,,2.345548347898781,0.7485719440367269
Math-29,False,False,True,0.1716496795415878,0.0,,,2.3407793346652355,0.900182904565353
JacksonDatabind-108,True,False,False,0.1849088370800018,0.048689138576779,,,2.570369817837345,0.2924848104695056
Compress-9,True,True,True,0.2737631499767303,0.0072639225181598,,,3.1214763729578365,0.7512902142532674
Compress-30,True,True,True,0.283314973115921,0.0079365079365079,,,2.763205237141647,0.737447521286567
Closure-43,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Codec-3,False,True,True,0.2444395571947097,0.0,,,2.5329653582131186,0.8578544004645481
Closure-14,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JxPath-3,True,False,True,0.285499632358551,0.0023364485981308,,,3.0293842569632847,0.8051856508851426
Mockito-20,False,False,True,0.2787098288536072,0.0,,,2.7481711025662747,0.8379256771142743
Jsoup-83,False,False,False,0.1888625025749206,0.0100502512562814,,,2.107198336445815,0.7663258908200419
JxPath-19,False,False,False,0.2312318384647369,0.0,,,2.198978310109048,0.8655349048760012
Collections-8,False,True,True,0.233192503452301,0.0,1.0,0.0,2.5479035303359714,0.8643947461253311
Chart-11,False,False,False,0.627058744430542,0.0,,,1.419257619155074,0.635355086574522
Math-68,False,False,False,0.3713403940200805,0.0,,,1.7751437084243975,0.7840594887935034
Math-87,False,False,False,0.1960366517305374,0.0,,,1.9888807076442983,0.8860014814665893
Csv-6,True,False,True,0.3681972920894623,0.0,,,2.3572857262118467,0.7858872539615318
Csv-15,False,False,False,0.4161436259746551,0.0,,,1.92744502252964,0.7580056767984342
Compress-10,False,False,False,0.2809156775474548,0.003875968992248,,,2.287813441414753,0.7888800569624093
Jsoup-3,False,False,False,0.2789499461650848,0.0,,,1.562923502077084,0.8377860449712999
Math-48,False,False,True,0.2474206686019897,0.0,,,2.149343366263334,0.8561208354346775
Closure-34,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Compress-47,True,False,True,0.2411510646343231,0.0066225165562913,,,2.572170228623782,0.7781586078185796
JacksonDatabind-95,True,True,False,0.2637515366077423,0.0,,,2.6441987025008373,0.8466241686502465
Math-4,True,False,False,0.2170508205890655,0.0,,,2.200267810535151,0.8737813986558709
Mockito-16,False,False,False,0.0,0.0,,,0.6214608098422191,1.0
Closure-22,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-83,True,False,True,0.337947279214859,0.0053763440860215,,,2.9677176323922656,0.7372263900621335
JacksonDatabind-7,False,False,False,0.3203796446323395,0.0073529411764705,,,1.9145676355978374,0.7230849991033821
Closure-75,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Math-72,False,False,False,0.1772757917642593,0.0,,,1.748841305755507,0.8969112283108083
Lang-30,False,True,False,0.1979395598173141,0.0,,,2.4007473227609126,0.8848949092981564
Jsoup-76,True,False,False,0.3519079685211181,0.0,,,2.1401047180764046,0.7953597619762834
Collections-27,False,True,False,0.2055342346429824,0.0042735042735042,1.0,0.0,2.189553451239034,0.8278168413960109
Time-25,True,False,True,0.3174972832202911,0.0126582278481012,,,2.623383347383665,0.6593850263675884
JacksonDatabind-40,True,False,False,0.2096626013517379,0.025,,,1.946563329664329,0.5700071731722188
Closure-170,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Math-25,False,False,False,0.1721464842557907,0.0114942528735632,,,1.8540226065869738,0.7582523512678225
Gson-15,True,False,True,0.2271301746368408,0.0065359477124183,,,2.5408744663178076,0.7873787572312239
Compress-5,True,False,True,0.3182932138442993,0.0,,,2.7497493395768218,0.8149072914825959
JacksonDatabind-104,True,True,True,0.2480460554361343,0.0024691358024691,,,3.0230065570163926,0.8253304372552037
Cli-24,True,False,False,0.2305034399032592,0.0,,,2.2723210999077486,0.8659584805501279
Jsoup-21,True,False,False,0.2236498445272445,0.0125,,,2.35001222856322,0.7159086604394804
Cli-2,True,True,False,0.1504678130149841,0.0109890109890109,,,2.4400436062983215,0.7770848598151444
Closure-127,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
Closure-59,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
JacksonDatabind-17,True,True,True,0.4050543308258056,0.0,,,3.0005455559847105,0.7644542832574256
Math-33,False,False,False,0.3308670222759247,0.0,,,1.89436598085554,0.8075954162752063
JacksonDatabind-112,False,False,False,0.2639937400817871,0.0057471264367816,,,2.03340670917978,0.7756624967533416
Jsoup-37,False,False,False,0.2009923607110977,0.0114942528735632,,,1.718075687534077,0.7414780024270617
Cli-32,True,False,False,0.3349946737289428,0.0,,,2.1814366918665677,0.8051951194607456
JacksonCore-20,True,False,False,0.2292819023132324,0.0136986301369863,,,2.2648640582250517,0.6978630187257568
Closure-131,False,False,False,0.3004347085952759,0.0,,,0.7572502985020384,0.8252923043036076
