bug_id,project,percent_agreement,cohens_kappa,aggregated_raw,aggregated_derived,aggregated_zscore
Cli-11,Cli,0.9375,0.7857142857142857,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 5, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 4}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 4}","{""Actionability"": 0.9370425713316364, ""Clarity"": 0.9370425713316364, ""Specificity"": 0.07808688094430297, ""Reproducibility"": 0.07808688094430297, ""ReasoningQuality"": 0.9370425713316364, ""TechnicalContext"": -0.7808688094430304, ""Ambiguity"": 0.07808688094430297, ""RepairReadiness"": 0.9370425713316364, ""RootCauseEvidence"": -0.7808688094430304, ""HiddenReproducibility"": -2.498780190217697, ""ImpactScope"": 0.07808688094430297}"
Cli-12,Cli,0.9583333333333334,0.8500000000000001,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 5, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 4}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 4}","{""Actionability"": 0.9370425713316364, ""Clarity"": 0.9370425713316364, ""Specificity"": 0.07808688094430297, ""Reproducibility"": 0.07808688094430297, ""ReasoningQuality"": 0.9370425713316364, ""TechnicalContext"": -0.7808688094430304, ""Ambiguity"": 0.07808688094430297, ""RepairReadiness"": 0.9370425713316364, ""RootCauseEvidence"": -0.7808688094430304, ""HiddenReproducibility"": -2.498780190217697, ""ImpactScope"": 0.07808688094430297}"
Cli-13,Cli,0.7291666666666666,0.4782608695652173,"{""Actionability"": 4, ""Clarity"": 4, ""Specificity"": 1, ""Reproducibility"": 1, ""ReasoningQuality"": 3, ""TechnicalContext"": 2, ""Ambiguity"": 3, ""RepairReadiness"": 4, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 0, ""ImpactScope"": 3}","{""repair_difficulty"": 1, ""ambiguity_count"": 3, ""hidden_s2r_present"": false, ""root_cause_evidence"": 3, ""impact_scope"": 3}","{""Actionability"": 1.1844461242957498, ""Clarity"": 1.1844461242957498, ""Specificity"": -1.1147728228665883, ""Reproducibility"": -1.1147728228665883, ""ReasoningQuality"": 0.41803980857497053, ""TechnicalContext"": -0.34836650714580886, ""Ambiguity"": -0.34836650714580886, ""RepairReadiness"": 1.1844461242957498, ""RootCauseEvidence"": 0.41803980857497053, ""HiddenReproducibility"": -1.8811791385873675, ""ImpactScope"": 0.41803980857497053}"
Cli-14,Cli,0.7708333333333334,0.3160621761658032,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 5, ""Reproducibility"": 5, ""ReasoningQuality"": 3, ""TechnicalContext"": 4, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 4}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 4}","{""Actionability"": 0.7683498199278325, ""Clarity"": 0.7683498199278325, ""Specificity"": 0.7683498199278325, ""Reproducibility"": 0.7683498199278325, ""ReasoningQuality"": -0.4390570399587612, ""TechnicalContext"": 0.16464638998453562, ""Ambiguity"": 0.16464638998453562, ""RepairReadiness"": 0.7683498199278325, ""RootCauseEvidence"": -2.2501673297886517, ""HiddenReproducibility"": -1.646463899845355, ""ImpactScope"": 0.16464638998453562}"
Cli-15,Cli,0.9583333333333334,0.903225806451613,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 1, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 3}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 3}","{""Actionability"": 1.072112534837795, ""Clarity"": 1.072112534837795, ""Specificity"": 0.48245064067700777, ""Reproducibility"": 0.48245064067700777, ""ReasoningQuality"": -1.2865350418053536, ""TechnicalContext"": -0.10721125348377938, ""Ambiguity"": 0.48245064067700777, ""RepairReadiness"": 1.072112534837795, ""RootCauseEvidence"": -1.8761969359661408, ""HiddenReproducibility"": -1.2865350418053536, ""ImpactScope"": -0.10721125348377938}"
Cli-16,Cli,0.9375,0.8524590163934427,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 2, ""Reproducibility"": 3, ""ReasoningQuality"": 5, ""TechnicalContext"": 2, ""Ambiguity"": 2, ""RepairReadiness"": 4, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 3}","{""repair_difficulty"": 1, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 3}","{""Actionability"": 0.6862435664967211, ""Clarity"": 1.5249857033260468, ""Specificity"": -0.9912407071619301, ""Reproducibility"": -0.15249857033260453, ""ReasoningQuality"": 1.5249857033260468, ""TechnicalContext"": -0.9912407071619301, ""Ambiguity"": -0.15249857033260453, ""RepairReadiness"": 0.6862435664967211, ""RootCauseEvidence"": -0.15249857033260453, ""HiddenReproducibility"": -1.8299828439912558, ""ImpactScope"": -0.15249857033260453}"
Cli-17,Cli,0.8333333333333334,0.6546762589928059,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 1, ""TechnicalContext"": 2, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 2}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 2}","{""Actionability"": 0.6507913734559684, ""Clarity"": 1.2473501324572729, ""Specificity"": 0.6507913734559684, ""Reproducibility"": 0.6507913734559684, ""ReasoningQuality"": -1.138884903547945, ""TechnicalContext"": -0.5423261445466404, ""Ambiguity"": 0.6507913734559684, ""RepairReadiness"": 1.2473501324572729, ""RootCauseEvidence"": -1.7354436625492493, ""HiddenReproducibility"": -1.138884903547945, ""ImpactScope"": -0.5423261445466404}"
Cli-18,Cli,0.8333333333333334,0.6751269035532996,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 3, ""Reproducibility"": 3, ""ReasoningQuality"": 1, ""TechnicalContext"": 2, ""Ambiguity"": 3, ""RepairReadiness"": 4, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 1, ""ambiguity_count"": 3, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 1}","{""Actionability"": 1.0954451150103321, ""Clarity"": 1.7648837964055353, ""Specificity"": 0.42600643361512913, ""Reproducibility"": 0.42600643361512913, ""ReasoningQuality"": -0.912870929175277, ""TechnicalContext"": -0.2434322477800739, ""Ambiguity"": -0.2434322477800739, ""RepairReadiness"": 1.0954451150103321, ""RootCauseEvidence"": -1.5823096105704801, ""HiddenReproducibility"": -0.912870929175277, ""ImpactScope"": -0.912870929175277}"
Cli-19,Cli,0.8333333333333334,0.6689655172413794,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 2, ""Reproducibility"": 3, ""ReasoningQuality"": 1, ""TechnicalContext"": 2, ""Ambiguity"": 3, ""RepairReadiness"": 1, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 2}","{""repair_difficulty"": 4, ""ambiguity_count"": 3, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 2}","{""Actionability"": 1.3846989941311527, ""Clarity"": 2.1100175148665183, ""Specificity"": -0.06593804733957864, ""Reproducibility"": 0.6593804733957871, ""ReasoningQuality"": -0.7912565680749444, ""TechnicalContext"": -0.06593804733957864, ""Ambiguity"": -0.06593804733957864, ""RepairReadiness"": -0.7912565680749444, ""RootCauseEvidence"": -1.51657508881031, ""HiddenReproducibility"": -0.7912565680749444, ""ImpactScope"": -0.06593804733957864}"
Cli-2,Cli,0.7916666666666666,0.5555555555555555,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 5, ""Reproducibility"": 4, ""ReasoningQuality"": 1, ""TechnicalContext"": 4, ""Ambiguity"": 1, ""RepairReadiness"": 4, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 3}","{""repair_difficulty"": 1, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 3}","{""Actionability"": 0.4984638980595403, ""Clarity"": 1.1076975512434226, ""Specificity"": 1.1076975512434226, ""Reproducibility"": 0.4984638980595403, ""ReasoningQuality"": -1.329237061492107, ""TechnicalContext"": 0.4984638980595403, ""Ambiguity"": 0.4984638980595403, ""RepairReadiness"": 0.4984638980595403, ""RootCauseEvidence"": -1.9384707146759894, ""HiddenReproducibility"": -1.329237061492107, ""ImpactScope"": -0.11076975512434216}"
Cli-20,Cli,0.8958333333333334,0.7841726618705036,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 1, ""TechnicalContext"": 2, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 3}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 3}","{""Actionability"": 0.6055300708194983, ""Clarity"": 1.2110601416389966, ""Specificity"": 0.6055300708194983, ""Reproducibility"": 0.6055300708194983, ""ReasoningQuality"": -1.2110601416389966, ""TechnicalContext"": -0.6055300708194983, ""Ambiguity"": 0.6055300708194983, ""RepairReadiness"": 1.2110601416389966, ""RootCauseEvidence"": -1.816590212458495, ""HiddenReproducibility"": -1.2110601416389966, ""ImpactScope"": 0.0}"
Cli-21,Cli,0.7708333333333334,0.49425287356321845,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 1, ""TechnicalContext"": 3, ""Ambiguity"": 2, ""RepairReadiness"": 4, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 3}","{""repair_difficulty"": 1, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 3}","{""Actionability"": 1.2535663410560176, ""Clarity"": 1.2535663410560176, ""Specificity"": 0.6267831705280088, ""Reproducibility"": 0.6267831705280088, ""ReasoningQuality"": -1.2535663410560176, ""TechnicalContext"": 0.0, ""Ambiguity"": 0.0, ""RepairReadiness"": 0.6267831705280088, ""RootCauseEvidence"": -1.8803495115840263, ""HiddenReproducibility"": -1.2535663410560176, ""ImpactScope"": 0.0}"
Cli-22,Cli,0.9583333333333334,0.8500000000000001,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 5, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 4}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 4}","{""Actionability"": 0.9370425713316364, ""Clarity"": 0.9370425713316364, ""Specificity"": 0.07808688094430297, ""Reproducibility"": 0.07808688094430297, ""ReasoningQuality"": 0.9370425713316364, ""TechnicalContext"": -0.7808688094430304, ""Ambiguity"": 0.07808688094430297, ""RepairReadiness"": 0.9370425713316364, ""RootCauseEvidence"": -0.7808688094430304, ""HiddenReproducibility"": -2.498780190217697, ""ImpactScope"": 0.07808688094430297}"
Cli-23,Cli,0.9166666666666666,0.826086956521739,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 1, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 4, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 3}","{""repair_difficulty"": 1, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 3}","{""Actionability"": 0.6504436355879909, ""Clarity"": 1.3008872711759818, ""Specificity"": 0.6504436355879909, ""Reproducibility"": 0.6504436355879909, ""ReasoningQuality"": -1.3008872711759818, ""TechnicalContext"": 0.0, ""Ambiguity"": 0.6504436355879909, ""RepairReadiness"": 0.6504436355879909, ""RootCauseEvidence"": -1.9513309067639726, ""HiddenReproducibility"": -1.3008872711759818, ""ImpactScope"": 0.0}"
Cli-24,Cli,0.8958333333333334,0.7752808988764046,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 1, ""TechnicalContext"": 2, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 3}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 3}","{""Actionability"": 0.6055300708194983, ""Clarity"": 1.2110601416389966, ""Specificity"": 0.6055300708194983, ""Reproducibility"": 0.6055300708194983, ""ReasoningQuality"": -1.2110601416389966, ""TechnicalContext"": -0.6055300708194983, ""Ambiguity"": 0.6055300708194983, ""RepairReadiness"": 1.2110601416389966, ""RootCauseEvidence"": -1.816590212458495, ""HiddenReproducibility"": -1.2110601416389966, ""ImpactScope"": 0.0}"
Cli-25,Cli,0.9583333333333334,0.9112754158964881,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 1, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 3}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 3}","{""Actionability"": 0.5607721540920443, ""Clarity"": 1.177621523593293, ""Specificity"": 0.5607721540920443, ""Reproducibility"": 0.5607721540920443, ""ReasoningQuality"": -1.2897759544117016, ""TechnicalContext"": -0.05607721540920437, ""Ambiguity"": 0.5607721540920443, ""RepairReadiness"": 1.177621523593293, ""RootCauseEvidence"": -1.9066253239129503, ""HiddenReproducibility"": -1.2897759544117016, ""ImpactScope"": -0.05607721540920437}"
Cli-26,Cli,0.8541666666666666,0.713310580204778,"{""Actionability"": 3, ""Clarity"": 3, ""Specificity"": 2, ""Reproducibility"": 3, ""ReasoningQuality"": 3, ""TechnicalContext"": 3, ""Ambiguity"": 3, ""RepairReadiness"": 2, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 0, ""ImpactScope"": 2}","{""repair_difficulty"": 3, ""ambiguity_count"": 3, ""hidden_s2r_present"": false, ""root_cause_evidence"": 3, ""impact_scope"": 2}","{""Actionability"": 0.7219948723811552, ""Clarity"": 0.7219948723811552, ""Specificity"": -0.4125684985035175, ""Reproducibility"": 0.7219948723811552, ""ReasoningQuality"": 0.7219948723811552, ""TechnicalContext"": 0.7219948723811552, ""Ambiguity"": -0.4125684985035175, ""RepairReadiness"": -0.4125684985035175, ""RootCauseEvidence"": 0.7219948723811552, ""HiddenReproducibility"": -2.681695240272863, ""ImpactScope"": -0.4125684985035175}"
Cli-27,Cli,0.9166666666666666,0.8128654970760233,"{""Actionability"": 3, ""Clarity"": 2, ""Specificity"": 1, ""Reproducibility"": 2, ""ReasoningQuality"": 1, ""TechnicalContext"": 1, ""Ambiguity"": 4, ""RepairReadiness"": 1, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 0, ""ImpactScope"": 1}","{""repair_difficulty"": 4, ""ambiguity_count"": 4, ""hidden_s2r_present"": false, ""root_cause_evidence"": 0, ""impact_scope"": 1}","{""Actionability"": 2.1821789023599236, ""Clarity"": 0.9819805060619656, ""Specificity"": -0.21821789023599245, ""Reproducibility"": 0.9819805060619656, ""ReasoningQuality"": -0.21821789023599245, ""TechnicalContext"": -0.21821789023599245, ""Ambiguity"": -0.21821789023599245, ""RepairReadiness"": -0.21821789023599245, ""RootCauseEvidence"": -1.4184162865339505, ""HiddenReproducibility"": -1.4184162865339505, ""ImpactScope"": -0.21821789023599245}"
Cli-28,Cli,0.9791666666666666,0.9285714285714284,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 5, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 4}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 4}","{""Actionability"": 0.9370425713316364, ""Clarity"": 0.9370425713316364, ""Specificity"": 0.07808688094430297, ""Reproducibility"": 0.07808688094430297, ""ReasoningQuality"": 0.9370425713316364, ""TechnicalContext"": -0.7808688094430304, ""Ambiguity"": 0.07808688094430297, ""RepairReadiness"": 0.9370425713316364, ""RootCauseEvidence"": -0.7808688094430304, ""HiddenReproducibility"": -2.498780190217697, ""ImpactScope"": 0.07808688094430297}"
