feature,min,max,mean,median,std,scale,n_valid,n_missing,missing_pct
txt_fine_grained_reasoning_question_density,0.0,0.0,0.0,0.0,0.0,constant (0),812,0,0.0
txt_fine_grained_reasoning_uniq_word_ratio,0.6410256410256411,1.0,0.850133607076813,0.8518518518518519,0.05847633241054026,0.6-1.0,812,0,0.0
txt_fine_grained_reasoning_word_count,0.0,63.0,33.535329341317365,34.0,8.572704143748831,0.0-63.0,835,0,0.0
txt_likely_impacted_code_concepts_avg_sentence_len,0.0,13.0,4.722554890219561,6.0,3.0003669494495653,0.0-13.0,835,0,0.0
txt_likely_impacted_code_concepts_avg_word_len,7.0,15.666666666666666,10.2087758766834,10.0,1.428754420111968,7.0-15.7,638,0,0.0
txt_likely_impacted_code_concepts_avg_words_per_line,0.0,13.0,4.72814371257485,6.0,3.000257507484385,0.0-13.0,835,0,0.0
txt_likely_impacted_code_concepts_char_len,2.0,120.0,48.203592814371255,55.0,29.332857580515356,2.0-120.0,835,0,0.0
txt_likely_impacted_code_concepts_digit_density,0.0,0.07407407407407407,0.0009782207891853084,0.0,0.0065826932925216524,0.000-0.074,835,0,0.0
txt_likely_impacted_code_concepts_exclaim_density,0.0,0.0,0.0,0.0,0.0,constant (0),638,0,0.0
txt_likely_impacted_code_concepts_has_code_like,0.0,1.0,0.022754491017964073,0.0,0.14920920512915484,0-1 (binary),835,0,0.0
txt_likely_impacted_code_concepts_hedge_count,0.0,0.0,0.0,0.0,0.0,constant (0),835,0,0.0
txt_likely_impacted_code_concepts_hedge_density,0.0,0.0,0.0,0.0,0.0,constant (0),638,0,0.0
txt_likely_impacted_code_concepts_is_missing,0.0,0.0,0.0,0.0,0.0,constant (0),835,0,0.0
txt_likely_impacted_code_concepts_line_count,1.0,1.0,1.0,1.0,0.0,0-1 (binary),835,0,0.0
txt_likely_impacted_code_concepts_question_density,0.0,0.0,0.0,0.0,0.0,constant (0),638,0,0.0
txt_likely_impacted_code_concepts_uniq_word_ratio,0.6666666666666666,1.0,0.9822031155886957,1.0,0.05107466748318903,0.7-1.0,638,0,0.0
txt_likely_impacted_code_concepts_word_count,0.0,13.0,4.72814371257485,6.0,3.000257507484385,0.0-13.0,835,0,0.0
txt_reasoning_avg_sentence_len,4.25,37.0,17.560117859519057,17.5,4.285526205168845,4.2-37.0,835,0,0.0
txt_reasoning_avg_word_len,5.242424242424242,8.25925925925926,6.551554657606147,6.527777777777778,0.5195750777427465,5.2-8.3,835,0,0.0
txt_reasoning_avg_words_per_line,21.0,58.0,37.32814371257485,37.0,6.310898857674076,21.0-58.0,835,0,0.0
txt_reasoning_char_len,121.0,387.0,244.3748502994012,242.0,44.20298274190239,121.0-387.0,835,0,0.0
txt_reasoning_digit_density,0.0,0.05714285714285714,0.0008433732101555434,0.0,0.004218111918013499,0.000-0.057,835,0,0.0
txt_reasoning_exclaim_density,0.0,0.030303030303030304,3.629105425512611e-05,0.0,0.0010486796063727012,0-1 (binary),835,0,0.0
txt_reasoning_has_code_like,0.0,1.0,0.08742514970059881,0.0,0.28262635185420626,0-1 (binary),835,0,0.0
txt_reasoning_hedge_count,0.0,2.0,0.15089820359281436,0.0,0.4111556304549442,0.0-2.0,835,0,0.0
txt_reasoning_hedge_density,0.0,0.08695652173913043,0.004525876096866597,0.0,0.012596638611752314,0.000-0.087,835,0,0.0
txt_reasoning_is_missing,0.0,0.0,0.0,0.0,0.0,constant (0),835,0,0.0
txt_reasoning_line_count,1.0,1.0,1.0,1.0,0.0,0-1 (binary),835,0,0.0
txt_reasoning_question_density,0.0,0.0,0.0,0.0,0.0,constant (0),835,0,0.0
txt_reasoning_uniq_word_ratio,0.6590909090909091,1.0,0.8400148521137796,0.84375,0.05316379167660906,0.7-1.0,835,0,0.0
txt_reasoning_word_count,21.0,58.0,37.32814371257485,37.0,6.310898857674076,21.0-58.0,835,0,0.0
txt_title_avg_sentence_len,1.0,24.0,5.2954433989164515,2.0,4.691311394080906,1.0-24.0,835,0,0.0
txt_title_avg_word_len,4.0,11.5,6.424789301541317,6.0,1.0708851956130863,4.0-11.5,835,0,0.0
txt_title_avg_words_per_line,1.0,24.0,6.577245508982036,2.0,5.741406639269408,1.0-24.0,835,0,0.0
txt_title_char_len,4.0,173.0,44.59760479041916,12.0,40.33235419877353,4.0-173.0,835,0,0.0
txt_title_digit_density,0.0,0.42105263157894735,0.019333096995653956,0.0,0.02998918927205737,0.000-0.421,835,0,0.0
txt_title_exclaim_density,0.0,0.0,0.0,0.0,0.0,constant (0),835,0,0.0
txt_title_has_code_like,0.0,1.0,0.00718562874251497,0.0,0.08451360502018054,0-1 (binary),835,0,0.0
txt_title_hedge_count,0.0,1.0,0.016766467065868262,0.0,0.12847225092558745,0-1 (binary),835,0,0.0
txt_title_hedge_density,0.0,0.09090909090909091,0.0011698120477620301,0.0,0.009114411859068479,0.000-0.091,835,0,0.0
txt_title_is_missing,0.0,0.0,0.0,0.0,0.0,constant (0),835,0,0.0
txt_title_line_count,1.0,1.0,1.0,1.0,0.0,0-1 (binary),835,0,0.0
txt_title_question_density,0.0,0.1111111111111111,0.0003041535975667712,0.0,0.005190901845988238,0.000-0.111,835,0,0.0
txt_title_uniq_word_ratio,0.625,1.0,0.9897557590872912,1.0,0.034396558224667015,0.6-1.0,835,0,0.0
txt_title_word_count,1.0,24.0,6.577245508982036,2.0,5.741406639269408,1.0-24.0,835,0,0.0
