feature,target,spearman_rho,p_value,significant
has_stacktrace,alpharepair,-0.0247,0.47522,False
has_stacktrace,arja-e,-0.0416,0.23002,False
has_stacktrace,chatrepair,-0.0407,0.24046,False
has_stacktrace,circle,-0.0487,0.15991,False
has_stacktrace,coconut,-0.0477,0.16837,False
has_stacktrace,codex,0.009,0.79491,False
has_stacktrace,cure,0.0091,0.79234,False
has_stacktrace,dear,-0.046,0.18408,False
has_stacktrace,dlfix,-0.0282,0.41657,False
has_stacktrace,fitrepair,-0.0349,0.31344,False
has_stacktrace,gamma,0.0087,0.80142,False
has_stacktrace,iter,-0.0208,0.54857,False
has_stacktrace,knod,0.02,0.56363,False
has_stacktrace,liana,-0.0211,0.54351,False
has_stacktrace,mcrepair,-0.0059,0.86441,False
has_stacktrace,mulpor,0.0618,0.07452,False
has_stacktrace,rap-gen,0.0293,0.39851,False
has_stacktrace,recoder,0.0071,0.83753,False
has_stacktrace,repilot,-0.0121,0.72773,False
has_stacktrace,rewardrepair,-0.0225,0.51691,False
has_stacktrace,selfapr,0.0313,0.36641,False
has_stacktrace,t5apr,-0.0092,0.79163,False
has_stacktrace,tare,-0.0261,0.45052,False
has_stacktrace,tenure,-0.0436,0.20804,False
has_stacktrace,thinkrepair,0.0129,0.71003,False
has_stacktrace,transfer,0.1006,0.00361,True
has_stacktrace,num_tools_fixed,0.0274,0.42869,False
has_stacktrace,any_tool_fixed,0.0461,0.18359,False
stacktrace_depth,alpharepair,-0.0408,0.23894,False
stacktrace_depth,arja-e,-0.0017,0.96074,False
stacktrace_depth,chatrepair,-0.0588,0.08969,False
stacktrace_depth,circle,0.0253,0.46548,False
stacktrace_depth,coconut,0.0071,0.83803,False
stacktrace_depth,codex,-0.0127,0.71388,False
stacktrace_depth,cure,0.0454,0.19031,False
stacktrace_depth,dear,-0.0348,0.31463,False
stacktrace_depth,dlfix,-0.0073,0.83228,False
stacktrace_depth,fitrepair,-0.0145,0.67619,False
stacktrace_depth,gamma,0.039,0.26052,False
stacktrace_depth,iter,-0.0036,0.9176,False
stacktrace_depth,knod,0.0745,0.03143,True
stacktrace_depth,liana,-0.0075,0.82889,False
stacktrace_depth,mcrepair,0.005,0.88564,False
stacktrace_depth,mulpor,0.0659,0.05695,False
stacktrace_depth,rap-gen,0.0551,0.11171,False
stacktrace_depth,recoder,0.0109,0.75209,False
stacktrace_depth,repilot,0.0129,0.70991,False
stacktrace_depth,rewardrepair,0.0604,0.08108,False
stacktrace_depth,selfapr,0.063,0.06866,False
stacktrace_depth,t5apr,0.0214,0.5372,False
stacktrace_depth,tare,0.0001,0.99655,False
stacktrace_depth,tenure,0.0166,0.63256,False
stacktrace_depth,thinkrepair,0.0304,0.37964,False
stacktrace_depth,transfer,0.104,0.00261,True
stacktrace_depth,num_tools_fixed,0.0737,0.03327,True
stacktrace_depth,any_tool_fixed,0.0818,0.01804,True
exception_user_frames,alpharepair,-0.0526,0.12886,False
exception_user_frames,arja-e,-0.0418,0.22812,False
exception_user_frames,chatrepair,-0.0486,0.1605,False
exception_user_frames,circle,-0.0538,0.12058,False
exception_user_frames,coconut,-0.0309,0.3724,False
exception_user_frames,codex,-0.0393,0.25606,False
exception_user_frames,cure,-0.0154,0.65778,False
exception_user_frames,dear,-0.072,0.03745,True
exception_user_frames,dlfix,-0.0666,0.05454,False
exception_user_frames,fitrepair,-0.0374,0.28057,False
exception_user_frames,gamma,-0.0181,0.60146,False
exception_user_frames,iter,-0.0349,0.31422,False
exception_user_frames,knod,0.0011,0.97561,False
exception_user_frames,liana,-0.0595,0.08583,False
exception_user_frames,mcrepair,-0.055,0.11221,False
exception_user_frames,mulpor,0.0192,0.5794,False
exception_user_frames,rap-gen,-0.0122,0.72577,False
exception_user_frames,recoder,-0.0573,0.09823,False
exception_user_frames,repilot,-0.0476,0.16938,False
exception_user_frames,rewardrepair,0.0027,0.93802,False
exception_user_frames,selfapr,0.0014,0.96784,False
exception_user_frames,t5apr,-0.0147,0.67139,False
exception_user_frames,tare,-0.0717,0.0383,True
exception_user_frames,tenure,-0.0545,0.11568,False
exception_user_frames,thinkrepair,0.0169,0.62579,False
exception_user_frames,transfer,0.0899,0.00937,True
exception_user_frames,num_tools_fixed,0.0081,0.81524,False
exception_user_frames,any_tool_fixed,0.0341,0.3249,False
num_exception_types,alpharepair,-0.0157,0.64971,False
num_exception_types,arja-e,-0.0066,0.84876,False
num_exception_types,chatrepair,-0.018,0.60349,False
num_exception_types,circle,-0.037,0.28612,False
num_exception_types,coconut,-0.0187,0.58954,False
num_exception_types,codex,0.0308,0.37359,False
num_exception_types,cure,0.0203,0.55724,False
num_exception_types,dear,-0.0024,0.94525,False
num_exception_types,dlfix,-0.0104,0.76392,False
num_exception_types,fitrepair,0.0225,0.5162,False
num_exception_types,gamma,0.0409,0.23755,False
num_exception_types,iter,0.0065,0.85231,False
num_exception_types,knod,0.015,0.66521,False
num_exception_types,liana,-0.0336,0.33242,False
num_exception_types,mcrepair,-0.0088,0.8005,False
num_exception_types,mulpor,0.1032,0.00284,True
num_exception_types,rap-gen,0.0689,0.04666,True
num_exception_types,recoder,0.0298,0.39003,False
num_exception_types,repilot,0.0285,0.41099,False
num_exception_types,rewardrepair,0.0116,0.73867,False
num_exception_types,selfapr,0.0815,0.01848,True
num_exception_types,t5apr,0.027,0.43574,False
num_exception_types,tare,0.0015,0.96448,False
num_exception_types,tenure,-0.0158,0.64888,False
num_exception_types,thinkrepair,0.0756,0.02895,True
num_exception_types,transfer,0.1003,0.00371,True
num_exception_types,num_tools_fixed,0.0934,0.0069,True
num_exception_types,any_tool_fixed,0.1009,0.00351,True
num_temporal_markers,alpharepair,-0.0458,0.1865,False
num_temporal_markers,arja-e,-0.0558,0.10738,False
num_temporal_markers,chatrepair,-0.0843,0.01485,True
num_temporal_markers,circle,-0.0747,0.03095,True
num_temporal_markers,coconut,-0.0605,0.08072,False
num_temporal_markers,codex,-0.0822,0.01752,True
num_temporal_markers,cure,-0.0493,0.15468,False
num_temporal_markers,dear,-0.0648,0.06116,False
num_temporal_markers,dlfix,-0.0554,0.10984,False
num_temporal_markers,fitrepair,-0.046,0.18414,False
num_temporal_markers,gamma,0.0553,0.11033,False
num_temporal_markers,iter,0.0039,0.90986,False
num_temporal_markers,knod,-0.0298,0.3905,False
num_temporal_markers,liana,-0.0509,0.14154,False
num_temporal_markers,mcrepair,-0.0447,0.19718,False
num_temporal_markers,mulpor,-0.0882,0.01076,True
num_temporal_markers,rap-gen,-0.0301,0.38521,False
num_temporal_markers,recoder,-0.074,0.03242,True
num_temporal_markers,repilot,-0.0608,0.07921,False
num_temporal_markers,rewardrepair,-0.0436,0.2079,False
num_temporal_markers,selfapr,-0.0558,0.10718,False
num_temporal_markers,t5apr,-0.0176,0.61065,False
num_temporal_markers,tare,-0.0238,0.4925,False
num_temporal_markers,tenure,-0.035,0.31207,False
num_temporal_markers,thinkrepair,-0.0508,0.14241,False
num_temporal_markers,transfer,0.0568,0.10075,False
num_temporal_markers,num_tools_fixed,-0.0445,0.19853,False
num_temporal_markers,any_tool_fixed,-0.0118,0.73302,False
num_env_mentions,alpharepair,-0.0293,0.39699,False
num_env_mentions,arja-e,-0.0253,0.46525,False
num_env_mentions,chatrepair,-0.0066,0.84945,False
num_env_mentions,circle,0.052,0.13295,False
num_env_mentions,coconut,-0.0077,0.82444,False
num_env_mentions,codex,-0.0191,0.58137,False
num_env_mentions,cure,0.039,0.26087,False
num_env_mentions,dear,-0.0102,0.76933,False
num_env_mentions,dlfix,0.0227,0.51231,False
num_env_mentions,fitrepair,-0.0027,0.93843,False
num_env_mentions,gamma,0.0116,0.73843,False
num_env_mentions,iter,0.0572,0.09875,False
num_env_mentions,knod,0.0231,0.50483,False
num_env_mentions,liana,0.0489,0.15805,False
num_env_mentions,mcrepair,0.0292,0.39921,False
num_env_mentions,mulpor,-0.015,0.66418,False
num_env_mentions,rap-gen,0.0202,0.56075,False
num_env_mentions,recoder,0.0441,0.20273,False
num_env_mentions,repilot,-0.0203,0.55727,False
num_env_mentions,rewardrepair,0.0337,0.33056,False
num_env_mentions,selfapr,0.0295,0.39428,False
num_env_mentions,t5apr,0.0311,0.36914,False
num_env_mentions,tare,0.0269,0.43801,False
num_env_mentions,tenure,0.0177,0.61053,False
num_env_mentions,thinkrepair,0.0238,0.49302,False
num_env_mentions,transfer,-0.0209,0.54656,False
num_env_mentions,num_tools_fixed,-0.0026,0.94035,False
num_env_mentions,any_tool_fixed,-0.0163,0.63849,False
num_versions,alpharepair,-0.0075,0.82818,False
num_versions,arja-e,0.1166,0.00074,True
num_versions,chatrepair,0.0402,0.24645,False
num_versions,circle,0.0898,0.00941,True
num_versions,coconut,0.0584,0.09171,False
num_versions,codex,0.0504,0.14564,False
num_versions,cure,0.0892,0.00987,True
num_versions,dear,0.1151,0.00086,True
num_versions,dlfix,0.0703,0.04219,True
num_versions,fitrepair,0.0365,0.29232,False
num_versions,gamma,0.026,0.45388,False
num_versions,iter,0.105,0.00238,True
num_versions,knod,0.0302,0.3841,False
num_versions,liana,0.028,0.41959,False
num_versions,mcrepair,0.0192,0.57922,False
num_versions,mulpor,0.0797,0.02124,True
num_versions,rap-gen,0.0251,0.46824,False
num_versions,recoder,0.0405,0.24211,False
num_versions,repilot,0.0462,0.18196,False
num_versions,rewardrepair,0.0957,0.00566,True
num_versions,selfapr,0.0997,0.00393,True
num_versions,t5apr,0.0491,0.15599,False
num_versions,tare,0.0572,0.09867,False
num_versions,tenure,0.0497,0.15154,False
num_versions,thinkrepair,0.0628,0.06979,False
num_versions,transfer,0.1109,0.00132,True
num_versions,num_tools_fixed,0.1414,4e-05,True
num_versions,any_tool_fixed,0.1604,0.0,True
ambiguity,alpharepair,-0.0412,0.23413,False
ambiguity,arja-e,-0.0304,0.38014,False
ambiguity,chatrepair,-0.0601,0.08287,False
ambiguity,circle,-0.0923,0.00762,True
ambiguity,coconut,-0.062,0.07351,False
ambiguity,codex,-0.0282,0.41544,False
ambiguity,cure,-0.0887,0.01033,True
ambiguity,dear,-0.0521,0.13231,False
ambiguity,dlfix,-0.054,0.11885,False
ambiguity,fitrepair,-0.0608,0.07888,False
ambiguity,gamma,0.0247,0.47532,False
ambiguity,iter,-0.0565,0.10309,False
ambiguity,knod,-0.0548,0.11349,False
ambiguity,liana,-0.0146,0.67431,False
ambiguity,mcrepair,-0.0637,0.06598,False
ambiguity,mulpor,-0.0516,0.13616,False
ambiguity,rap-gen,-0.0497,0.15135,False
ambiguity,recoder,-0.0504,0.14581,False
ambiguity,repilot,-0.0654,0.05903,False
ambiguity,rewardrepair,-0.0716,0.0386,True
ambiguity,selfapr,-0.0554,0.10968,False
ambiguity,t5apr,-0.0131,0.70469,False
ambiguity,tare,-0.0676,0.05096,False
ambiguity,tenure,-0.008,0.81803,False
ambiguity,thinkrepair,-0.0765,0.02698,True
ambiguity,transfer,0.0247,0.47637,False
ambiguity,num_tools_fixed,-0.034,0.32645,False
ambiguity,any_tool_fixed,0.0015,0.96484,False
ambiguity_type_count,alpharepair,-0.0026,0.94009,False
ambiguity_type_count,arja-e,-0.1248,0.0003,True
ambiguity_type_count,chatrepair,0.0178,0.60766,False
ambiguity_type_count,circle,0.0094,0.78659,False
ambiguity_type_count,coconut,0.0027,0.93784,False
ambiguity_type_count,codex,-0.0827,0.0168,True
ambiguity_type_count,cure,-0.0191,0.58239,False
ambiguity_type_count,dear,-0.054,0.11872,False
ambiguity_type_count,dlfix,0.0178,0.60724,False
ambiguity_type_count,fitrepair,-0.0006,0.98531,False
ambiguity_type_count,gamma,-0.1105,0.00139,True
ambiguity_type_count,iter,-0.0144,0.67845,False
ambiguity_type_count,knod,-0.0135,0.69756,False
ambiguity_type_count,liana,0.0814,0.01861,True
ambiguity_type_count,mcrepair,0.0702,0.04243,True
ambiguity_type_count,mulpor,-0.0656,0.05796,False
ambiguity_type_count,rap-gen,-0.0171,0.62103,False
ambiguity_type_count,recoder,0.0407,0.23976,False
ambiguity_type_count,repilot,-0.0531,0.12491,False
ambiguity_type_count,rewardrepair,-0.0506,0.14422,False
ambiguity_type_count,selfapr,-0.0326,0.34749,False
ambiguity_type_count,t5apr,-0.055,0.11252,False
ambiguity_type_count,tare,-0.015,0.66581,False
ambiguity_type_count,tenure,-0.0206,0.55157,False
ambiguity_type_count,thinkrepair,-0.0487,0.15946,False
ambiguity_type_count,transfer,-0.2832,0.0,True
ambiguity_type_count,num_tools_fixed,-0.168,0.0,True
ambiguity_type_count,any_tool_fixed,-0.2415,0.0,True
concept_network_concept_breadth,alpharepair,-0.0479,0.16674,False
concept_network_concept_breadth,arja-e,0.0383,0.26857,False
concept_network_concept_breadth,chatrepair,-0.1263,0.00025,True
concept_network_concept_breadth,circle,-0.0681,0.04907,True
concept_network_concept_breadth,coconut,-0.0581,0.09344,False
concept_network_concept_breadth,codex,0.006,0.86323,False
concept_network_concept_breadth,cure,-0.0401,0.24676,False
concept_network_concept_breadth,dear,-0.0233,0.50089,False
concept_network_concept_breadth,dlfix,-0.0504,0.14547,False
concept_network_concept_breadth,fitrepair,-0.0783,0.02369,True
concept_network_concept_breadth,gamma,0.0918,0.00795,True
concept_network_concept_breadth,iter,-0.024,0.48822,False
concept_network_concept_breadth,knod,-0.0307,0.37495,False
concept_network_concept_breadth,liana,-0.092,0.00784,True
concept_network_concept_breadth,mcrepair,-0.0898,0.00945,True
concept_network_concept_breadth,mulpor,-0.03,0.38616,False
concept_network_concept_breadth,rap-gen,-0.0265,0.44425,False
concept_network_concept_breadth,recoder,-0.0914,0.00826,True
concept_network_concept_breadth,repilot,-0.0291,0.40035,False
concept_network_concept_breadth,rewardrepair,0.0144,0.67735,False
concept_network_concept_breadth,selfapr,-0.0199,0.56511,False
concept_network_concept_breadth,t5apr,-0.0131,0.7058,False
concept_network_concept_breadth,tare,-0.0494,0.15359,False
concept_network_concept_breadth,tenure,-0.0066,0.84828,False
concept_network_concept_breadth,thinkrepair,-0.054,0.11868,False
concept_network_concept_breadth,transfer,0.297,0.0,True
concept_network_concept_breadth,num_tools_fixed,0.0601,0.08251,False
concept_network_concept_breadth,any_tool_fixed,0.1598,0.0,True
txt_likely_impacted_code_concepts_digit_density,alpharepair,0.0737,0.03324,True
txt_likely_impacted_code_concepts_digit_density,arja-e,-0.0344,0.32074,False
txt_likely_impacted_code_concepts_digit_density,chatrepair,0.0194,0.57565,False
txt_likely_impacted_code_concepts_digit_density,circle,-0.0458,0.18644,False
txt_likely_impacted_code_concepts_digit_density,coconut,-0.0374,0.28068,False
txt_likely_impacted_code_concepts_digit_density,codex,0.0628,0.06954,False
txt_likely_impacted_code_concepts_digit_density,cure,0.0316,0.36231,False
txt_likely_impacted_code_concepts_digit_density,dear,-0.0383,0.26864,False
txt_likely_impacted_code_concepts_digit_density,dlfix,-0.0354,0.30668,False
txt_likely_impacted_code_concepts_digit_density,fitrepair,0.0341,0.3247,False
txt_likely_impacted_code_concepts_digit_density,gamma,0.06,0.08337,False
txt_likely_impacted_code_concepts_digit_density,iter,0.0037,0.91444,False
txt_likely_impacted_code_concepts_digit_density,knod,0.0426,0.21841,False
txt_likely_impacted_code_concepts_digit_density,liana,-0.0411,0.23585,False
txt_likely_impacted_code_concepts_digit_density,mcrepair,-0.0184,0.59462,False
txt_likely_impacted_code_concepts_digit_density,mulpor,-0.0153,0.65875,False
txt_likely_impacted_code_concepts_digit_density,rap-gen,0.0299,0.38799,False
txt_likely_impacted_code_concepts_digit_density,recoder,-0.0031,0.92767,False
txt_likely_impacted_code_concepts_digit_density,repilot,0.0458,0.18642,False
txt_likely_impacted_code_concepts_digit_density,rewardrepair,0.04,0.2488,False
txt_likely_impacted_code_concepts_digit_density,selfapr,0.0999,0.00385,True
txt_likely_impacted_code_concepts_digit_density,t5apr,0.0474,0.17074,False
txt_likely_impacted_code_concepts_digit_density,tare,0.0229,0.50902,False
txt_likely_impacted_code_concepts_digit_density,tenure,0.0167,0.63082,False
txt_likely_impacted_code_concepts_digit_density,thinkrepair,0.0841,0.01509,True
txt_likely_impacted_code_concepts_digit_density,transfer,0.0341,0.32448,False
txt_likely_impacted_code_concepts_digit_density,num_tools_fixed,0.059,0.08846,False
txt_likely_impacted_code_concepts_digit_density,any_tool_fixed,0.0552,0.11106,False
txt_reasoning_word_count,alpharepair,-0.1042,0.00256,True
txt_reasoning_word_count,arja-e,0.0248,0.47464,False
txt_reasoning_word_count,chatrepair,-0.1122,0.00116,True
txt_reasoning_word_count,circle,-0.0495,0.15332,False
txt_reasoning_word_count,coconut,-0.0173,0.61784,False
txt_reasoning_word_count,codex,-0.0696,0.04438,True
txt_reasoning_word_count,cure,-0.0617,0.07465,False
txt_reasoning_word_count,dear,-0.0609,0.07851,False
txt_reasoning_word_count,dlfix,-0.0637,0.0659,False
txt_reasoning_word_count,fitrepair,-0.081,0.01923,True
txt_reasoning_word_count,gamma,0.021,0.54524,False
txt_reasoning_word_count,iter,-0.0298,0.38987,False
txt_reasoning_word_count,knod,-0.0465,0.17969,False
txt_reasoning_word_count,liana,-0.0916,0.00809,True
txt_reasoning_word_count,mcrepair,-0.0518,0.13463,False
txt_reasoning_word_count,mulpor,-0.0351,0.31123,False
txt_reasoning_word_count,rap-gen,-0.023,0.50715,False
txt_reasoning_word_count,recoder,-0.0904,0.00897,True
txt_reasoning_word_count,repilot,-0.0783,0.0236,True
txt_reasoning_word_count,rewardrepair,-0.0068,0.84493,False
txt_reasoning_word_count,selfapr,-0.022,0.52647,False
txt_reasoning_word_count,t5apr,-0.0472,0.17297,False
txt_reasoning_word_count,tare,-0.0936,0.00677,True
txt_reasoning_word_count,tenure,-0.0516,0.13613,False
txt_reasoning_word_count,thinkrepair,-0.0664,0.05522,False
txt_reasoning_word_count,transfer,0.0966,0.00523,True
txt_reasoning_word_count,num_tools_fixed,-0.0399,0.24976,False
txt_reasoning_word_count,any_tool_fixed,0.0052,0.88154,False
txt_reasoning_avg_sentence_len,alpharepair,-0.0806,0.01989,True
txt_reasoning_avg_sentence_len,arja-e,-0.039,0.26071,False
txt_reasoning_avg_sentence_len,chatrepair,-0.1113,0.00127,True
txt_reasoning_avg_sentence_len,circle,-0.0517,0.13548,False
txt_reasoning_avg_sentence_len,coconut,-0.0062,0.85825,False
txt_reasoning_avg_sentence_len,codex,-0.0838,0.01538,True
txt_reasoning_avg_sentence_len,cure,-0.0679,0.04972,True
txt_reasoning_avg_sentence_len,dear,-0.0802,0.02048,True
txt_reasoning_avg_sentence_len,dlfix,-0.0925,0.00747,True
txt_reasoning_avg_sentence_len,fitrepair,-0.0543,0.11691,False
txt_reasoning_avg_sentence_len,gamma,0.004,0.9082,False
txt_reasoning_avg_sentence_len,iter,-0.0153,0.65805,False
txt_reasoning_avg_sentence_len,knod,-0.0581,0.09317,False
txt_reasoning_avg_sentence_len,liana,-0.1047,0.00245,True
txt_reasoning_avg_sentence_len,mcrepair,-0.001,0.97768,False
txt_reasoning_avg_sentence_len,mulpor,-0.0789,0.02253,True
txt_reasoning_avg_sentence_len,rap-gen,-0.0451,0.19306,False
txt_reasoning_avg_sentence_len,recoder,-0.0854,0.01353,True
txt_reasoning_avg_sentence_len,repilot,-0.0725,0.03614,True
txt_reasoning_avg_sentence_len,rewardrepair,-0.0399,0.24989,False
txt_reasoning_avg_sentence_len,selfapr,-0.0751,0.03004,True
txt_reasoning_avg_sentence_len,t5apr,-0.0684,0.04801,True
txt_reasoning_avg_sentence_len,tare,-0.0933,0.00696,True
txt_reasoning_avg_sentence_len,tenure,-0.0685,0.04796,True
txt_reasoning_avg_sentence_len,thinkrepair,-0.1023,0.00308,True
txt_reasoning_avg_sentence_len,transfer,0.1135,0.00102,True
txt_reasoning_avg_sentence_len,num_tools_fixed,-0.0652,0.05985,False
txt_reasoning_avg_sentence_len,any_tool_fixed,-0.0076,0.82608,False
txt_reasoning_digit_density,alpharepair,-0.0026,0.94018,False
txt_reasoning_digit_density,arja-e,-0.011,0.75038,False
txt_reasoning_digit_density,chatrepair,0.0173,0.61804,False
txt_reasoning_digit_density,circle,-0.076,0.02819,True
txt_reasoning_digit_density,coconut,-0.062,0.07321,False
txt_reasoning_digit_density,codex,0.0279,0.41996,False
txt_reasoning_digit_density,cure,-0.0298,0.3892,False
txt_reasoning_digit_density,dear,-0.0431,0.21397,False
txt_reasoning_digit_density,dlfix,-0.0588,0.08961,False
txt_reasoning_digit_density,fitrepair,-0.0364,0.29335,False
txt_reasoning_digit_density,gamma,0.0192,0.57964,False
txt_reasoning_digit_density,iter,0.0019,0.95583,False
txt_reasoning_digit_density,knod,-0.0257,0.45838,False
txt_reasoning_digit_density,liana,-0.0479,0.16656,False
txt_reasoning_digit_density,mcrepair,-0.078,0.02423,True
txt_reasoning_digit_density,mulpor,-0.0491,0.15629,False
txt_reasoning_digit_density,rap-gen,-0.0279,0.42013,False
txt_reasoning_digit_density,recoder,-0.0561,0.10533,False
txt_reasoning_digit_density,repilot,0.0042,0.90466,False
txt_reasoning_digit_density,rewardrepair,-0.0022,0.94831,False
txt_reasoning_digit_density,selfapr,0.0321,0.35473,False
txt_reasoning_digit_density,t5apr,-0.0192,0.57892,False
txt_reasoning_digit_density,tare,-0.0104,0.76331,False
txt_reasoning_digit_density,tenure,-0.0321,0.35388,False
txt_reasoning_digit_density,thinkrepair,0.0482,0.16426,False
txt_reasoning_digit_density,transfer,-0.018,0.60319,False
txt_reasoning_digit_density,num_tools_fixed,-0.0211,0.54268,False
txt_reasoning_digit_density,any_tool_fixed,-0.0224,0.51885,False
txt_root_cause_guess_word_count,alpharepair,-0.0281,0.41821,False
txt_root_cause_guess_word_count,arja-e,0.0042,0.90282,False
txt_root_cause_guess_word_count,chatrepair,-0.0661,0.05634,False
txt_root_cause_guess_word_count,circle,-0.0636,0.06623,False
txt_root_cause_guess_word_count,coconut,-0.0764,0.02726,True
txt_root_cause_guess_word_count,codex,0.0187,0.58972,False
txt_root_cause_guess_word_count,cure,-0.0291,0.40135,False
txt_root_cause_guess_word_count,dear,-0.0103,0.76639,False
txt_root_cause_guess_word_count,dlfix,-0.0605,0.08073,False
txt_root_cause_guess_word_count,fitrepair,-0.0593,0.08706,False
txt_root_cause_guess_word_count,gamma,0.0949,0.00609,True
txt_root_cause_guess_word_count,iter,-0.0284,0.41278,False
txt_root_cause_guess_word_count,knod,0.0092,0.78995,False
txt_root_cause_guess_word_count,liana,-0.0844,0.01476,True
txt_root_cause_guess_word_count,mcrepair,-0.1075,0.00187,True
txt_root_cause_guess_word_count,mulpor,-0.0262,0.45006,False
txt_root_cause_guess_word_count,rap-gen,-0.0334,0.33576,False
txt_root_cause_guess_word_count,recoder,-0.0828,0.01671,True
txt_root_cause_guess_word_count,repilot,0.0111,0.74822,False
txt_root_cause_guess_word_count,rewardrepair,0.0337,0.33118,False
txt_root_cause_guess_word_count,selfapr,-0.0179,0.60549,False
txt_root_cause_guess_word_count,t5apr,-0.0005,0.98868,False
txt_root_cause_guess_word_count,tare,-0.0427,0.21788,False
txt_root_cause_guess_word_count,tenure,-0.0366,0.29047,False
txt_root_cause_guess_word_count,thinkrepair,-0.0318,0.35867,False
txt_root_cause_guess_word_count,transfer,0.218,0.0,True
txt_root_cause_guess_word_count,num_tools_fixed,0.053,0.12588,False
txt_root_cause_guess_word_count,any_tool_fixed,0.1216,0.00043,True
txt_root_cause_guess_digit_density,alpharepair,0.0378,0.27497,False
txt_root_cause_guess_digit_density,arja-e,-0.0417,0.22821,False
txt_root_cause_guess_digit_density,chatrepair,0.0514,0.13802,False
txt_root_cause_guess_digit_density,circle,-0.0076,0.82563,False
txt_root_cause_guess_digit_density,coconut,-0.0454,0.19047,False
txt_root_cause_guess_digit_density,codex,0.0902,0.0091,True
txt_root_cause_guess_digit_density,cure,0.0301,0.38581,False
txt_root_cause_guess_digit_density,dear,-0.0465,0.17944,False
txt_root_cause_guess_digit_density,dlfix,-0.0137,0.6922,False
txt_root_cause_guess_digit_density,fitrepair,0.0196,0.57266,False
txt_root_cause_guess_digit_density,gamma,0.0352,0.30973,False
txt_root_cause_guess_digit_density,iter,-0.0159,0.64736,False
txt_root_cause_guess_digit_density,knod,0.0104,0.76356,False
txt_root_cause_guess_digit_density,liana,-0.0498,0.15025,False
txt_root_cause_guess_digit_density,mcrepair,-0.057,0.0997,False
txt_root_cause_guess_digit_density,mulpor,-0.0576,0.09628,False
txt_root_cause_guess_digit_density,rap-gen,0.02,0.5629,False
txt_root_cause_guess_digit_density,recoder,-0.0016,0.96399,False
txt_root_cause_guess_digit_density,repilot,0.0315,0.36338,False
txt_root_cause_guess_digit_density,rewardrepair,0.0119,0.73114,False
txt_root_cause_guess_digit_density,selfapr,0.0391,0.25869,False
txt_root_cause_guess_digit_density,t5apr,0.0449,0.19457,False
txt_root_cause_guess_digit_density,tare,0.032,0.35509,False
txt_root_cause_guess_digit_density,tenure,0.0059,0.86483,False
txt_root_cause_guess_digit_density,thinkrepair,0.0071,0.83831,False
txt_root_cause_guess_digit_density,transfer,-0.037,0.28554,False
txt_root_cause_guess_digit_density,num_tools_fixed,-0.0037,0.91447,False
txt_root_cause_guess_digit_density,any_tool_fixed,-0.0315,0.36392,False
has_code,alpharepair,0.0228,0.51076,False
has_code,arja-e,0.057,0.09953,False
has_code,chatrepair,-0.0016,0.96295,False
has_code,circle,0.0448,0.19571,False
has_code,coconut,0.0199,0.56579,False
has_code,codex,0.0576,0.09611,False
has_code,cure,0.0728,0.03532,True
has_code,dear,0.0127,0.71328,False
has_code,dlfix,0.0223,0.51908,False
has_code,fitrepair,0.0255,0.46184,False
has_code,gamma,0.0532,0.12419,False
has_code,iter,0.0026,0.9398,False
has_code,knod,0.0702,0.04257,True
has_code,liana,0.0271,0.43353,False
has_code,mcrepair,-0.0253,0.46445,False
has_code,mulpor,0.0445,0.19909,False
has_code,rap-gen,-0.0028,0.93614,False
has_code,recoder,0.0045,0.89742,False
has_code,repilot,0.0618,0.07414,False
has_code,rewardrepair,0.0543,0.11664,False
has_code,selfapr,0.0041,0.90549,False
has_code,t5apr,0.0817,0.01825,True
has_code,tare,0.0383,0.269,False
has_code,tenure,0.0386,0.26489,False
has_code,thinkrepair,0.052,0.13293,False
has_code,transfer,0.1096,0.00152,True
has_code,num_tools_fixed,0.0878,0.01116,True
has_code,any_tool_fixed,0.0993,0.00409,True
has_patch,alpharepair,0.0328,0.34428,False
has_patch,arja-e,-0.0045,0.89782,False
has_patch,chatrepair,-0.0336,0.33219,False
has_patch,circle,0.054,0.11893,False
has_patch,coconut,0.0211,0.54211,False
has_patch,codex,0.0012,0.97125,False
has_patch,cure,-0.0309,0.37304,False
has_patch,dear,-0.0426,0.21888,False
has_patch,dlfix,-0.0065,0.8521,False
has_patch,fitrepair,-0.0402,0.24595,False
has_patch,gamma,-0.0136,0.69379,False
has_patch,iter,0.0414,0.23246,False
has_patch,knod,-0.0141,0.68375,False
has_patch,liana,0.0408,0.23918,False
has_patch,mcrepair,-0.001,0.97809,False
has_patch,mulpor,0.0068,0.8454,False
has_patch,rap-gen,0.0145,0.67546,False
has_patch,recoder,0.0316,0.36197,False
has_patch,repilot,0.0075,0.82826,False
has_patch,rewardrepair,0.0027,0.93836,False
has_patch,selfapr,0.0569,0.10015,False
has_patch,t5apr,0.0274,0.42976,False
has_patch,tare,0.0075,0.82826,False
has_patch,tenure,0.0586,0.09082,False
has_patch,thinkrepair,-0.0537,0.12074,False
has_patch,transfer,0.0867,0.01216,True
has_patch,num_tools_fixed,0.0426,0.2188,False
has_patch,any_tool_fixed,0.05,0.14895,False
has_enumeration,alpharepair,-0.0148,0.66976,False
has_enumeration,arja-e,0.0046,0.89508,False
has_enumeration,chatrepair,-0.0163,0.63795,False
has_enumeration,circle,-0.0447,0.19701,False
