project,bug_id,id,mrr_BRaIn,mrr_FlexFL,mrr_boostnsift,mrr_buglocator,mrr_locus,rank_BRaIn,rank_FlexFL,rank_boostnsift,rank_buglocator,rank_locus,top@1_BRaIn,top@1_FlexFL,top@1_boostnsift,top@1_buglocator,top@1_locus,top@5_BRaIn,top@5_FlexFL,top@5_boostnsift,top@5_buglocator,top@5_locus,description_length,num_causal_markers,semantic_entropy,semantic_coherence,embedding_pos_neg_ratio,embedding_cluster_distance,embedding_cluster_size,stacktrace_depth,exception_user_frames,num_exception_types,num_temporal_markers,num_env_mentions,num_versions,num_OB,num_EB,flesch,fog,lix,kincaid,ari,smog,percent_agreement,cohens_kappa,actionability,clarity,specificity,reproducibility,reasoning_quality,technical_context,ambiguity,repair_readiness,impact_scope,z_actionability,z_clarity,z_specificity,z_reproducibility,z_reasoning_quality,z_technical_context,z_ambiguity,z_repair_readiness,z_root_cause_evidence,z_hidden_reproducibility,z_impact_scope,technical_completeness,quality_composite,quality_std,specificity_repro_gap,spec_reasoning_product,causal_consistency,technical_consistency,num_buggy_files,buggy_vocab_size,report_vocab_size,code_vocab_overlap_count,code_vocab_overlap_ratio,report_code_specificity_ratio,code_vocab_jaccard,jira_num_attachments,project_num_java_files,project_java_bytes,txt_title_word_count,txt_title_avg_sentence_len,txt_title_digit_density,txt_description_line_count,txt_description_avg_sentence_len,txt_description_uniq_word_ratio,has_stacktrace,has_code,has_patch,has_enumeration,has_OB,has_EB,has_S2R,missing_OB,missing_EB,missing_S2R,fg_cat_Dependency,fg_cat_Exception handling,fg_cat_Missing case,fg_cat_Null pointer dereference,fg_cat_Other (Logic),fg_cat_Processing,fg_cat___missing__,fg_cat___other__,cat_Functional Issue,cat___other__,hidden_s2r_present,jira_priority,jira_component,jira_has_patch_attachment,jira_has_test_attachment,jira_attachment_extensions
Closure,146,Closure-146,0.0,0.25,0.0357142857142857,0.0434782608695652,0.0079365079365079,0.0,4.0,28.0,23.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0231586669890729,-0.4554019288379759,0.2553238070388551,0.361152164058603,-0.2730111944760022,-1.5589206563024864,1.5882268573455445,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,0.4023489388231981,-0.2192296649910203,-0.3124943305803233,-0.4995211341402941,-0.673136533919824,-23.18,12.44,53.17,19.0,40.7,13.8,0.7708333333333334,0.4406779661016951,5,5,4,4,1,4,1,4,3,1.1076975512434226,1.1076975512434226,0.4984638980595403,0.4984638980595403,-1.329237061492107,0.4984638980595403,0.4984638980595403,0.4984638980595403,-1.9384707146759896,-1.329237061492107,-0.1107697551243421,0.4,0.65,0.3,0,4,0.8543608112243115,0.1999999999999999,1.0,441.0,63.0,14.0,0.0317460317460317,0.2222222222222222,0.0285714285714285,0,515.0,6283211.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,Medium,,False,False,
Math,66,Math-66,0.25,0.3333333333333333,0.5,0.5,1.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0449108258598176,-0.7576758641159647,0.5960651567642975,-0.1306197458834468,0.2319908443389094,0.3024561522934181,-0.3447299154714549,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.0494572680454745,-0.7103907736787903,-0.673136533919824,39.03,12.5,50.55,11.6,15.7,12.8,0.9166666666666666,0.7908496732026142,2,1,0,0,1,2,4,1,1,1.6510016510024763,0.2540002540003809,-1.1430011430017146,-1.1430011430017146,0.2540002540003809,1.6510016510024763,0.2540002540003809,0.2540002540003809,-1.1430011430017146,-1.1430011430017146,0.2540002540003809,0.2,0.1,0.1154700538379251,0,0,0.8313873136472757,0.6,1.0,169.0,76.0,13.0,0.0769230769230769,0.1710526315789473,0.0560344827586206,0,719.0,6141753.0,0.0736766948591831,0.363561074525272,1.530944842185771,0.3684732874943819,0.8129170032687542,0.0357465421259679,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,Major,,False,False,
Math,72,Math-72,0.1666666666666666,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.1993234950305429,-0.1531279935599871,-1.3575719354228808,-0.8125368291654477,0.7530246939098532,0.5200763663026374,-0.3447299154714549,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.1809757993128989,-0.7103907736787903,0.2959479588785432,30.23,17.04,66.99,17.1,22.8,14.1,0.9583333333333334,0.916083916083916,4,5,3,3,1,2,2,4,2,1.0119288512538815,1.707629936490925,0.316227766016838,0.316227766016838,-1.075174404457249,-0.3794733192202055,0.316227766016838,1.0119288512538815,-1.7708754896942926,-1.075174404457249,-0.3794733192202055,0.2,0.55,0.2516611478423583,0,3,0.8463255981837896,0.6,1.0,206.0,59.0,19.0,0.0922330097087378,0.3220338983050847,0.0772357723577235,0,797.0,6326669.0,1.6421763035468917,2.283150995239831,0.4312458687446945,0.3381203885876668,3.3014823914897846,0.010558257193947,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,Critical,,False,False,
Closure,29,Closure-29,0.0,0.25,0.0029154518950437,0.0020408163265306,0.0041666666666666,0.0,4.0,343.0,490.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0231586669890729,-0.7576758641159647,0.8034913318120218,-0.7441327103715287,-1.081014456579866,-0.2443595587448429,1.5882268573455445,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,0.3439574240136908,1.2650324516769105,5.19,9.26,54.65,16.3,38.0,13.7,0.6875,0.4039735099337748,4,5,4,4,1,3,3,2,2,0.970142500145332,1.6371154689952476,0.970142500145332,0.970142500145332,-1.0307764064044151,0.3031695312954162,-0.3638034375544994,-0.3638034375544994,-1.697749375254331,-1.0307764064044151,-0.3638034375544994,0.3,0.55,0.3,0,4,0.9544832429519248,0.4,1.0,320.0,63.0,15.0,0.046875,0.238095238095238,0.0407608695652173,0,977.0,12588229.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.6028194775205034,-0.9942554810346128,1.4462904983191245,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,High,,False,False,
Lang,12,Lang-12,0.3333333333333333,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1994710528113294,-0.1531279935599871,0.4670093310179037,-0.632136005091455,1.290866087015343,0.9242506800496728,0.1845320580379615,-0.2020454871191189,-0.2073567129463963,0.6929103112404362,-0.4635308650875505,-0.2192296649910203,0.4766168570242229,-0.2886514946017978,-0.673136533919824,54.42,10.9,46.8,9.8,16.1,11.5,0.8333333333333334,0.459154929577465,5,5,4,4,5,4,3,5,3,0.9899494936611666,0.9899494936611666,0.2121320343559644,0.2121320343559644,0.9899494936611666,0.2121320343559644,-1.34350288425444,0.9899494936611666,-0.5656854249492378,-2.1213203435596424,-0.5656854249492378,0.9,0.9,0.1154700538379251,0,20,0.8094870854631411,0.7,1.0,173.0,72.0,21.0,0.1213872832369942,0.2916666666666667,0.09375,0,232.0,4092970.0,1.99073177214416,-0.169658347895439,0.4975931982411395,0.7266374945936209,0.5543647551418941,-0.0368683333537315,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,Blocker,,False,False,
JacksonDatabind,81,JacksonDatabind-81,0.5,1.0,1.0,0.0769230769230769,0.032258064516129,2.0,1.0,1.0,13.0,31.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-0.2649386857175054,-0.4554019288379759,0.163550961067534,-0.5189864487453718,2.226888400983462,0.7973055697202914,-0.989048839743788,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,-0.1809757993128989,-0.2886514946017978,-0.673136533919824,11.21,14.18,61.25,16.1,23.5,15.3,0.8125,0.5090909090909089,1,1,0,0,3,0,4,0,0,0.4125684985035173,0.4125684985035173,-0.7219948723811553,-0.7219948723811553,2.681695240272863,-0.7219948723811553,0.4125684985035173,-0.7219948723811553,0.4125684985035173,-0.7219948723811553,-0.7219948723811553,0.1666666666666666,0.15,0.3,0,0,0.4771504718148601,1.0,1.0,442.0,67.0,25.0,0.0565610859728506,0.373134328358209,0.0516528925619834,0,867.0,6079158.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.5663959988324452,0.6203494434659366,0.124177355412486,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,,,False,False,
Time,19,Time-19,1.0,0.5,0.25,1.0,0.25,1.0,2.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.2284858020025262,-0.4554019288379759,0.3156593118482909,0.0190311732716579,0.4038501769199036,-0.7620114748230842,-1.5873449837109543,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,-0.4635308650875505,-0.2192296649910203,0.7396539195590717,0.5548270635521871,1.2650324516769105,45.32,6.77,45.67,9.2,20.7,10.3,0.7916666666666666,0.3239436619718311,5,5,5,5,5,4,1,5,4,0.6862435664967211,0.6862435664967211,0.6862435664967211,0.6862435664967211,0.6862435664967211,-0.1524985703326045,-0.1524985703326045,0.6862435664967211,-0.99124070716193,-2.6687249808205813,-0.1524985703326045,0.9,1.0,0.0,0,25,0.8097257507775505,0.7,1.0,531.0,45.0,24.0,0.0451977401129943,0.5333333333333333,0.0434782608695652,0,314.0,5488513.0,0.2479544291578174,0.5768488434935564,0.9958628512718186,-0.4753373021122996,-0.3390699964983983,-1.4367458039518133,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,,,False,False,
JacksonDatabind,95,JacksonDatabind-95,0.1428571428571428,1.0,0.25,1.0,0.5,7.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6507577532027717,0.4514198769959905,0.6908568070900551,-0.289528080728083,1.290866087015343,0.4030607963269231,0.4146459595637947,1.732679074170609,3.0538956987191,1.910973700473624,-0.4635308650875505,-0.2192296649910203,0.0820612632219498,0.1330877844751946,0.2959479588785432,-28.9,9.94,42.12,19.1,35.0,10.8,0.8958333333333334,0.761904761904762,5,5,5,4,2,4,1,3,3,1.079127485069423,1.079127485069423,1.079127485069423,0.4543694673976517,-0.7951465679458909,0.4543694673976517,0.4543694673976517,-0.1703885502741196,-2.0446626032894337,-1.4199045856176622,-0.1703885502741196,0.4,0.7000000000000001,0.2581988897471611,1,10,0.7922389258430198,0.7,2.0,575.0,94.0,46.0,0.08,0.4893617021276595,0.0738362760834671,0,816.0,5694448.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.4935490414563288,-0.9927888583399987,-1.1732911346110235,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,,,False,False,
Time,25,Time-25,0.25,0.0,0.3333333333333333,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.1140237471374916,0.1491459417180017,0.5282740506635553,0.0388659434181366,0.7530246939098532,-0.5604649300670507,-1.5873449837109543,-0.2020454871191189,-0.2073567129463963,-0.5251530779927517,1.2682287427339467,-0.2192296649910203,0.0820612632219498,0.7656967030906834,1.2650324516769105,50.43,7.26,38.07,9.3,15.7,10.3,0.8333333333333334,0.5646258503401361,5,5,4,4,3,3,1,5,3,1.0533703247651751,1.0533703247651751,0.4096440151864569,0.4096440151864569,-0.2340822943922612,-0.2340822943922612,0.4096440151864569,1.0533703247651751,-2.1652612231284154,-1.5215349135496974,-0.2340822943922612,0.3,0.8,0.1632993161855452,0,12,0.9361286273149562,0.6,1.0,528.0,55.0,31.0,0.0587121212121212,0.5636363636363636,0.056159420289855,0,733.0,12107910.0,0.0736766948591831,-0.3829461168637234,0.4141617239360861,-0.4935490414563288,-0.2261797439293566,-1.0483754772105958,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,,,False,False,
JacksonDatabind,42,JacksonDatabind-42,0.0,1.0,0.037037037037037,0.0416666666666666,0.002906976744186,0.0,1.0,27.0,24.0,344.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2591062243231087,-0.1531279935599871,-0.0075725747559361,0.4030109678049293,-1.6988993040710567,0.2311745183125989,0.4146459595637947,-0.2020454871191189,-0.2073567129463963,1.910973700473624,-0.4635308650875505,-0.2192296649910203,-0.3124943305803233,-0.4995211341402941,0.2959479588785432,-9.31,14.09,51.64,17.8,26.7,15.1,0.875,0.75,4,5,4,4,1,2,2,2,2,0.970142500145332,1.6371154689952476,0.970142500145332,0.970142500145332,-1.0307764064044151,-0.3638034375544994,0.3031695312954162,-0.3638034375544994,-1.697749375254331,-1.0307764064044151,-0.3638034375544994,0.2,0.55,0.3,0,4,0.8537252645259287,0.4,1.0,159.0,55.0,15.0,0.0943396226415094,0.2727272727272727,0.0753768844221105,0,723.0,4997646.0,-0.7977119766339881,-0.70287777031615,-0.6450552541976357,-0.5056902010190149,-0.2634862797316119,-0.2696173155372968,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,,,False,False,
