bug_id,project,title,description
Closure-137,Closure,Issue Report,"Issue Report
{""id"":124,""status"":""Fixed"",""summary"":""Invalid JSC_DETERMINISTIC_TEST"",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":1,""commentCount"":3,""comments"":[{""id"":0,""commenterId"":4411030986668650696,""content"":""\u003cb\u003eWhat steps will reproduce the problem?\u003c/b\u003e\n\r\n1. Compile following code:\r\n\r\n// \u003d\u003dClosureCompiler\u003d\u003d\r\n// @output_file_name default.js\r\n// @compilation_level ADVANCED_OPTIMIZATIONS\r\n// \u003d\u003d/ClosureCompiler\u003d\u003d\r\n\r\nvar t \u003d null;\r\n\r\nwindow.test \u003d function()\r\n{\r\n    if (t !\u003d null)\r\n    {\r\n       t \u003d null;\r\n    }\r\n\r\n    t \u003d 1;\r\n};\r\n\r\n\u003cb\u003eWhat is the expected output? What do you see instead?\u003c/b\u003e\n\r\nCode should be compiled without warnings, but I see \r\n\u0026quot;JSC_DETERMINISTIC_TEST: condition always evaluates to false\u0026quot;."",""timestamp"":1268714411,""attachments"":[]},{""id"":1,""commenterId"":-7699928860083865744,""content"":""thanks for the report.\r\n\r\nthe immediate work around is to have a @type {?number} annotation on the global \r\nvariable."",""timestamp"":1268758994,""attachments"":[]},{""id"":2,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r142."",""timestamp"":1268952668,""attachments"":[]}]}"
Closure-141,Closure,Issue Report,"Issue Report
{""id"":116,""status"":""Fixed"",""summary"":""The side effects of function1||function2 are not calculated"",""labels"":[""Type-Enhancement"",""Priority-Medium""],""stars"":4,""commentCount"":8,""comments"":[{""id"":0,""commenterId"":2150116745345684011,""content"":""\u003cb\u003eWhat steps will reproduce the problem?\u003c/b\u003e\n1. Compile (Math.sin||Math.cos)(0)\r\n\r\n\u003cb\u003eWhat is the expected output? What do you see instead?\u003c/b\u003e\nEmpty output.\r\n\r\n\u003cb\u003eWhat version of the product are you using? On what operating system?\u003c/b\u003e\nThe closure-compiler web service at r114.\r\n\r\n\u003cb\u003ePlease provide any additional information below.\u003c/b\u003e\nAs a result of this issue goog.now() is considered to have side effects."",""timestamp"":1266937426,""attachments"":[]},{""id"":1,""commenterId"":1948758734812428220,""content"":""We can hard code this idiom and recognize it, however, in general side effect propagation is a bit harder.\r\n\r\nNick: I wonder if we can incorporate sideeffect into the type system? Have side \r\neffectfx free function be a subclass of function, then we can type Math.sin||Math.cos \r\nto be side effect free."",""timestamp"":1267214873,""attachments"":[]},{""id"":2,""commenterId"":-7699928860083865744,""content"":""So this is where it helps to have a copy of the dragon book at your desk! ;)\r\n\r\nThis is a classic of a synthesized attribute. It\u0027s a simple matter of figuring out \r\nthe rules of the attribute grammar, and coding it up.\r\n\r\nThe type inference engine visits CFG nodes in this way: most of TypeInference.java is \r\njust synthesizing type attributes from child nodes. We\u0027d need a similar (albeit \r\nsimpler) inference engine for side effects.\r\n\r\nI don\u0027t think we\u0027d actually want to make this part of the type system, though. The \r\ntype lattice doesn\u0027t follow the same rules as the side-effect lattice. In particular,  \r\na side-effect-causing function may be a subtype of a non-side-effect-causing \r\nfunction, and vice-versa. It gets even messier when your try to take least common \r\nsupertype of a side-effect function and a non-side-effect function."",""timestamp"":1267215865,""attachments"":[]},{""id"":3,""commenterId"":1948758734812428220,""content"":""Synthesized attribute gets us this case but I am thinking of value propagation  like: var f \u003d Math.sin||Math.cos; var g \u003d f || foo.noSideEffectFunc; g();\r\n\r\nI think the Cartesian product of a sub lattice (all functions) and another lattice \r\n(side effects classification) should form another a lattice as well... But you are \r\nright that is messy.\r\n\r\nI feel we are not fully utilizing the power of our type inference system. It can give \r\nus a lot more solution besides JSDOC types. Instead of mixing new types in the JSDoc \r\ntypes, I wonder if we can extend it so it can take in custom type systems. Like the \r\nfunction side effect type system lattice.\r\n\r\nThoughts?\r\n"",""timestamp"":1268428019,""attachments"":[]},{""id"":4,""commenterId"":-7699928860083865744,""content"":""Andrew ran into this problem when he was writing type tightening. Specifically, you \r\nwant to do an analysis very similar to type inference, but you want to do it over a \r\ndifferent type lattice. I think he just gave up on trying to parameterize TypeInference \r\nand wrote a one-off inference engine in TightenTypes. It would be helpful to ask him \r\nwhy, and whether it\u0027s a good idea to write a separate type inference engine for \r\nattributes like this. Let\u0027s take that discussion off the bug entry and onto the public \r\nmailing list."",""timestamp"":1268438155,""attachments"":[]},{""id"":5,""commenterId"":6398287913007780706,""content"":"""",""timestamp"":1269453938,""attachments"":[]},{""id"":6,""commenterId"":6398287913007780706,""content"":""I think there are two bugs:\r\n  1.  (Math.sin || Math.cos) in the call above is not a name or getprop expression.\r\n  2.  The definition finder doesn\u0027t handle aliases (which is what makes it unable to\r\nfind the definition of goog.now which is an alias to Date.now in addition to a\r\nreference to an anonymous function)\r\n\r\nThe first is fairly easy to fix:  when we encounter a call and what we are calling is\r\nan \""or\"" or \""hook\"" expression, consider the side effects of the left and right\r\nfunction names.\r\n\r\nThe second requires keeping track of aliases and expanding them to compute the set of\r\npossible functions.\r\n\r\nI\u0027ll take a stab at the first issue soon, the later will have to wait until I have\r\nmore time unless someone else wants to pick it up."",""timestamp"":1269460885,""attachments"":[]},{""id"":7,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r154."",""timestamp"":1269532709,""attachments"":[]}]}"
Closure-142,Closure,Issue Report,"Issue Report
{""id"":58,""status"":""Fixed"",""summary"":""Internet Explorer runtime error after compilation."",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":4,""commentCount"":10,""comments"":[{""id"":0,""commenterId"":7777975795178686730,""content"":""\u003cb\u003eWhat steps will reproduce the problem?\u003c/b\u003e\nSee attached HTML file in IE6+ (does not work in IE8 unless Compatibility View is turned *on* for \r\nsome reason).\r\n\r\n\u003cb\u003eWhat is the expected output? What do you see instead?\u003c/b\u003e\nExpected output is on the left-hand side of the page (it is generated by the raw source). Google \r\nClosure\u0027s output is on the right-hand side of the page.\r\n\r\n\u003cb\u003eWhat version of the product are you using? On what operating system?\u003c/b\u003e\nI downloaded compiler-latest.zip today (Nov. 24, 2009, ~ 12:00 PM EST)\r\n\r\n\u003cb\u003ePlease provide any additional information below.\u003c/b\u003e\nThere is a variable called \u0026quot;threshold\u0026quot; which is used to generate an array of arrays in the attached \r\nHTML file. If it is a small number, IE seems to pass arrays into the sort method (sorting an array \r\nof arrays) by value like all other browsers do. But when threshold is large enough (on my \r\nmachine that happens around 250) IE starts passing the arrays in by value. Google Closure \r\ncompiler has changed my original source from making local copies to modifying the arguments \r\nbeing passed into the sort comparator ... but as a result of this IE behavior the Closure compiled \r\ncode breaks."",""timestamp"":1259084060,""attachments"":[{""id"":2881320297632167502,""fileName"":""googleclosuretest.html"",""fileSize"":1695}]},{""id"":1,""commenterId"":7777975795178686730,""content"":""So after looking into this some more, I\u0027ve learned that arrays are always passed by reference, but that only \r\nmeans you can change attributes and individual items in an array. So for example:\r\n\r\nvar a \u003d [1, 2, 3, 4];\r\nvar f \u003d function(x){x \u003d null;};\r\nf(a);\r\n// the value of a will remain [1, 2, 3, 4]\r\n// but if instead:\r\nvar g \u003d function(x){x[0] \u003d null;};\r\ng(a);\r\n// the value of a is now [null, 2, 3, 4]\r\n\r\nIn the attached example, the Google Closure compiled version is akin to the function f above, which means \r\nthat the value of the arrays should *not* be changing. In IE, if the threshold is set high enough, however, they \r\ndo indeed change. So the original report may not be accurate, but this is a real issue."",""timestamp"":1259105000,""attachments"":[]},{""id"":2,""commenterId"":-5060162230523776870,""content"":""There is definitely something odd occurring here, running it under the debugger with \r\nIE7, it reports \""Number expected\"".\r\n\r\nAdding a \""Debug.writeln(\""blah\"")\"" in the \""right\"" spot and the problem goes away:\r\n    var g_test\u003dfunction(f,c){\r\n        var g\u003d[\""aaaaaa\"",\""bbbbbb\""];\r\n        c\u003d(function(a,b){\r\n          for(var d\u003d[],e\u003d0;e\u003ca;e+\u003d1)\r\n            d.push(b);\r\n          return d})(c,g);\r\n        c.sort(function(a,b){\r\n          a\u003d(a[1].toUpperCase());\r\n          Debug.writeln(\""Blah\"");\r\n          b\u003d(b[1].toUpperCase());\r\n          return a\u003cb?-1:Number(a\u003eb)});\r\n        f.innerHTML\u003dtypeof c[0]+\""\u003cbr\u003e\""+c.join(\"" --- \"")\r\n     };"",""timestamp"":1259115134,""attachments"":[]},{""id"":3,""commenterId"":-5060162230523776870,""content"":""Update summary to something more directly related."",""timestamp"":1259201167,""attachments"":[]},{""id"":4,""commenterId"":-5917403417089514098,""content"":"""",""timestamp"":1259707252,""attachments"":[]},{""id"":5,""commenterId"":4690000788079557483,""content"":""I did some research on this issue, documented here:\r\nhttp://www.zachleat.com/web/2010/02/24/array-sort/"",""timestamp"":1267068145,""attachments"":[]},{""id"":6,""commenterId"":4690000788079557483,""content"":""If you don\u0027t want to wait for the compiler fix, just declare the variables outside of \r\nthe sort, and the compiler won\u0027t optimize and reuse them:\r\n\r\nvar a, b;\r\nc.sort(function(a1,b1){\r\n          a\u003d(a1[1].toUpperCase());\r\n          Debug.writeln(\""Blah\"");\r\n          b\u003d(b1[1].toUpperCase());\r\n          return a\u003cb?-1:Number(a\u003eb)});"",""timestamp"":1267106534,""attachments"":[]},{""id"":7,""commenterId"":-7699928860083865744,""content"":""wow. that\u0027s a nice find. i can\u0027t imagine what IE could possibly be doing under the \r\ncovers that would lead to this problem.\r\n\r\nOne possible fix would be to never coalesce the arguments of a function. \r\n\r\nAnother possible fix would be to \""fix\"" Array.prototype.sort:\r\n\r\nvar oldArraySort \u003d Array.prototype.sort;\r\nArray.prototype.sort \u003d function(f) {\r\n  return oldArraySort.call(this, function(x, y) {\r\n    return f.call(this, x, y);\r\n  });\r\n};\r\n\r\nNeither is really satisfying.\r\n\r\nAlan, what do you think?"",""timestamp"":1267151828,""attachments"":[]},{""id"":8,""commenterId"":5241484814466034803,""content"":""Perhaps a @nocoalesce JSDoc tag?"",""timestamp"":1267920870,""attachments"":[]},{""id"":9,""commenterId"":-7699928860083865744,""content"":""fixed by r171"",""timestamp"":1270537715,""attachments"":[]}]}"
Closure-146,Closure,Issue Report,"Issue Report
{""id"":172,""status"":""Fixed"",""summary"":""bad type inference for !\u003d undefined"",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":1,""commentCount"":2,""comments"":[{""id"":0,""commenterId"":-7699928860083865744,""content"":""\u003cb\u003eWhat steps will reproduce the problem?\u003c/b\u003e\n\r\n// \u003d\u003dClosureCompiler\u003d\u003d\r\n// @compilation_level ADVANCED_OPTIMIZATIONS\r\n// @output_file_name default.js\r\n// \u003d\u003d/ClosureCompiler\u003d\u003d\r\n\r\n/** @param {string} x */\r\nfunction g(x) {}\r\n\r\n/** @param {undefined} x */\r\nfunction f(x) {\r\n  if (x !\u003d undefined) { g(x); }\r\n}\r\n\r\n\u003cb\u003eWhat is the expected output? What do you see instead?\u003c/b\u003e\n\r\nJSC_DETERMINISTIC_TEST: condition always evaluates to false\r\nleft : undefined\r\nright: undefined at line 6 character 6\r\nif (x !\u003d undefined) { g(x); }\r\n      ^\r\nJSC_TYPE_MISMATCH: actual parameter 1 of g does not match formal parameter\r\nfound   : undefined\r\nrequired: string at line 6 character 24\r\nif (x !\u003d undefined) { g(x); }\r\n                        ^\r\n\r\nthe second warning is bogus.\r\n\r\n"",""timestamp"":1275609991,""attachments"":[]},{""id"":1,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r265."",""timestamp"":1278540868,""attachments"":[]}]}"
Closure-15,Closure,Issue Report,"Issue Report
{""id"":773,""status"":""Fixed"",""summary"":""Switched order of \""delete key\"" and \""key in\"" statements changes semantic"",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":0,""commentCount"":5,""comments"":[{""id"":0,""commenterId"":-6885360950181397962,""content"":""// Input:\r\n\r\nvar customData \u003d { key: \u0027value\u0027 };\r\n\r\nfunction testRemoveKey( key ) {\r\n\tvar dataSlot \u003d customData,\r\n\t\tretval \u003d dataSlot \u0026amp;\u0026amp; dataSlot[ key ],\r\n\t\thadKey \u003d dataSlot \u0026amp;\u0026amp; ( key in dataSlot );\r\n\r\n\tif ( dataSlot )\r\n\t\tdelete dataSlot[ key ];\r\n\r\n\treturn hadKey ? retval : null;\r\n};\r\n\r\nconsole.log( testRemoveKey( \u0027key\u0027 ) ); // \u0027value\u0027\r\nconsole.log( \u0027key\u0027 in customData ); // false\r\n\r\n\r\n// Compiled version:\r\n\r\nvar customData\u003d{key:\u0026quot;value\u0026quot;};function testRemoveKey(b){var a\u003dcustomData,c\u003da\u0026amp;\u0026amp;a[b];a\u0026amp;\u0026amp;delete a[b];return a\u0026amp;\u0026amp;b in a?c:null}console.log(testRemoveKey(\u0026quot;key\u0026quot;));console.log(\u0026quot;key\u0026quot;in customData);\r\n\r\n// null\r\n// false\r\n\r\n\r\n\u0026quot;b in a\u0026quot; is executed after \u0026quot;delete a[b]\u0026quot; what obviously doesn\u0027t make sense in this case.\r\n\r\n\r\nReproducible on: http://closure-compiler.appspot.com/home and in \u0026quot;Version: 20120430 (revision 1918) Built on: 2012/04/30 18:02\u0026quot;"",""timestamp"":1341844793,""attachments"":[]},{""id"":1,""commenterId"":-7699928860083865744,""content"":""ack. thanks for the report"",""timestamp"":1341848778,""attachments"":[]},{""id"":2,""commenterId"":-7699928860083865744,""content"":""john figured this out first."",""timestamp"":1341866393,""attachments"":[]},{""id"":3,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r2079."",""timestamp"":1341936108,""attachments"":[]},{""id"":4,""commenterId"":-6885360950181397962,""content"":""Thanks for quick patch :)."",""timestamp"":1342427449,""attachments"":[]}]}"
Closure-150,Closure,Issue Report,"Issue Report
{""id"":61,""status"":""Fixed"",""summary"":""Type checker misses annotations on functions defined within functions"",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":7,""commentCount"":7,""comments"":[{""id"":0,""commenterId"":-2383702226191207389,""content"":""\u003cb\u003eWhat steps will reproduce the problem?\u003c/b\u003e\n1. Compile the following code under --warning_level VERBOSE\r\n\r\nvar ns \u003d {};\r\n\r\n/** @param {string\u003d} b */\r\nns.a \u003d function(b) {}\r\n\r\nfunction d() {\r\n    ns.a();\r\n    ns.a(123);\r\n}\r\n\r\n2. Observe that the type checker correctly emits one warning, as 123 \r\ndoesn\u0027t match the type {string}\r\n\r\n3. Now compile the code with ns.a defined within an anonymous function, \r\nlike so:\r\n\r\nvar ns \u003d {};\r\n\r\n(function() {\r\n    /** @param {string\u003d} b */\r\n    ns.a \u003d function(b) {}\r\n})();\r\n\r\nfunction d() {\r\n    ns.a();\r\n    ns.a(123);\r\n}\r\n\r\n4. Observe that a warning is emitted for calling ns.a with 0 parameters, and \r\nnot for the type error, as though the @param declaration were ignored. \r\n\r\n\u003cb\u003eWhat version of the product are you using? On what operating system?\u003c/b\u003e\nr15\r\n\r\n\u003cb\u003ePlease provide any additional information below.\u003c/b\u003e\n\r\nThis sort of module pattern is common enough that it strikes me as worth \r\nsupporting.\r\n\r\nOne last note to make matters stranger: if the calling code isn\u0027t itself within \r\na function, no warnings are emitted at all:\r\n\r\nvar ns \u003d {};\r\n\r\n(function() {\r\n    /** @param {string\u003d} b */\r\n    ns.a \u003d function(b) {}\r\n})();\r\n\r\nns.a();\r\nns.a(123);\r\n"",""timestamp"":1259166883,""attachments"":[]},{""id"":1,""commenterId"":-7699928860083865744,""content"":""thanks for the report. I vaguely recall there was a very specific reason why this\r\ncase wasn\u0027t handled, but I think that reason might have gone away. I\u0027ll play with it\r\nagain and report back."",""timestamp"":1259811145,""attachments"":[]},{""id"":2,""commenterId"":-7699928860083865744,""content"":""notice that if you define ns.a in a local scope, and use it in a later scope, this will now work.\r\n\r\ni\u0027m still working on the case where you define ns.a in a local scope and call it from a global scope."",""timestamp"":1284825419,""attachments"":[]},{""id"":3,""commenterId"":-5060162230523776870,""content"":""Nick, this specific issue is fixed any reason not to close this?"",""timestamp"":1285950211,""attachments"":[]},{""id"":4,""commenterId"":-7699928860083865744,""content"":""nope, the specific issue is not fixed. did you read my last comment?"",""timestamp"":1285956282,""attachments"":[]},{""id"":5,""commenterId"":-5060162230523776870,""content"":""I understand now.  #3 is fixed now but not the call from global scope."",""timestamp"":1285962471,""attachments"":[]},{""id"":6,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r2240."",""timestamp"":1349452255,""attachments"":[]}]}"
Closure-16,Closure,Issue Report,"Issue Report
{""id"":772,""status"":""Fixed"",""summary"":""JSCompiler does not recursively resolve typedefs"",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":0,""commentCount"":6,""comments"":[{""id"":0,""commenterId"":1197285801394374144,""content"":""goog.provide(\u0027a.b.c\u0027);\r\n\r\ngoog.scope(function() {\r\nvar b \u003d a.b;\r\nvar c \u003d b.c;\r\n\r\n/** @typedef {string} */\r\nc.MyType;\r\n\r\n/** @param {c.MyType} x The variable. */\r\nc.myFunc \u003d function(x) {};\r\n\r\n});\r\n\r\nresults in a compiler error.\r\n\r\ngiven that JSCompiler *does* recursively resolve other names, this appears to be a bug rather than an intended limitation.\r\n"",""timestamp"":1341588386,""attachments"":[]},{""id"":1,""commenterId"":8173196008570380122,""content"":""I\u0027m fairly certain that typedefs have to be in the global scope. Although I\u0027m not sure that has been documented anywhere or is the intent.\r\n\r\nIf you remove the goog.scope wrapper, your code compiles correctly."",""timestamp"":1341590139,""attachments"":[]},{""id"":2,""commenterId"":1197285801394374144,""content"":""no, typedefs don\u0027t have to be in the global scope. goog.scope must enclose everything in the file except goog.provide/goog.require"",""timestamp"":1341590346,""attachments"":[]},{""id"":3,""commenterId"":8173196008570380122,""content"":""Scope affects it in some way. Here\u0027s test code:\r\n\r\nvar foo \u003d {};\r\n/** @typedef {string} */\r\nfoo.bar;\r\n\r\n/** @typedef {string} */\r\nvar foo2;\r\n\r\nvar foo3 \u003d {};\r\n\r\n(function() {\r\n\r\n/** @typedef {string} */\r\nfoo3.bar;\r\n/** @typedef {string} */\r\nvar foo4;\r\n\r\nvar foo5 \u003d {};\r\n/** @typedef {string} */\r\nfoo5.bar;\r\n\r\n/** @param {foo.bar} x The variable. */\r\nvar myFunc \u003d function(x) {}; // No errors\r\n\r\n/** @param {foo2} x The variable. */\r\nvar myFunc2 \u003d function(x) {}; // No errors\r\n\r\n/** @param {foo3.bar} x The variable. */\r\nvar myFunc3 \u003d function(x) {}; // Unknown type error\r\n\r\n/** @param {foo4} x The variable. */\r\nvar myFunc4 \u003d function(x) {}; // Unknown type error\r\n\r\n/** @param {foo5.bar} x The variable. */\r\nvar myFunc5 \u003d function(x) {}; // Unknown type error\r\n})();"",""timestamp"":1341592248,""attachments"":[]},{""id"":4,""commenterId"":-7699928860083865744,""content"":""for the record, the error message is:\r\nJSC_TYPE_PARSE_ERROR: Bad type annotation. Unknown type c.MyType at line 10 character 12\r\n/** @param {c.MyType} x The variable. */\r\n"",""timestamp"":1341702258,""attachments"":[]},{""id"":5,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r2077."",""timestamp"":1341869432,""attachments"":[]}]}"
Closure-171,Closure,Issue Report,"Issue Report
{""id"":1023,""status"":""Fixed"",""summary"":""Assigning object literals to obj.prototype in a immediately executed function not recognized."",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":0,""commentCount"":7,""comments"":[{""id"":0,""commenterId"":5466112693174441437,""content"":""/** @constructor */\r\nfunction foo() {}\r\n(function() {\r\n  foo.prototype \u003d {\r\n    alert: function() {\r\n      alert(\u0026quot;hello world\u0026quot;);\r\n    }\r\n  };\r\n})()\r\nwindow.console.log(foo.prototype.alert); //undefined property warning\r\n"",""timestamp"":1371145802,""attachments"":[]},{""id"":1,""commenterId"":8173196008570380122,""content"":""This is a major issue for my jQuery build right now."",""timestamp"":1371145878,""attachments"":[]},{""id"":2,""commenterId"":-5060162230523776870,""content"":""This is just a warning issue? Not an optimization issue?"",""timestamp"":1371568944,""attachments"":[]},{""id"":3,""commenterId"":-7699928860083865744,""content"":""Yep. I\u0027ve got a fix for this. Oddly, this broke due to a hack we inserted a while back for type-casts, and we can remove it now that john fixed the type-cast stuff."",""timestamp"":1371577043,""attachments"":[]},{""id"":4,""commenterId"":-7699928860083865744,""content"":""for code review here:\r\nhttp://codereview.appspot.com/10360045"",""timestamp"":1371577376,""attachments"":[]},{""id"":5,""commenterId"":8173196008570380122,""content"":""Correct - But if I put out code that generates warnings, I get complaints :-)"",""timestamp"":1371580842,""attachments"":[]},{""id"":6,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision 6d38965a1e0a."",""timestamp"":1371755488,""attachments"":[]}]}"
Closure-26,Closure,Issue Report,"Issue Report
{""id"":732,""status"":""Fixed"",""summary"":""ProcessCommonJSModules module$exports failures when checkTypes enabled"",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":0,""commentCount"":3,""comments"":[{""id"":0,""commenterId"":-6289268304558982259,""content"":""If you define a module (echo.js) as:\r\ndefine(function() { return {\r\n  echo: function(val) {\r\n    window.console.log(val);\r\n  }\r\n}});\r\n\r\nand an entry point* that does not define any new modules as:\r\nvar echo \u003d require(\u0027echo\u0027);\r\necho.echo(\u0027hello world\u0027);\r\n\r\nand compile with:\r\njava -jar build/compiler.jar --formatting\u003dPRETTY_PRINT --jscomp_error\u003dcheckTypes --compilation_level\u003dSIMPLE_OPTIMIZATIONS --transform_amd_modules --process_common_js_modules --js\u003decho.js --js\u003decho-main.js --common_js_entry_module\u003decho-main.js\r\n\r\nYou get the error:\r\necho-main.js:1: ERROR - Property module$exports never defined on module$echo_main\r\n\r\nwhich is probably happening because of ProcessCommonJSModules#emitOptionalModuleExportsOverride is testing a property that doesn\u0027t exist. I can try to cook up a patch but it would probably fall back to using goog.isDef and there\u0027s probably a cleaner way :)\r\n\r\n\r\n\r\n\r\n*p.s what is the intended definition of entry points that do not define new modules. the following leaves a call to a require function:\r\nrequire([\u0027echo\u0027], function(echo) {\r\n  echo.echo(\u0027hello world\u0027);\r\n});"",""timestamp"":1337182651,""attachments"":[]},{""id"":1,""commenterId"":-7699928860083865744,""content"":"""",""timestamp"":1337372159,""attachments"":[]},{""id"":2,""commenterId"":-7699928860083865744,""content"":""This issue was closed by revision r1982."",""timestamp"":1337697911,""attachments"":[]}]}"
Closure-41,Closure,Issue Report,"Issue Report
{""id"":368,""status"":""Fixed"",""summary"":""In ADVANCED mode, Compiler fails to warn about overridden methods with different signatures."",""labels"":[""Type-Defect"",""Priority-Medium""],""stars"":1,""commentCount"":6,""comments"":[{""id"":0,""commenterId"":-2020703049423688535,""content"":""In ADVANCED mode, Compiler fails to warn about overridden methods with different signatures. The following code only warns in the one instance noted in the comment, whereas I would expect it to complain about the declarations of both Bar.prototype.add and Bar.prototype.sub, as they claim @inheritDoc, but have seemingly different signatures from that of their superclass methods.\r\n\r\nIt would be helpful to have such a warning so that when you change the signature of a superclass method, you can run the Compiler to trigger warnings and find all of the other signatures that you need to update.\r\n\r\nRun the following:\r\n\r\n// \u003d\u003dClosureCompiler\u003d\u003d\r\n// @compilation_level ADVANCED_OPTIMIZATIONS\r\n// @output_file_name default.js\r\n// @use_closure_library true\r\n// \u003d\u003d/ClosureCompiler\u003d\u003d\r\n\r\ngoog.provide(\u0027Foo\u0027);\r\ngoog.provide(\u0027Bar\u0027);\r\n\r\n\r\n/** @constructor */\r\nFoo \u003d function() {};\r\n\r\n\r\n/**\r\n * @param {number} a\r\n * @param {number} b\r\n * @return {number}\r\n */\r\nFoo.prototype.add \u003d function(a, b) {\r\n  return a + b;\r\n};\r\n\r\n\r\n/**\r\n * @param {number} a\r\n * @param {number} b\r\n * @return {number}\r\n */\r\nFoo.prototype.sub \u003d goog.abstractMethod;\r\n\r\n\r\n/**\r\n * @constructor\r\n * @extends {Foo}\r\n */\r\nBar \u003d function() {\r\n  goog.base(this);\r\n};\r\ngoog.inherits(Bar, Foo);\r\n\r\n\r\n/** @inheritDoc */\r\nBar.prototype.add \u003d function(one) {\r\n  return one;\r\n};\r\n\r\n\r\n/** @inheritDoc */\r\nBar.prototype.sub \u003d function(one) {\r\n  return one;\r\n};\r\n\r\n\r\nvar foo \u003d /** @type {Foo} */ (new Bar());\r\nalert(foo.add(3, 4));\r\n\r\nvar bar \u003d new Bar();\r\n// THIS PRODUCES JSC_WRONG_ARGUMENT_COUNT\r\nalert(bar.add(3, 4));\r\n"",""timestamp"":1299105393,""attachments"":[]},{""id"":1,""commenterId"":-5205599355437290890,""content"":"""",""timestamp"":1305903795,""attachments"":[]},{""id"":2,""commenterId"":-7699928860083865744,""content"":""i think they do have compatible signatures? e.g., Bar.prototype.add can take 2 arguments and it will work just fine.\r\n\r\nI think what we really need to do is infer dynamically that Bar.prototype.add may be called with 1 argument or 2 arguments, and the second argument is optional ALL {*\u003d}. That would be completely consistent in our type system, i think?"",""timestamp"":1305924771,""attachments"":[]},{""id"":3,""commenterId"":-7699928860083865744,""content"":""Yi and I were also talking about the secondary question of whether there should be a warning for the overriding methods. I\u0027ve said \u0027no\u0027 in the past, because there are many cases where this feature is useful. e.g., if you have an event handler that doesn\u0027t use the event object, it doesn\u0027t really make sense to declare a variable for it.\r\n\r\nWe\u0027ve talked about having @override mean \""it\u0027s ok to omit arguments\"", and @inheritDoc mean \""all the arguments in the original documentation must be in the function\"""",""timestamp"":1305926934,""attachments"":[]},{""id"":4,""commenterId"":-2020703049423688535,""content"":""On p.151 of Closure: The Definitive Guide, I give an example of the dangers of introducing a new, optional argument to a function that is used as a listener function, which is why I discourage omitting the event variable in the signature.\r\n\r\nI included this example because I\u0027ve definitely been stung by it, and it\u0027s hard to track down when it happens!\r\n\r\nNot sure if it completely maps to the current bug at hand, though."",""timestamp"":1306507870,""attachments"":[]},{""id"":5,""commenterId"":1328304962299559429,""content"":""This issue was closed by revision r1742."",""timestamp"":1327420413,""attachments"":[]}]}"
Closure-45,Closure,Issue Report,"Issue Report
{""id"":618,""status"":""Fixed"",""summary"":""Assignment removed when used as an expression result to Array.push"",""labels"":[""Type-Defect"",""Priority-High""],""stars"":0,""commentCount"":5,""comments"":[{""id"":0,""commenterId"":-2876437220735395074,""content"":""\u003cb\u003eWhat steps will reproduce the problem?\u003c/b\u003e\n1. Open online closure-compiler\r\n2. Input code:\r\n  function f() {\r\n    var a \u003d [], b;\r\n    a.push(b \u003d []);\r\n    b[0] \u003d 1;\r\n    return a;\r\n  }\r\n3. Press [Compile]\r\n\r\n\u003cb\u003eWhat is the expected output? What do you see instead?\u003c/b\u003e\nExcept OK.\r\nOutput: function f(){var a\u003d[];a.push([]);return a}; //wrong\r\n\r\n\u003cb\u003eWhat version of the product are you using? On what operating system?\u003c/b\u003e\nCurrent online version.\r\n"",""timestamp"":1323362594,""attachments"":[]},{""id"":1,""commenterId"":8173196008570380122,""content"":""Verified in simple and advanced mode in command line compiler as well."",""timestamp"":1323369536,""attachments"":[]},{""id"":2,""commenterId"":-5060162230523776870,""content"":""Seems RemoveUnusedVariables is the culprit."",""timestamp"":1323385771,""attachments"":[]},{""id"":3,""commenterId"":-5060162230523776870,""content"":""I have a fix pending."",""timestamp"":1323549109,""attachments"":[]},{""id"":4,""commenterId"":1328304962299559429,""content"":""This issue was closed by revision r1674."",""timestamp"":1323796776,""attachments"":[]}]}"
