project,bug_id,score_FlexFL,success_FlexFL,score_BRaIn,success_BRaIn,score_bluir,success_bluir,score_buglocator,success_buglocator,score_locus,success_locus,score_any,y_any
Time,25,-0.1199892574962107,1,-0.7625330366340712,1,-0.5477850779057664,1,-1.1375605204902381,1,-0.19658577426936097,0,-0.34378791834946765,1
JacksonDatabind,42,-0.5412898661653379,0,-1.488493879541182,1,-1.5065008969644742,0,-1.3145610362094733,0,-0.9302646038523833,0,-2.760978760495237,1
JacksonDatabind,56,0.9356967375106806,1,0.23497876773341525,1,-0.14232283943076132,0,-0.2425310213203789,1,1.1084439194301197,0,0.7678597319893414,1
JacksonDatabind,57,-0.41458824174096404,1,-0.9842859452131378,1,-0.8255885337680497,1,-1.3325217354002428,1,-0.3792014085713743,1,-1.7624619969489888,1
JacksonDatabind,43,-3.0150276586582034,0,2.1860826946610366,0,1.6704079112005754,0,3.056927932934404,0,1.2060759172751097,0,7.783499784246586,0
Time,24,-1.20250352786583,0,-1.500138621550209,0,-0.3733801549162327,0,-1.935639564730309,0,-0.4726732996647512,0,-0.8489864676286608,0
JacksonDatabind,94,-1.491822536775331,0,-2.052968274120321,1,-1.234137886946043,0,-1.5740081598767586,0,-0.5205444460828984,1,-3.702161329471198,1
Time,18,-0.8359584281152147,0,-0.3217664504050272,1,-0.13020946553840462,1,-1.0707510687613546,1,-0.6534780709455084,1,0.30965360738035325,1
JacksonCore,26,-0.6560951286502081,0,-0.15407763998664714,0,-0.8098957450514545,0,-0.14595582872420443,0,-0.5647148121917386,1,-1.1345540031035466,1
JacksonDatabind,80,-1.2320067416576175,0,-2.332506946344574,0,-0.938470828709917,0,-1.3217507827573243,0,-0.332759229771671,0,-2.742038382714154,0
Closure,28,-1.9150875397698355,0,-3.095401670205347,0,-2.44798683575854,0,-3.161201201802311,0,-1.4777345965067443,0,-7.182324022606321,0
Math,73,0.5121054118015477,1,0.029220985846328883,0,1.0446615446461542,0,0.016180529249197,1,0.9808491080770027,0,2.564608957943237,1
Lang,13,1.6084965945566019,1,2.4277330097305954,1,1.7130487010834679,1,2.34275695137988,1,0.9446433676067785,1,4.67253582841898,1
Math,67,1.1777858195621502,1,1.2451216883357739,1,1.3315170785732064,0,1.0603857854890892,1,1.8556545485366887,0,3.7665182763780667,1
Closure,14,-0.920203851785298,0,-2.88668808712662,0,-2.0716473931735457,0,-2.35294754318477,1,-0.7769775750323771,0,-6.6603110816980005,1
Closure,147,-0.8070151371944387,0,-1.489369994391812,0,-1.344031992777579,0,-1.1688891325029205,0,-1.0506797284634999,0,-5.47234812439321,0
Cli,12,1.9038937074189448,0,3.2553731055854422,0,2.236069664500526,1,3.2610925299645164,0,1.0303432223637354,0,5.091454212131713,1
Closure,153,-0.9800569535514951,0,-1.6292775024553048,0,-1.2139348210945722,0,-1.5000261418332277,0,-0.9374519543949801,0,-4.465353970947543,0
Csv,8,0.5693520500551922,1,0.8912634180493088,1,1.1864296385087805,0,0.6245942093394076,1,0.574836558381922,1,3.833955412741786,1
Math,98,2.1441572824944615,1,1.9945013577865474,1,2.064115955212775,1,2.1364237300374485,1,1.8984441682864461,1,3.7532026039564266,1
Jsoup,17,1.1492747381405815,0,1.8007735667927436,1,0.5156822558068764,0,1.0482510551859705,0,0.5075448605313324,0,2.0309865527781126,1
Codec,15,1.3286848473911528,1,2.189119580915005,1,2.1696538127947957,1,2.027197626627558,1,1.3272139473441695,1,4.606765445023262,1
Cli,4,2.2915847080742435,0,3.29662340383772,1,2.2081826705211385,1,3.2632870937214897,1,1.285131231483314,0,5.517965932524621,1
Mockito,16,-3.0092365773137315,0,-2.316834356052207,1,-1.3684752116902297,0,-1.6072129598520868,0,-0.8891070895707385,0,-5.7060157933988265,1
JxPath,15,1.0346705818665942,0,2.0801987175109664,0,2.426677939149208,1,1.5853316150633052,0,1.1817658505622577,1,4.279559023632644,1
JxPath,17,1.3587278382550292,1,2.3084967657382354,1,1.8277310765449482,1,1.9113078585357712,1,1.4520945671160026,1,4.433011122274743,1
Mockito,28,-2.2083543022829235,0,-1.5011477686483934,0,-1.0104623306338445,0,-1.117421877031677,1,-0.5721963406986397,1,-4.786809968481575,1
Mockito,14,-1.37384145539038,0,-0.4443495203698647,0,-0.570019299995887,0,-0.41215546291934135,0,-0.18379240118781115,0,-4.638344131341955,0
Jsoup,29,-0.5572416544404414,1,0.2632382395142516,1,-0.7790536790835938,0,-0.17682645477092432,0,-0.3742281435744718,1,0.15811431280884314,1
Codec,17,1.3574483441043181,0,2.459429906751646,1,1.6953847430977382,0,1.8242903946135978,1,0.7044389915922853,1,3.259608802379668,1
Jsoup,15,0.4775194409548358,0,1.4180556199744176,0,-0.07865812143503824,0,0.9553088433406908,0,-0.3490482581251104,0,0.05493659643245905,0
Cli,10,1.1944306429280018,1,2.698558594033039,1,1.9052365937755493,0,2.3128210624745402,0,0.9461136483170727,1,3.9014321100224842,1
Closure,145,-0.5454909672906072,0,-1.0520840993104015,0,-1.0749556909712183,0,-1.0251309769602732,0,-0.8057754099440166,0,-4.194372240246722,0
Closure,16,-0.5214104057531629,0,-2.285450465329239,0,-1.3397580776888294,0,-2.0475521803047516,0,-0.3996469201882018,0,-4.2945970810876055,0
Math,59,0.45428147689791976,1,0.3893008356726981,0,2.236492797338435,0,0.19384044374881734,0,0.2384888924727326,0,2.8282775216110827,1
Closure,151,-0.1987138816393461,0,-1.702955753829026,1,-1.6993030112753915,0,-1.2650879712473413,0,-0.8595963032499558,0,-3.8466951350085212,1
Lang,39,0.5321937339253617,1,0.653292080164031,1,1.0411378226259316,1,0.7889309816021245,1,0.14546481303352254,0,1.546531778287034,1
Lang,11,-0.1770230237044655,1,0.7967390514899224,1,1.3825328643942778,1,0.22697809694590457,1,0.1296556618682096,1,3.0225848121564876,1
Math,71,1.1628406591311002,0,0.9598854866377258,0,1.6104403676100632,0,1.285995031092182,0,0.78073414804464,0,3.4478538040928863,0
Math,65,1.7951803290657435,0,1.480143787513135,1,1.8547331616504215,0,1.4573171297846124,1,1.2664095369637585,0,3.3090259384958545,1
Cli,38,-1.2574964838135818,1,-0.302693941937649,1,0.908735575596162,1,0.06789933338434576,1,-0.009453994546078062,0,0.44194645001974975,1
Closure,9,-1.3880024914680722,0,-3.1455877549658315,0,-1.916090322868233,0,-2.7609121721050167,0,-1.0330801278843447,0,-4.487165601258477,0
JacksonCore,24,0.26807681033615655,0,0.5577982622042802,1,0.157237780772725,0,0.032144755560720134,1,-0.02367163175230068,0,0.49221433757944033,1
JacksonDatabind,96,0.36909448845828263,0,-1.5275126987267478,1,-1.2191539490418466,1,-1.0860300317672413,0,-0.591458368849356,0,-3.901213295006892,1
JacksonDatabind,82,-0.46893601460479833,0,-0.8712803563230531,0,-1.2154960556622838,1,-0.8367659089208711,0,-0.5225796201526947,0,-2.34497917252888,1
JacksonCore,18,0.29491278442217683,1,1.307768536536602,1,-0.32118719052487377,1,0.5863388536830006,1,-0.18909349960588753,1,-0.07948701304004996,1
Time,26,-1.2316799914959617,1,-1.1231927575900889,0,-1.2872323958575183,0,-1.3105707787637324,1,-0.8807147709442055,0,-0.7711487761624835,1
JacksonDatabind,55,-0.10625996719589618,0,-1.078663615977141,0,-1.3064772225083976,0,-0.7420841858382646,0,-0.7255172983640775,0,-3.0581037202339334,0
JacksonDatabind,41,-0.5383050758037538,1,-0.7591444934954064,0,-0.749812100077205,1,-0.5016223388965184,1,-0.0413811955798828,1,-1.676059406974699,1
JacksonDatabind,8,-1.3035168164902424,0,-1.4523685617300692,0,-1.1174883213856217,0,-0.9983855791235335,0,-0.6954380551332955,0,-2.0537105848397776,0
JacksonDatabind,69,-1.0464132420816699,0,1.0649327811864249,0,-0.7813110788857439,0,0.4602943197174415,0,-0.5721029243168342,0,-1.3247348692771657,0
JacksonDatabind,68,-1.40637476862233,1,-1.541328437804614,0,-2.0842003247674215,1,-1.1948540001771906,1,-1.2674341558929625,1,-2.5199846788321003,1
JacksonDatabind,9,-1.0485724042818385,0,-0.9563426395158492,0,-1.1326663916968298,0,-1.3021340890769522,0,-0.953205440153818,0,-0.7981612405942784,0
JacksonDatabind,40,-0.6954187942266206,0,-1.860408316699891,0,-2.151164390611555,1,-1.1488123965148649,1,-0.8655950097747893,0,-4.577293800365941,1
JacksonDatabind,54,-0.7138474902399904,0,-1.1917308546792176,0,-1.3193560939801685,0,-1.1567997634820082,1,-0.7412536221628803,1,-2.1880587073704105,1
Time,27,-1.3470050146572237,1,-2.049908496435318,1,-1.2719746704172685,1,-2.576742373632305,1,-0.8981864402066351,0,-1.662757666178437,1
JacksonCore,19,-0.35786571030018643,1,-0.37557659339831906,1,-1.241074358372816,1,-0.7170927271544724,1,-1.0603121233998636,1,-0.859000375240547,1
JacksonDatabind,83,0.14102881208726387,1,1.192903971177216,0,-0.14669883289956798,0,0.5419831525641883,0,0.23107280898539795,1,0.8596136673529398,1
JacksonDatabind,97,-0.9943116229427892,0,-1.0705419350946552,0,-1.355733539658115,0,-0.9339252516878894,0,-0.8535104907764863,0,-0.8058632775958985,0
JacksonCore,25,4.717067349548295,0,5.911641883538852,1,3.9922712809379686,1,7.306695154076669,1,2.5083039338503883,1,10.164431263109584,1
Math,64,0.14800211402593563,1,-0.2800220082032916,1,0.920232932215211,1,0.05105954977126172,1,0.8483788352559075,0,2.034038634845151,1
Closure,8,-0.03218969842704918,0,-1.567292250842004,0,-1.2345035111205038,0,-1.5406797103352374,0,-0.42633043950476934,1,-4.187357021085292,1
Cli,39,0.6230895217339372,0,1.1890803192878794,0,1.4099085969128802,1,1.4093730924219172,1,0.3859755863782424,1,2.4152792297385695,1
Lang,10,0.2596713270356246,1,0.5020795317050524,1,1.0625710716887937,1,0.5326042198529365,1,0.6704949034467886,1,2.2220333256395484,1
Math,70,0.7616663771371849,1,1.0542450612089591,0,1.0463658542265577,0,0.778476153569857,1,0.6174590936532808,0,2.07739358957573,1
Math,58,0.40762494693284046,0,1.248654444705867,1,1.175953659888393,0,0.7607917095138653,1,0.10086745013411236,0,1.8889827962649812,1
Lang,38,1.3839720581321457,0,2.7431674067064953,0,1.6582540076510912,1,2.136231744987292,1,0.9111128221882896,0,3.5556804095206003,1
Closure,150,-1.3503033341166126,0,-1.791806624471579,0,-1.3709542112864124,1,-1.6741188429494513,0,-1.1127257309020366,0,-2.6739902394795068,1
Closure,144,-2.0534350323615156,0,-3.2918633098536563,0,-2.6672905268760503,1,-3.19671461012982,0,-1.90677055402322,0,-9.136311262561094,1
Cli,11,1.9716234051614863,0,3.209215425768472,1,2.682570839009579,1,3.103328289734158,1,1.2449009767052084,1,5.506271684742145,1
Closure,17,-0.9205171688717135,0,-2.897780031211928,0,-1.7521134326213743,0,-2.5764822117935164,1,-0.7521061699715307,0,-4.07850386059646,1
Jsoup,14,-1.086055497594832,0,0.33632322513154017,0,-0.6555681903169747,0,0.05936682802554508,0,-0.5924751811950748,0,-0.9059298523879201,0
Codec,16,1.3511586282604555,1,2.289128607167507,1,2.816144193770021,0,1.8747166574213048,1,1.1857072194111529,1,4.907720523700274,1
Jsoup,28,-0.8757296306896665,0,-0.17264456502854766,1,-0.6388655565959048,0,-0.17191084926430036,0,-0.8377697167512939,0,-0.11196407825270842,1
Cli,7,-0.15985579159592028,0,0.4410905808586163,0,0.9918022125310746,0,0.53406335947161,0,-0.4532831207204872,0,1.5867349706172702,0
Mockito,15,-2.628396621401606,0,-1.2208756412197674,0,-1.1598452958463417,0,-1.3116317838846905,0,-1.1305938794872645,0,-6.1178584497365724,0
JxPath,16,1.7141850381031967,1,1.9389400596320046,1,2.079866987430862,1,1.8589332393166105,1,1.3280600582702802,1,4.13948645223002,1
Mockito,29,-2.1904388054913855,0,-1.5702469716656609,0,-0.6219829984526669,0,-1.0058987815688498,0,-0.5136951461447992,0,-5.101980382517731,0
Mockito,11,4.721828751112254,0,9.181817323764248,1,6.44442781587,0,10.389185544967779,0,3.0325097434844555,1,11.48998468019865,1
JxPath,12,0.7122442962103744,1,0.16850378285732426,1,0.5354572090045507,1,0.48814063042957845,1,-0.22399329824907022,1,2.769107462794776,1
Cli,3,1.8357913422645786,0,2.99979840628566,0,2.208448477806097,0,3.2999453257048543,0,1.1535913935441937,0,5.171577120834495,0
Jsoup,10,-1.4923656615454168,0,-0.3350748132050816,1,-1.136976336619433,1,-0.8661281626130979,1,-1.0237095370032196,1,-1.3037284529630955,1
Jsoup,38,-0.2147243391779632,1,0.3800942741173777,1,-0.32775855261646225,1,0.02463184950801787,0,-0.10550618495174599,0,0.898497428983886,1
Codec,12,1.4192221433975458,1,2.6949481962106185,1,1.823036831659139,0,2.136856828820666,1,1.1155108031963505,1,4.494226570691941,1
Math,74,1.7424470080768724,1,1.6374268288667941,1,1.9420916080849744,1,1.5528850154235245,1,1.2823990156558795,0,5.355104954200866,1
Cli,29,1.7757531559753383,1,3.1129694553561236,1,2.731072078440716,1,2.945604303266135,1,1.1277176936938542,1,5.388032069838379,1
Lang,14,2.1746703322156544,1,2.2567009964183686,1,2.1290671054209467,1,2.323222713276481,1,1.6338617586412458,1,4.426537965527809,1
Closure,168,-1.0920224380572856,0,-3.0911390835545247,1,-1.893943091491269,1,-2.625520506500494,1,-0.9101830661943509,0,-4.313832490496141,1
Math,60,1.2919392620743098,1,1.7571332746947737,0,1.1080452313038407,1,1.4590082170293406,1,0.8637699545768579,0,1.7951799505012347,1
Closure,13,-0.7763505226742783,0,-2.3944484088384095,0,-1.808441432110457,0,-2.049688812814683,0,-0.9069555863039861,0,-5.393030552574267,0
Math,48,-0.5653059815790311,0,-0.47490135055528854,0,0.2575122022118915,1,-0.3084959781286347,0,-0.2623044448802585,0,0.5249376011321096,1
Cli,15,-0.09604060209053028,0,0.7890475420493609,0,1.7815163037922073,0,1.742934168324283,0,-0.1136267777003061,0,3.4099339822022086,0
Lang,28,1.8584893737689852,0,2.4024660014596937,0,2.086464438358283,0,2.459452613162063,0,1.3093542453440596,0,4.011727759860879,0
Closure,140,-1.0751383497914584,0,-2.5107792103115365,1,-1.809715965063167,0,-2.019072176096564,0,-1.1117152781497461,0,-6.458642775845049,1
Closure,154,-1.3859376685854645,0,-2.0725985850914137,0,-1.3547909669875944,0,-1.9724053716346113,0,-1.046429060753382,0,-4.227841281268826,0
Time,23,-0.06748921019219556,1,-1.419624795390242,1,1.0886304280874684e-05,0,-1.591442510442945,1,0.05281089759924772,1,1.2896672177869526,1
JacksonCore,21,-0.9874141687922712,1,-1.091047132830834,0,-1.1211180443802553,1,-0.9109664014782094,1,-0.6898556401298354,1,-0.23069525700367813,1
JacksonDatabind,93,-2.7469914066104724,1,-1.9036187520021146,0,-3.0189108264050337,1,-2.0016114763079713,1,-1.6355235271782116,1,-5.071825544601705,1
JacksonDatabind,87,-0.8195632384878762,0,-0.9300741298684572,1,-1.1714383565311637,1,-1.4069218322442736,1,-0.8881804797007585,1,-0.8892164002499164,1
JacksonDatabind,78,-0.4229441838342645,0,-1.4783120491703936,0,-1.9186438615830619,1,-0.7771342559354484,0,-0.5554549851428615,0,-4.743133322200401,1
JacksonDatabind,50,-0.48406838721743783,0,-0.9492694004959406,0,-1.3499292448007472,0,-0.7008325156466434,0,-0.6110922777561164,0,-2.7031257623124643,0
JacksonDatabind,44,-1.219659535740492,0,-1.7435245929081975,0,-1.3083188436210684,0,-1.438897466079737,0,-0.811178911819692,0,-3.0383988302507414,0
JacksonDatabind,45,5.836381477487859,0,6.267041792563412,0,9.1955085380758,0,9.631169493544803,0,3.1562090527171076,1,13.641752924969936,1
JacksonDatabind,51,-0.26394285660155414,0,-1.0354197033735089,0,-0.8682131798291467,0,-0.5270055527169252,0,-0.44853863917579073,0,-4.164388309813688,0
JacksonDatabind,79,0.8802192788341204,0,0.9358779108540116,1,-0.20540249575510167,1,0.5285906678872394,1,0.5131844080547595,1,2.1417943521084855,1
JacksonDatabind,86,-0.7562143446867955,0,-1.2976281403335344,0,-1.565824933251507,0,-1.4729487960790184,0,-0.9468902532840311,0,-2.4780115408772927,0
JacksonDatabind,92,0.2187090072323799,0,-0.8645417963416847,1,-1.1421134625202194,0,-0.4546585225560769,0,-0.5037318531031728,0,-2.033753094348468,1
JacksonCore,20,1.2760272603974783,1,1.0907011665537745,1,0.24929272736701594,1,0.8025180005988214,1,0.5559334332746416,1,2.323298800331973,1
Time,22,0.19207068246247977,0,0.9681432242901551,0,0.42802180620932445,0,-0.3454033968626754,0,0.11570198503377706,0,2.059961199986608,0
Closure,155,0.926026875023812,0,-0.03770653894673151,0,-0.05686667373131056,0,-0.7659380333909583,0,0.6094568840406283,0,-1.6057601123298724,0
Math,49,0.2849836237352553,1,-0.14917716867894137,1,0.2620332074871799,0,-0.07174309817186873,1,0.10812644417171534,0,-0.2741983132522605,1
Closure,12,-0.7612613899722486,0,-2.116347927026038,0,-1.550377167980636,0,-1.8873749163644797,0,-0.7413646523746307,0,-5.527613043096226,0
Closure,141,0.28647214684467387,0,-1.3350237793112743,0,-1.399415594476654,1,-0.7299019707726964,0,-0.8031633833240845,0,-2.99893879872968,1
Cli,14,0.08056546864057101,0,1.6715019917348493,0,0.670612981189876,0,1.827623493040574,0,-0.16123471015998245,0,1.0283110325105806,0
Lang,29,-0.42861298720560453,1,0.31664220488575534,1,0.0984084072160001,0,-0.04518182196549772,1,-0.40882829599885573,1,0.006689989996786577,1
Closure,169,-1.317814747294275,0,-2.811507242419448,1,-1.7921621689068392,0,-2.567113143855718,0,-0.9945534823184392,0,-5.2028490416269575,1
Math,61,0.4780527511400712,1,0.30093259787923166,0,1.1443621762477776,1,0.17548191376656544,1,0.6563191313397956,0,2.878313219164985,1
Math,75,2.0855024432140863,1,1.6201890330528965,1,1.5904243125957302,1,1.3548895190251775,1,1.291745696553235,0,3.579198133914984,1
Cli,28,1.4936023986174423,1,2.7481271249561385,1,2.11412504363971,1,2.481719608862752,1,0.9626745613217204,1,4.508675110021039,1
Lang,15,1.194409251890275,1,1.4011555273794065,1,1.1283246055051601,0,1.3534375015028977,1,0.4642336672125438,1,2.4558459632487706,1
Codec,13,-0.025989068483959186,1,0.2828687984989906,1,0.2989173024518899,1,0.44828694118553164,1,-0.3947889952567322,1,0.354234878616872,1
Jsoup,39,-0.6358643223918923,0,-0.45590047587464133,0,-1.3429768808080231,0,-0.34400116179390067,0,-0.9321591495822982,1,-3.429850528988393,1
Jsoup,11,-1.2658931069169386,1,-0.49687528205214465,1,-1.3633013514542454,1,-1.0932554661075666,1,-1.134606425319025,0,-2.5318718501541206,1
Cli,2,-0.5569991005329876,1,0.5234413355454121,1,1.0184731875969564,0,1.1193225578542179,0,-0.12714028540651182,1,1.269348058674987,1
Mockito,38,-2.320596124996896,0,-0.8270038696941598,0,-0.7514730703849944,0,-0.751281943035969,0,-1.0108266762117937,0,-5.565926410469617,0
JxPath,13,0.8459782966189013,1,0.6516554680907386,1,0.7570584540925167,0,0.5157453986402423,1,-0.09240273607151979,1,2.583074017964553,1
Mockito,10,-0.8575468436546653,0,-0.6226549222971888,1,-1.3830805619996722,1,-1.0283182176954968,1,-0.607820809378779,0,-1.264276220952077,1
Mockito,12,-2.5806815308801827,0,-0.9574279235037028,0,-0.95561592616285,0,-0.6720802572766101,0,-0.7111838814122968,0,-4.842588824428446,0
JxPath,11,0.8943249285773495,0,0.5297604860548975,0,0.7145151715363349,0,0.6760555213678018,0,-0.03340948988890395,0,2.725276708605637,0
Math,9,1.713125376881504,1,0.4285701465870002,1,1.502690348911176,1,0.5963257029274248,1,1.1635122700211764,0,2.867461486462763,1
Jsoup,13,-1.1020019929696587,0,-0.1430167528830207,1,-0.9358339304219068,1,-0.4062201666257627,1,-0.26623965027278873,1,0.7232070989622696,1
Codec,11,0.2737820724481414,1,0.6865833373597203,1,1.1992791651595038,1,0.7764307673114127,1,0.24963907852388909,1,2.4633131633425065,1
Math,88,-0.2012062623193968,0,-0.987352762953064,0,0.508087965643162,0,-0.26566602465017364,0,0.4336058559951629,0,-0.6334174939168261,0
Compress,9,1.3595246479158258,1,3.588684066224374,1,1.8345971074478968,1,3.575784956922042,1,0.9725289651763273,1,4.667348384875567,1
Closure,38,-0.35633748131345244,0,-1.5561147788950787,0,-1.122062400284763,0,-1.5941107387822024,0,-0.7042725596603094,0,-4.55353810606178,0
Math,63,0.3306790478934516,1,-0.6714048998598231,1,0.7725980010342488,0,-0.2493954484403969,0,0.4224846941364823,0,1.7833656837598657,1
Lang,17,1.6848637572150584,1,2.0912052732299045,1,1.2786971643048775,1,1.9555196327373419,0,0.7635019402531275,1,2.8499424100837545,1
Math,77,1.7904453783012728,1,1.853061773616563,1,2.0094759948829943,1,1.7012863072477493,1,1.6019418028290098,0,4.500074776214483,1
Closure,157,-1.6291080225927916,0,-2.3892301644447334,0,-1.8635504261827718,0,-1.8462364492720105,0,-0.8438499155122792,0,-5.68910687764372,0
Cli,16,2.332218735577552,0,2.646729832522939,1,2.6660463160987327,0,2.5684323287641813,0,2.1407855173053196,0,5.488621363031322,1
Closure,143,-1.5576494015489843,0,-2.6646558644916665,1,-2.2399237803556304,1,-2.668813112120188,1,-0.9861093412292684,1,-4.471053421546091,1
Closure,10,-0.7860195050470054,0,-2.5084305112584264,1,-1.772338238867511,0,-2.305694645802579,0,-0.7473882714287178,0,-3.792251452430225,1
Gson,8,0.18708883580588787,0,1.0399187074079304,0,-0.39542845538429,1,1.6320356643168823,1,-0.39566893530580716,1,1.9506549700121665,1
Time,20,-0.9130874590565032,0,-0.017132454446379876,0,-0.026592972548572458,0,-0.2766344962475621,0,-0.6743534215044148,1,0.06924301426024104,1
JacksonDatabind,84,-0.5448300791032765,0,-1.2159974073675974,0,-1.1149259522811124,0,-1.098318137137478,0,-0.5816472643989763,0,-2.807984697143915,0
JacksonCore,22,-0.349072619078774,1,-0.21069652501068675,0,-0.7785485111882018,0,-0.5533647095230666,1,-0.15904150537147155,1,0.924519995423016,1
JacksonDatabind,90,-0.3485721135410517,1,0.3133650535888939,0,-0.9629859058177808,1,-0.3154394653493147,1,-0.38477155662548856,1,-1.036631041523361,1
JacksonDatabind,47,-1.8304500854333008,1,-1.6466303061320369,1,-1.934602073413647,0,-1.1472597193556426,0,-0.4739661085066452,1,-5.33963845329397,1
JacksonDatabind,53,-0.05475869502153055,0,-0.4884347964806374,0,-0.8332226651709869,1,-0.4758640549861771,0,-0.5143008339625029,0,-1.7412358778943051,1
JacksonDatabind,52,-2.5084505330607887,0,-2.5076297314434437,1,-1.5116460906219844,1,-2.090327821350173,0,-0.8474339902743411,1,-4.002177561383689,1
JacksonDatabind,46,-0.6563824974444513,0,-1.4033954675038502,0,-1.5578741010531225,0,-1.0858304117953406,0,-0.40869072447240107,0,-3.950005565649379,0
JacksonDatabind,91,-0.5539345723005455,0,-0.5810847817298216,0,-0.8462926766163067,0,-0.06109696238857902,0,-0.35894152262431006,0,-1.926353020443261,0
JacksonCore,23,0.43923886740525764,1,0.3627231755115394,1,-0.0107942930399429,1,0.12177287928358534,1,0.347443237332367,1,1.605431314952567,1
JacksonDatabind,85,0.9509120707055428,1,0.4779944873409748,1,-0.024072540503931025,0,0.20765520797645082,1,0.7232345480141462,1,1.2864335811774033,1
Gson,9,2.994563504662426,0,4.517309632491642,1,4.213744880102983,0,5.023089303088194,1,1.8948035903682505,1,7.055540644024788,1
Closure,142,-1.4374729121306247,0,-1.9730121699199203,1,-1.7910429467870448,1,-1.82131974507421,0,-1.87944903276878,0,-2.5876848550312284,1
Cli,17,-0.2690696916029893,1,0.36658420535614034,1,1.0490477525068347,1,0.32345909886413343,1,0.2501494737631561,1,3.641639621020634,1
Closure,11,-1.2291397342034391,0,-2.814272508635627,0,-2.0749110581575385,0,-2.600296753074701,0,-0.6352064272318069,0,-4.71804118276281,0
Closure,156,-0.71017303497548,0,-1.9927659320067364,0,-1.8453875033582023,0,-2.3736420414202977,0,-0.9498003268924109,0,-1.1894142067252138,0
Lang,16,-0.5628577499757844,1,-0.06762728064274474,1,0.9831284676443872,0,0.12786548642148765,1,-0.0638898758131433,1,1.9015824918791504,1
Math,76,1.0650462246348475,1,0.6972903670860225,0,1.0440800277906737,1,1.0156879519030635,1,0.46613667993486035,0,2.4097027949184486,1
Math,62,-0.2530260133941404,1,0.5290043230742024,0,0.6884463930739281,0,0.6497635808522669,1,0.24814039264598203,0,4.08101585253776,1
Compress,8,1.5819033280046726,0,2.381814984401134,1,1.7685071696029495,1,1.97146231940339,1,1.321362364037741,1,4.211607479133557,1
Closure,39,-0.5453125047919117,0,-2.2710411853412236,0,-1.4186700258606095,0,-1.9163039680315614,0,-0.8418794655801374,0,-4.3266543315065915,0
Math,89,1.950575068832537,1,2.0267277963515755,1,2.309822056223565,0,2.0895646053795085,1,1.3791143881693095,1,5.132895708104681,1
Codec,10,1.61061711523806,1,1.687634339798442,1,1.4848179948396845,1,1.7152866885726477,1,0.8074794188680315,1,3.384785643231566,1
