bug_id,dataset,bertscore_max,bertscore_mean,bertscore_min,coherence_momentum,outlier_score,td_alpha_ratio,td_automated_readability_index,td_coleman_liau_index,td_contains_lorem ipsum,td_dependency_distance_mean,td_dependency_distance_std,td_doc_length,td_duplicate_line_chr_fraction,td_duplicate_ngram_chr_fraction_10,td_duplicate_ngram_chr_fraction_5,td_duplicate_ngram_chr_fraction_6,td_duplicate_ngram_chr_fraction_7,td_duplicate_ngram_chr_fraction_8,td_duplicate_ngram_chr_fraction_9,td_duplicate_paragraph_chr_fraction,td_entropy,td_first_order_coherence,td_flesch_kincaid_grade,td_flesch_reading_ease,td_gunning_fog,td_lix,td_mean_word_length,td_n_characters,td_n_sentences,td_n_stop_words,td_n_tokens,td_n_unique_tokens,td_per_word_perplexity,td_perplexity,td_pos_prop_ADJ,td_pos_prop_ADP,td_pos_prop_ADV,td_pos_prop_AUX,td_pos_prop_CCONJ,td_pos_prop_DET,td_pos_prop_INTJ,td_pos_prop_NOUN,td_pos_prop_NUM,td_pos_prop_PART,td_pos_prop_PRON,td_pos_prop_PROPN,td_pos_prop_PUNCT,td_pos_prop_SCONJ,td_pos_prop_SYM,td_pos_prop_VERB,td_pos_prop_X,td_prop_adjacent_dependency_relation_mean,td_prop_adjacent_dependency_relation_std,td_proportion_bullet_points,td_proportion_ellipsis,td_proportion_unique_tokens,td_rix,td_second_order_coherence,td_sentence_length_mean,td_sentence_length_median,td_sentence_length_std,td_smog,td_syllables_per_token_mean,td_syllables_per_token_median,td_syllables_per_token_std,td_symbol_to_word_ratio_#,td_token_length_mean,td_token_length_median,td_token_length_std,td_top_ngram_chr_fraction_2,td_top_ngram_chr_fraction_3,td_top_ngram_chr_fraction_4
Lang-4.json,Defects4J,0.7790579199790955,0.7776551842689514,0.7759300470352173,0.22908194363117218,1.2286661863327026,0.6678765880217786,20.88557054893227,19.42004454342985,0.0,3.6241964239590168,2.0447370422014193,551.0,0.020484171322160148,0.0,0.04127870887647424,0.03910614525139665,0.0,0.0,0.0,0.0,12.528227508495974,0.3861460849875584,12.949341019258487,49.26447530459845,15.642656884580113,57.146731298309966,5.241379310344827,2558.0,17.0,177.0,449.0,246.0,500.9431889486523,276019.6971107074,0.047186932849364795,0.07259528130671507,0.025408348457350273,0.045372050816696916,0.016333938294010888,0.07078039927404718,0.0,0.13793103448275862,0.034482758620689655,0.021778584392014518,0.041742286751361164,0.09074410163339383,0.16333938294010888,0.014519056261343012,0.014519056261343012,0.0780399274047187,0.018148820326678767,0.4738101420654368,0.07949638598596274,0.0,0.0,0.5478841870824054,8.117647058823529,0.2792060834666093,26.41176470588235,22.0,16.634686734897237,13.589731490329378,1.5456570155902005,1.0,1.2282078413344255,0.0,6.180400890868597,4.0,6.925371759270198,0.004345127250155183,0.004655493482309125,0.0
Math-58.json,Defects4J,0.7246596217155457,0.7193981210390726,0.713883101940155,0.4990963339805603,1.1790492534637451,0.42105263157894735,41.920445490764216,47.74677290836654,0.0,2.691799671569951,1.5576992025003946,342.0,0.0643747893495113,0.0,0.032355915065722954,0.0,0.0,0.0,0.0,0.01887428378833839,5.773977151015844,0.6169563174247742,14.746541108294096,29.978927924665015,14.06751177109743,75.80622962694676,8.362573099415204,2115.0,11.0,24.0,251.0,169.0,0.9409798189187554,321.81509807021433,0.014619883040935672,0.03216374269005848,0.005847953216374269,0.008771929824561403,0.0029239766081871343,0.014619883040935672,0.0,0.09941520467836257,0.09649122807017543,0.0029239766081871343,0.0029239766081871343,0.1608187134502924,0.22807017543859648,0.0,0.023391812865497075,0.03508771929824561,0.014619883040935672,0.5303568191511983,0.061999615378339167,0.0,0.0,0.6733067729083665,12.090909090909092,0.4864971720510059,22.818181818181817,12.0,26.405296238093744,12.719339214003902,1.8167330677290836,1.0,1.924438885588392,0.0,11.02788844621514,7.0,11.09229745688502,0.09639366363329963,0.003033367037411527,0.0
Closure-24.json,Defects4J,0.8244315981864929,0.8194592595100403,0.8154457211494446,1.0,0.9932227730751038,0.8333333333333334,5.905000000000001,9.646666666666668,0.0,1.3333333333333333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05298664906710747,,6.416666666666668,59.745000000000005,9.066666666666666,22.666666666666664,5.166666666666667,31.0,1.0,1.0,6.0,6.0,0.17573592793231638,1.0544155675938982,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,,6.0,6.0,0.0,,1.6666666666666667,1.5,0.7453559924999299,0.0,5.166666666666667,5.0,3.0230595245361758,0.0,0.0,0.0
Closure-9.json,Defects4J,0.8244315981864929,0.8194592595100403,0.8154457211494446,1.0,0.9932227730751038,0.8333333333333334,5.905000000000001,9.646666666666668,0.0,1.3333333333333333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05298664906710747,,6.416666666666668,59.745000000000005,9.066666666666666,22.666666666666664,5.166666666666667,31.0,1.0,1.0,6.0,6.0,0.17573592793231638,1.0544155675938982,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,,6.0,6.0,0.0,,1.6666666666666667,1.5,0.7453559924999299,0.0,5.166666666666667,5.0,3.0230595245361758,0.0,0.0,0.0
Mockito-10.json,Defects4J,0.7743591070175171,0.7733386953671774,0.7727040648460388,0.29835644364356995,1.1847738027572632,0.586046511627907,36.278251533742335,30.080736196319013,0.0,5.89035715686659,4.9750410306041895,215.0,0.04663923182441701,0.12345679012345678,0.21536351165980797,0.15775034293552812,0.12345679012345678,0.12345679012345678,0.12345679012345678,0.0,2.451933645969599,0.25762758404016495,24.771211656441718,-9.95447085889569,25.134355828220862,74.49233128834356,6.251162790697674,1258.0,4.0,30.0,163.0,99.0,0.05400361003469368,11.61077615745914,0.08837209302325581,0.018604651162790697,0.023255813953488372,0.023255813953488372,0.013953488372093023,0.023255813953488372,0.004651162790697674,0.17209302325581396,0.027906976744186046,0.023255813953488372,0.009302325581395349,0.08837209302325581,0.24186046511627907,0.0,0.009302325581395349,0.09767441860465116,0.0,0.47273679702924987,0.07405960572066601,0.0,0.0,0.6073619631901841,13.75,0.25790879130363464,40.75,39.0,22.554101622543072,20.267338824336647,2.0736196319018405,1.0,1.9426068192233645,0.014925373134328358,7.92638036809816,6.0,7.6186389797915925,0.006858710562414266,0.027434842249657063,0.03566529492455418
JacksonDatabind-85.json,Defects4J,0.7751102447509766,0.7744537790616354,0.7732335925102234,0.26067987084388733,1.1649606227874756,0.6638297872340425,23.937544505831802,26.811933701657455,0.0,3.1908376299547774,0.653569588960852,235.0,0.0038289725590299937,0.0,0.07019783024888322,0.07019783024888322,0.07019783024888322,0.0,0.0,0.0,3.975608718836229,0.4701804369688034,14.419079189686926,27.50509515039903,15.558256599140577,59.33763044812768,6.051063829787234,1332.0,9.0,53.0,181.0,115.0,0.22673421754273232,53.28254112254209,0.06382978723404255,0.03404255319148936,0.02553191489361702,0.029787234042553193,0.00851063829787234,0.05531914893617021,0.0,0.1702127659574468,0.03829787234042553,0.02127659574468085,0.00851063829787234,0.08085106382978724,0.2,0.01702127659574468,0.01276595744680851,0.13617021276595745,0.01276595744680851,0.4088459701023368,0.05049159992666081,0.0,0.08695652173913043,0.6353591160220995,7.888888888888889,0.3896736896463803,20.11111111111111,17.0,10.969092380608387,14.232682905230785,1.8784530386740332,1.0,1.7036294808483528,0.024390243902439025,7.497237569060774,5.0,8.125822905640831,0.006381620931716656,0.0,0.0
JacksonDatabind-1.json,Defects4J,0.7661224007606506,0.7648313442866007,0.7634442448616028,0.24598418176174164,1.1866527795791626,0.541095890410959,23.470888157894734,20.30513157894737,0.0,4.175654381755601,3.4798523881512176,438.0,0.00873743993010048,0.10572302315421582,0.13237221494102228,0.127129750982962,0.127129750982962,0.127129750982962,0.10572302315421582,0.0,8.130852006079476,0.47784342699580723,15.829157894736841,35.72110526315791,19.79157894736842,65.59736842105264,4.71689497716895,1834.0,10.0,74.0,304.0,153.0,7.757290382480229,3397.6931875263404,0.0684931506849315,0.0365296803652968,0.02054794520547945,0.02511415525114155,0.00684931506849315,0.02968036529680365,0.0,0.1415525114155251,0.0365296803652968,0.00684931506849315,0.01598173515981735,0.1050228310502283,0.2831050228310502,0.01598173515981735,0.00228310502283105,0.07077625570776255,0.03424657534246575,0.462607356492381,0.07749162497390401,0.0,0.061224489795918366,0.5032894736842105,10.7,0.5509037598967552,30.4,16.0,30.974828490243492,16.887214914478655,1.6578947368421053,1.0,1.1215899379540044,0.007692307692307693,6.305921052631579,5.0,5.21717474401201,0.005242463958060288,0.039318479685452164,0.04062909567496723
Closure-73.json,Defects4J,0.8244315981864929,0.8194592595100403,0.8154457211494446,1.0,0.9932227730751038,0.8333333333333334,5.905000000000001,9.646666666666668,0.0,1.3333333333333333,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05298664906710747,,6.416666666666668,59.745000000000005,9.066666666666666,22.666666666666664,5.166666666666667,31.0,1.0,1.0,6.0,6.0,0.17573592793231638,1.0544155675938982,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,,6.0,6.0,0.0,,1.6666666666666667,1.5,0.7453559924999299,0.0,5.166666666666667,5.0,3.0230595245361758,0.0,0.0,0.0
Math-74.json,Defects4J,0.7600446343421936,0.7567056814829508,0.7535574436187744,0.30142349004745483,1.2499362230300903,0.5866425992779783,22.13231182795699,19.500184331797232,0.0,3.808063802851495,3.2015173970734616,554.0,0.07519280205655526,0.10411311053984576,0.18380462724935734,0.14460154241645246,0.14460154241645246,0.12210796915167095,0.10411311053984576,0.0006426735218508997,9.61738207206414,0.49702040425368715,13.094921658986177,52.711906298003086,15.812964669738864,57.04393241167435,5.066787003610108,2222.0,15.0,124.0,434.0,236.0,27.11853345092943,15023.667531814905,0.039711191335740074,0.06498194945848375,0.019855595667870037,0.016245487364620937,0.007220216606498195,0.061371841155234655,0.005415162454873646,0.15342960288808663,0.039711191335740074,0.005415162454873646,0.036101083032490974,0.1299638989169675,0.19855595667870035,0.009025270758122744,0.010830324909747292,0.05776173285198556,0.01263537906137184,0.4550413878086192,0.07919892694282718,0.0,0.0,0.543778801843318,8.133333333333333,0.39524492965294766,28.933333333333334,21.0,21.091757210394356,13.133204557630332,1.4746543778801844,1.0,1.109470332958866,0.0,6.17741935483871,4.0,6.766912369588504,0.003213367609254499,0.002892030848329049,0.0
Lang-36.json,Defects4J,0.7557684779167175,0.755112886428833,0.7545493245124817,0.2443409264087677,1.2309765815734863,0.4981684981684982,34.70660975609756,21.71336585365854,0.0,5.583975893042876,1.005481275335145,273.0,0.04497354497354497,0.0,0.031084656084656083,0.022486772486772486,0.022486772486772486,0.0,0.0,0.0013227513227513227,3.5161057424798603,0.5977611343065897,20.802378048780486,37.20161585365858,23.621951219512198,80.51829268292683,5.1208791208791204,1039.0,4.0,36.0,205.0,138.0,0.12327149832065246,33.65311904153812,0.04395604395604396,0.029304029304029304,0.01098901098901099,0.029304029304029304,0.003663003663003663,0.029304029304029304,0.0,0.13186813186813187,0.047619047619047616,0.0,0.007326007326007326,0.1575091575091575,0.19047619047619047,0.018315018315018316,0.02564102564102564,0.06227106227106227,0.03296703296703297,0.41748809383078533,0.056592399911936285,0.0,0.0,0.6731707317073171,15.0,0.6676168590784073,51.25,46.0,24.993749218554626,14.554592549557764,1.3902439024390243,1.0,0.8345598746728955,0.0,6.478048780487805,5.0,6.951101411063485,0.005952380952380952,0.005952380952380952,0.021825396825396824
JacksonCore-6.json,Defects4J,0.8241801261901855,0.8196680148442587,0.8149113655090332,0.18090637028217316,1.1577544212341309,0.7980769230769231,20.378846153846155,20.892747252747252,0.0,2.9940476190476186,1.2018946447012115,104.0,0.0,0.0,0.10495626822157435,0.10495626822157435,0.10495626822157435,0.10495626822157435,0.10495626822157435,0.0,1.9466249092300612,0.3371992309888204,14.289093406593405,33.137156593406615,16.132967032967034,51.32142857142857,5.778846153846154,601.0,4.0,35.0,91.0,66.0,0.06735581836285293,7.005005109736705,0.09615384615384616,0.04807692307692308,0.028846153846153848,0.09615384615384616,0.028846153846153848,0.019230769230769232,0.0,0.14423076923076922,0.07692307692307693,0.0673076923076923,0.019230769230769232,0.125,0.14423076923076922,0.0,0.009615384615384616,0.07692307692307693,0.0,0.4223856209150327,0.060319352814647786,0.0,0.0,0.7252747252747253,6.5,0.23202796280384064,22.75,13.0,21.3116752039815,14.554592549557764,1.7802197802197801,1.0,1.428148711761295,0.02247191011235955,6.461538461538462,5.0,6.819989514199816,0.013119533527696793,0.01749271137026239,0.0
Time-23.json,Defects4J,0.8373857140541077,0.8342473308245341,0.8289746046066284,0.3992817997932434,1.2621161937713623,0.8130081300813008,7.176446540880505,7.20943396226415,0.0,2.9538081314397107,0.7322320188567877,123.0,0.0,0.0,0.13595706618962433,0.13595706618962433,0.13595706618962433,0.0,0.0,0.0,3.699539568339949,0.431668221950531,6.662264150943397,78.76371069182392,9.708176100628933,36.534591194968556,3.7886178861788617,466.0,6.0,54.0,106.0,62.0,0.32868849940876665,40.428685427278296,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.0975609756097561,0.008130081300813009,0.08130081300813008,0.0,0.15447154471544716,0.016260162601626018,0.024390243902439025,0.08943089430894309,0.04878048780487805,0.10569105691056911,0.056910569105691054,0.016260162601626018,0.10569105691056911,0.0,0.44400932887774996,0.057805960977984704,0.0,0.0,0.5849056603773585,3.3333333333333335,0.47571057826280594,17.666666666666668,17.0,9.392668535736915,9.2995712137729,1.3018867924528301,1.0,0.7911039733296842,0.00980392156862745,4.19811320754717,4.0,2.689672110621618,0.014311270125223614,0.016100178890876567,0.0
