bug_id,project,percent_agreement,cohens_kappa,aggregated_raw,aggregated_derived,aggregated_zscore
Cli-11,Cli,0.9148936170212766,0.7259475218658892,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 5, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 4, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 2}","{""repair_difficulty"": 1, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 2}","{""Actionability"": 1.1430011430017144, ""Clarity"": 1.1430011430017144, ""Specificity"": 0.44450044450066667, ""Reproducibility"": 0.44450044450066667, ""ReasoningQuality"": 1.1430011430017144, ""TechnicalContext"": -0.2540002540003811, ""Ambiguity"": 0.44450044450066667, ""RepairReadiness"": -1.6510016510024768, ""RootCauseEvidence"": -0.2540002540003811, ""HiddenReproducibility"": -1.6510016510024768, ""ImpactScope"": -0.9525009525014289}"
Cli-12,Cli,0.9574468085106383,0.8629737609329448,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 5, ""TechnicalContext"": 3, ""Ambiguity"": 2, ""RepairReadiness"": 4, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 2}","{""repair_difficulty"": 1, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 2}","{""Actionability"": 1.2163503593625116, ""Clarity"": 1.2163503593625116, ""Specificity"": 0.5121475197315838, ""Reproducibility"": 0.5121475197315838, ""ReasoningQuality"": 1.2163503593625116, ""TechnicalContext"": -0.1920553198993441, ""Ambiguity"": -0.1920553198993441, ""RepairReadiness"": -1.6004609991611998, ""RootCauseEvidence"": -0.1920553198993441, ""HiddenReproducibility"": -1.6004609991611998, ""ImpactScope"": -0.896258159530272}"
Cli-13,Cli,0.8723404255319149,0.716297786720322,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 2, ""Reproducibility"": 3, ""ReasoningQuality"": 4, ""TechnicalContext"": 2, ""Ambiguity"": 3, ""RepairReadiness"": 3, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 2}","{""repair_difficulty"": 2, ""ambiguity_count"": 3, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 2}","{""Actionability"": 1.7230995806825713, ""Clarity"": 1.7230995806825713, ""Specificity"": -0.6461623427559644, ""Reproducibility"": 0.1435916317235475, ""ReasoningQuality"": 0.9333456062030594, ""TechnicalContext"": -0.6461623427559644, ""Ambiguity"": -0.6461623427559644, ""RepairReadiness"": -0.6461623427559644, ""RootCauseEvidence"": 0.1435916317235475, ""HiddenReproducibility"": -1.4359163172354763, ""ImpactScope"": -0.6461623427559644}"
Cli-14,Cli,0.6808510638297872,0.2244224422442244,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 5, ""Reproducibility"": 4, ""ReasoningQuality"": 5, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 4, ""RootCauseEvidence"": 1, ""HiddenReproducibility"": 1, ""ImpactScope"": 3}","{""repair_difficulty"": 1, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 1, ""impact_scope"": 3}","{""Actionability"": 1.0157987663695807, ""Clarity"": 1.0157987663695807, ""Specificity"": 1.0157987663695807, ""Reproducibility"": 0.3950328535881702, ""ReasoningQuality"": 1.0157987663695807, ""TechnicalContext"": -0.22573305919324022, ""Ambiguity"": 0.3950328535881702, ""RepairReadiness"": -1.467264884756061, ""RootCauseEvidence"": -1.467264884756061, ""HiddenReproducibility"": -1.467264884756061, ""ImpactScope"": -0.22573305919324022}"
Cli-15,Cli,0.9787234042553191,0.9554502369668246,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 0, ""TechnicalContext"": 3, ""Ambiguity"": 2, ""RepairReadiness"": 4, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 1, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 1}","{""Actionability"": 1.3930520662939847, ""Clarity"": 1.3930520662939847, ""Specificity"": 0.8457816116784908, ""Reproducibility"": 0.8457816116784908, ""ReasoningQuality"": -1.3433002067834854, ""TechnicalContext"": 0.2985111570629967, ""Ambiguity"": 0.2985111570629967, ""RepairReadiness"": -0.7960297521679913, ""RootCauseEvidence"": -1.3433002067834854, ""HiddenReproducibility"": -0.7960297521679913, ""ImpactScope"": -0.7960297521679913}"
Cli-16,Cli,0.8936170212765957,0.727694090382387,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 2, ""Reproducibility"": 2, ""ReasoningQuality"": 5, ""TechnicalContext"": 2, ""Ambiguity"": 4, ""RepairReadiness"": 4, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 2}","{""repair_difficulty"": 1, ""ambiguity_count"": 4, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 2}","{""Actionability"": 1.5215349135496974, ""Clarity"": 1.5215349135496974, ""Specificity"": -0.40964401518645693, ""Reproducibility"": -0.40964401518645693, ""ReasoningQuality"": 1.5215349135496974, ""TechnicalContext"": -0.40964401518645693, ""Ambiguity"": -1.0533703247651751, ""RepairReadiness"": -1.0533703247651751, ""RootCauseEvidence"": 0.23408229439226122, ""HiddenReproducibility"": -1.0533703247651751, ""ImpactScope"": -0.40964401518645693}"
Cli-17,Cli,0.851063829787234,0.6950880444856349,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 4, ""TechnicalContext"": 2, ""Ambiguity"": 1, ""RepairReadiness"": 4, ""RootCauseEvidence"": 2, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 1, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 2, ""impact_scope"": 1}","{""Actionability"": 0.7559289460184544, ""Clarity"": 1.4488638132020377, ""Specificity"": 0.7559289460184544, ""Reproducibility"": 0.7559289460184544, ""ReasoningQuality"": 0.7559289460184544, ""TechnicalContext"": -0.6299407883487121, ""Ambiguity"": 0.7559289460184544, ""RepairReadiness"": -1.3228756555322954, ""RootCauseEvidence"": -0.6299407883487121, ""HiddenReproducibility"": -1.3228756555322954, ""ImpactScope"": -1.3228756555322954}"
Cli-18,Cli,0.7446808510638298,0.4854014598540145,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 0, ""TechnicalContext"": 2, ""Ambiguity"": 3, ""RepairReadiness"": 2, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 3, ""ambiguity_count"": 3, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 1}","{""Actionability"": 0.9819805060619656, ""Clarity"": 1.5820797042109447, ""Specificity"": 0.9819805060619656, ""Reproducibility"": 0.9819805060619656, ""ReasoningQuality"": -1.4184162865339505, ""TechnicalContext"": -0.21821789023599245, ""Ambiguity"": -0.21821789023599245, ""RepairReadiness"": 0.3818813079129866, ""RootCauseEvidence"": -1.4184162865339505, ""HiddenReproducibility"": -0.8183170883849715, ""ImpactScope"": -0.8183170883849715}"
Cli-19,Cli,0.851063829787234,0.7028003613369467,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 0, ""TechnicalContext"": 2, ""Ambiguity"": 3, ""RepairReadiness"": 3, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 2, ""ambiguity_count"": 3, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 1}","{""Actionability"": 1.042760469902058, ""Clarity"": 1.646463899845355, ""Specificity"": 1.042760469902058, ""Reproducibility"": 1.042760469902058, ""ReasoningQuality"": -1.3720532498711293, ""TechnicalContext"": -0.16464638998453562, ""Ambiguity"": -0.16464638998453562, ""RepairReadiness"": -0.16464638998453562, ""RootCauseEvidence"": -1.3720532498711293, ""HiddenReproducibility"": -0.7683498199278325, ""ImpactScope"": -0.7683498199278325}"
Cli-2,Cli,0.7021276595744681,0.29399141630901304,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 5, ""Reproducibility"": 5, ""ReasoningQuality"": 2, ""TechnicalContext"": 4, ""Ambiguity"": 2, ""RepairReadiness"": 3, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 2, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 1}","{""Actionability"": 1.1055415967851332, ""Clarity"": 1.1055415967851332, ""Specificity"": 1.1055415967851332, ""Reproducibility"": 1.1055415967851332, ""ReasoningQuality"": -0.5527707983925666, ""TechnicalContext"": 0.5527707983925666, ""Ambiguity"": 0.0, ""RepairReadiness"": -0.5527707983925666, ""RootCauseEvidence"": -1.6583123951777, ""HiddenReproducibility"": -1.1055415967851332, ""ImpactScope"": -1.1055415967851332}"
Cli-20,Cli,0.8297872340425532,0.6342412451361867,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 4, ""TechnicalContext"": 2, ""Ambiguity"": 1, ""RepairReadiness"": 4, ""RootCauseEvidence"": 2, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 1, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 2, ""impact_scope"": 1}","{""Actionability"": 0.7559289460184544, ""Clarity"": 1.4488638132020377, ""Specificity"": 0.7559289460184544, ""Reproducibility"": 0.7559289460184544, ""ReasoningQuality"": 0.7559289460184544, ""TechnicalContext"": -0.6299407883487121, ""Ambiguity"": 0.7559289460184544, ""RepairReadiness"": -1.3228756555322954, ""RootCauseEvidence"": -0.6299407883487121, ""HiddenReproducibility"": -1.3228756555322954, ""ImpactScope"": -1.3228756555322954}"
Cli-21,Cli,0.6808510638297872,0.3253588516746412,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 4, ""TechnicalContext"": 3, ""Ambiguity"": 2, ""RepairReadiness"": 3, ""RootCauseEvidence"": 2, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 2, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 2, ""impact_scope"": 1}","{""Actionability"": 1.3846989941311527, ""Clarity"": 1.3846989941311527, ""Specificity"": 0.6593804733957871, ""Reproducibility"": 0.6593804733957871, ""ReasoningQuality"": 0.6593804733957871, ""TechnicalContext"": -0.06593804733957864, ""Ambiguity"": -0.06593804733957864, ""RepairReadiness"": -0.7912565680749444, ""RootCauseEvidence"": -0.7912565680749444, ""HiddenReproducibility"": -1.51657508881031, ""ImpactScope"": -1.51657508881031}"
Cli-22,Cli,0.9361702127659575,0.8033472803347281,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 5, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 4, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 2}","{""repair_difficulty"": 1, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 2}","{""Actionability"": 1.1430011430017144, ""Clarity"": 1.1430011430017144, ""Specificity"": 0.44450044450066667, ""Reproducibility"": 0.44450044450066667, ""ReasoningQuality"": 1.1430011430017144, ""TechnicalContext"": -0.2540002540003811, ""Ambiguity"": 0.44450044450066667, ""RepairReadiness"": -1.6510016510024768, ""RootCauseEvidence"": -0.2540002540003811, ""HiddenReproducibility"": -1.6510016510024768, ""ImpactScope"": -0.9525009525014289}"
Cli-23,Cli,0.8297872340425532,0.624,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 3, ""TechnicalContext"": 2, ""Ambiguity"": 2, ""RepairReadiness"": 4, ""RootCauseEvidence"": 0, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 1, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 0, ""impact_scope"": 1}","{""Actionability"": 1.4184162865339505, ""Clarity"": 1.4184162865339505, ""Specificity"": 0.8183170883849715, ""Reproducibility"": 0.8183170883849715, ""ReasoningQuality"": 0.21821789023599245, ""TechnicalContext"": -0.3818813079129866, ""Ambiguity"": 0.21821789023599245, ""RepairReadiness"": -0.9819805060619656, ""RootCauseEvidence"": -1.5820797042109447, ""HiddenReproducibility"": -0.9819805060619656, ""ImpactScope"": -0.9819805060619656}"
Cli-24,Cli,0.8297872340425532,0.6377649325626203,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 2, ""TechnicalContext"": 2, ""Ambiguity"": 2, ""RepairReadiness"": 4, ""RootCauseEvidence"": 1, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 1, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 1, ""impact_scope"": 1}","{""Actionability"": 1.5215349135496974, ""Clarity"": 1.5215349135496974, ""Specificity"": 0.8778086039709794, ""Reproducibility"": 0.8778086039709794, ""ReasoningQuality"": -0.40964401518645693, ""TechnicalContext"": -0.40964401518645693, ""Ambiguity"": 0.23408229439226122, ""RepairReadiness"": -1.0533703247651751, ""RootCauseEvidence"": -1.0533703247651751, ""HiddenReproducibility"": -1.0533703247651751, ""ImpactScope"": -1.0533703247651751}"
Cli-25,Cli,0.8085106382978723,0.5897187196896216,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 4, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 4, ""RootCauseEvidence"": 2, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 1, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 2, ""impact_scope"": 1}","{""Actionability"": 1.2686563959933717, ""Clarity"": 1.2686563959933717, ""Specificity"": 0.6041220933301771, ""Reproducibility"": 0.6041220933301771, ""ReasoningQuality"": 0.6041220933301771, ""TechnicalContext"": -0.06041220933301764, ""Ambiguity"": 0.6041220933301771, ""RepairReadiness"": -1.389480814659407, ""RootCauseEvidence"": -0.7249465119962123, ""HiddenReproducibility"": -1.389480814659407, ""ImpactScope"": -1.389480814659407}"
Cli-26,Cli,0.8297872340425532,0.5965665236051503,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 3, ""TechnicalContext"": 4, ""Ambiguity"": 2, ""RepairReadiness"": 3, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 2}","{""repair_difficulty"": 2, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 2}","{""Actionability"": 0.7348469228349536, ""Clarity"": 1.6329931618554523, ""Specificity"": 0.7348469228349536, ""Reproducibility"": 0.7348469228349536, ""ReasoningQuality"": -0.16329931618554508, ""TechnicalContext"": 0.7348469228349536, ""Ambiguity"": -0.16329931618554508, ""RepairReadiness"": -1.0614455552060438, ""RootCauseEvidence"": -0.16329931618554508, ""HiddenReproducibility"": -1.9595917942265424, ""ImpactScope"": -1.0614455552060438}"
Cli-27,Cli,0.7659574468085106,0.5388046387154326,"{""Actionability"": 4, ""Clarity"": 5, ""Specificity"": 3, ""Reproducibility"": 3, ""ReasoningQuality"": 3, ""TechnicalContext"": 2, ""Ambiguity"": 2, ""RepairReadiness"": 3, ""RootCauseEvidence"": 2, ""HiddenReproducibility"": 1, ""ImpactScope"": 1}","{""repair_difficulty"": 2, ""ambiguity_count"": 2, ""hidden_s2r_present"": true, ""root_cause_evidence"": 2, ""impact_scope"": 1}","{""Actionability"": 1.1858541225631425, ""Clarity"": 2.055480479109447, ""Specificity"": 0.31622776601683805, ""Reproducibility"": 0.31622776601683805, ""ReasoningQuality"": 0.31622776601683805, ""TechnicalContext"": -0.5533985905294663, ""Ambiguity"": 0.31622776601683805, ""RepairReadiness"": -0.5533985905294663, ""RootCauseEvidence"": -0.5533985905294663, ""HiddenReproducibility"": -1.4230249470757708, ""ImpactScope"": -1.4230249470757708}"
Cli-28,Cli,0.9148936170212766,0.7259475218658892,"{""Actionability"": 5, ""Clarity"": 5, ""Specificity"": 4, ""Reproducibility"": 4, ""ReasoningQuality"": 5, ""TechnicalContext"": 3, ""Ambiguity"": 1, ""RepairReadiness"": 5, ""RootCauseEvidence"": 3, ""HiddenReproducibility"": 1, ""ImpactScope"": 2}","{""repair_difficulty"": 0, ""ambiguity_count"": 1, ""hidden_s2r_present"": true, ""root_cause_evidence"": 3, ""impact_scope"": 2}","{""Actionability"": 1.079127485069423, ""Clarity"": 1.079127485069423, ""Specificity"": 0.4543694673976517, ""Reproducibility"": 0.4543694673976517, ""ReasoningQuality"": 1.079127485069423, ""TechnicalContext"": -0.1703885502741196, ""Ambiguity"": 0.4543694673976517, ""RepairReadiness"": -2.0446626032894337, ""RootCauseEvidence"": -0.1703885502741196, ""HiddenReproducibility"": -1.4199045856176622, ""ImpactScope"": -0.7951465679458909}"
